gid,time,value,lon,lat
55,2017-03-01 00:00:00-08,39.23197501694305,-118.32117818330467,33.826268305480404
375,2017-03-01 00:00:00-08,40.06482462909685,-118.41830510221617,34.07443900802116
517,2017-03-01 00:00:00-08,38.97833764322645,-118.45114485454131,34.17824236554005
52,2017-03-01 00:00:00-08,40.51705418137733,-118.37446158445789,33.814614954680195
58,2017-03-01 00:00:00-08,39.890868016564646,-118.26787773590259,33.83789473789693
370,2017-03-01 00:00:00-08,39.74434071945349,-118.50737882370618,34.05490992848052
321,2017-03-01 00:00:00-08,39.809767380609046,-118.44456125545094,34.03698368848133
413,2017-03-01 00:00:00-08,39.57440248594479,-118.17328258226094,34.14356203139997
471,2017-03-01 00:00:00-08,40.67893276767755,-118.31218048552061,34.16099392005448
435,2017-03-01 00:00:00-08,39.68810863392237,-118.21362481864097,34.15068121663896
522,2017-03-01 00:00:00-08,39.89384552413382,-118.3619043867388,34.19772801587337
498,2017-03-01 00:00:00-08,39.83591631353181,-118.19185384489789,34.20292825567735
197,2017-03-01 00:00:00-08,39.18859022426489,-118.29190273326445,33.97523662255934
17,2017-03-01 00:00:00-08,40.03867569617408,-118.25396980047853,33.79341054711038
278,2017-03-01 00:00:00-08,39.194788929242634,-118.36396588370124,34.02291059760517
194,2017-03-01 00:00:00-08,39.96853708325817,-118.34530008603852,33.963594849379106
262,2017-03-01 00:00:00-08,39.66909279107843,-118.25242379627514,34.0313541097684
378,2017-03-01 00:00:00-08,41.065436601527104,-118.3648378851367,34.08612043985128
361,2017-03-01 00:00:00-08,39.21473915718765,-118.18185021997515,34.11002328116936
243,2017-03-01 00:00:00-08,39.67113591354653,-118.19432486225008,34.028112821474075
180,2017-03-01 00:00:00-08,40.11977633212968,-118.23384690768215,33.972017586384894
445,2017-03-01 00:00:00-08,40.0485962856133,-118.41453710280483,34.12282450227531
201,2017-03-01 00:00:00-08,40.31772444079188,-118.22067967497502,33.99071699525615
488,2017-03-01 00:00:00-08,39.312772343465895,-118.37039112841032,34.1641705847552
202,2017-03-01 00:00:00-08,40.15076371485236,-118.20286917043269,33.994579586162686
116,2017-03-01 00:00:00-08,39.67113591354653,-118.21530033676765,33.91268444378199
387,2017-03-01 00:00:00-08,38.57712328550644,-118.20433316670136,34.12100248946991
585,2017-03-01 00:00:00-08,39.917016949487405,-118.49723091641437,34.26331265158249
222,2017-03-01 00:00:00-08,40.36975144097818,-118.20750566137681,34.009415408034954
459,2017-03-01 00:00:00-08,38.405324109767,-118.16470701455728,34.17710215879534
168,2017-03-01 00:00:00-08,39.89384552413382,-118.10455489720972,33.984167537268306
209,2017-03-01 00:00:00-08,39.868642954749184,-118.43893809010281,33.95895605741713
257,2017-03-01 00:00:00-08,39.41749853982993,-118.34148920512484,34.01196764527939
518,2017-03-01 00:00:00-08,38.97461575876498,-118.4333006014672,34.182145510655154
410,2017-03-01 00:00:00-08,39.39893574288257,-118.22682292013056,34.131977098759435
104,2017-03-01 00:00:00-08,40.137865617843964,-118.1750899511831,33.90556911181582
535,2017-03-01 00:00:00-08,39.34259660885208,-118.38444178964885,34.20867035239967
252,2017-03-01 00:00:00-08,38.706578540022036,-118.43050698134506,33.99250617892154
575,2017-03-01 00:00:00-08,41.411585954990315,-118.3449072988637,34.264846994383255
182,2017-03-01 00:00:00-08,39.89384552413382,-118.19823457311062,33.979743974794275
602,2017-03-01 00:00:00-08,39.8043130525236,-118.4935058770277,34.31171772050892
163,2017-03-01 00:00:00-08,40.11977633212968,-118.19360186827691,33.96490857496738
349,2017-03-01 00:00:00-08,40.10791292721298,-118.3958042733792,34.063506661515675
549,2017-03-01 00:00:00-08,39.14355911067127,-118.40698599995031,34.21960806715309
527,2017-03-01 00:00:00-08,39.345201927975104,-118.27261600187852,34.2171384353102
295,2017-03-01 00:00:00-08,38.94825220183132,-118.47548185062361,34.01434845263642
59,2017-03-01 00:00:00-08,40.039420073066374,-118.25010713751702,33.841764230861706
603,2017-03-01 00:00:00-08,39.66195970099961,-118.47563098964446,34.31562901557355
546,2017-03-01 00:00:00-08,39.17374931177902,-118.4605449271626,34.2079022265028
521,2017-03-01 00:00:00-08,40.03867569617408,-118.37975631841445,34.19383690199741
544,2017-03-01 00:00:00-08,39.45542900442264,-118.49624125601476,34.200083293195725
573,2017-03-01 00:00:00-08,41.233295831868475,-118.3806441685822,34.2570665823759
148,2017-03-01 00:00:00-08,40.147786207283175,-118.1889710547988,33.95007338771933
140,2017-03-01 00:00:00-08,38.978778710685994,-118.3313207239876,33.91911023467157
24,2017-03-01 00:00:00-08,39.92693753892662,-118.3828979123853,33.78108080461829
239,2017-03-01 00:00:00-08,38.369254587405024,-118.26559022147043,34.012649275072526
240,2017-03-01 00:00:00-08,39.194788929242634,-118.24777672787208,34.0165196656063
250,2017-03-01 00:00:00-08,39.56605059633166,-118.46610072171259,33.98470060779472
590,2017-03-01 00:00:00-08,40.039420073066374,-118.40789795421922,34.28284048050058
555,2017-03-01 00:00:00-08,39.68810863392237,-118.29981630084646,34.24293847835593
595,2017-03-01 00:00:00-08,39.81423364196281,-118.41259495689025,34.297675074032256
367,2017-03-01 00:00:00-08,40.03322136808863,-118.56080002061103,34.043156490016415
529,2017-03-01 00:00:00-08,40.27563940679022,-118.49153346077661,34.185255078767
65,2017-03-01 00:00:00-08,40.11977633212968,-118.37912157067896,33.82943804700495
303,2017-03-01 00:00:00-08,39.894589901026116,-118.33300689950819,34.04551324940586
359,2017-03-01 00:00:00-08,39.5722493013094,-118.21752826445741,34.10230056900369
530,2017-03-01 00:00:00-08,38.61997407314582,-118.47368965734734,34.189165142471474
364,2017-03-01 00:00:00-08,39.453568062191906,-118.1283189211226,34.12158478483918
105,2017-03-01 00:00:00-08,39.449846177730436,-118.41088374276009,33.87001457707985
593,2017-03-01 00:00:00-08,40.09501483020459,-118.44834074262472,34.289871168260674
20,2017-03-01 00:00:00-08,39.42620124114378,-118.20068270546868,33.80500195877203
67,2017-03-01 00:00:00-08,39.421754429330186,-118.34359446061578,33.83721174399909
5,2017-03-01 00:00:00-08,39.809767380609046,-118.26709282056613,33.7747140403034
400,2017-03-01 00:00:00-08,41.03673515420395,-118.40516685903079,34.09316518177828
27,2017-03-01 00:00:00-08,40.12349821659115,-118.32964040106995,33.79273770505123
577,2017-03-01 00:00:00-08,39.63156594290908,-118.49251880776755,34.24848277097569
510,2017-03-01 00:00:00-08,39.4422275979815,-118.32152143208039,34.190665254321424
538,2017-03-01 00:00:00-08,40.041281015297116,-118.33087003127342,34.22033737090663
563,2017-03-01 00:00:00-08,39.56605059633166,-118.37595634406519,34.24223165295905
500,2017-03-01 00:00:00-08,40.24923158664528,-118.4999587348039,34.151687972560005
85,2017-03-01 00:00:00-08,39.55160124847014,-118.25938179330404,33.871423254360444
72,2017-03-01 00:00:00-08,40.639457304956295,-118.25474352017788,33.85659363351646
323,2017-03-01 00:00:00-08,39.4081119554295,-118.4089395641376,34.04478269905613
79,2017-03-01 00:00:00-08,39.23271939383535,-118.36601747957901,33.84815060399352
160,2017-03-01 00:00:00-08,40.04388633442015,-118.24700736413246,33.95331718466745
381,2017-03-01 00:00:00-08,39.32098317316476,-118.31135346887416,34.09777484093934
309,2017-03-01 00:00:00-08,39.28137106910352,-118.22607058407834,34.06876077979905
380,2017-03-01 00:00:00-08,40.20056102128747,-118.32918351667749,34.09389304494139
404,2017-03-01 00:00:00-08,40.82735207341514,-118.3338521915579,34.10872601578938
207,2017-03-01 00:00:00-08,40.08881612522684,-118.11378826709763,34.013847498819466
449,2017-03-01 00:00:00-08,39.83950544722915,-118.3431952718615,34.13839255807844
489,2017-03-01 00:00:00-08,39.30046787108966,-118.3525460005284,34.16805989421753
512,2017-03-01 00:00:00-08,40.41860863659974,-118.28581097566351,34.19842461243953
289,2017-03-01 00:00:00-08,39.890868016564646,-118.16794288884242,34.065504637338364
570,2017-03-01 00:00:00-08,38.978778710685994,-118.43423506049743,34.24537337644129
198,2017-03-01 00:00:00-08,39.884669311586904,-118.27409981503794,33.97911121596157
264,2017-03-01 00:00:00-08,40.09501483020459,-118.21678432867036,34.03908767913899
446,2017-03-01 00:00:00-08,40.817003051185836,-118.39670451735056,34.12672102407253
348,2017-03-01 00:00:00-08,40.268971442736785,-118.41362137646804,34.05961075252983
88,2017-03-01 00:00:00-08,39.67113591354653,-118.20603839777975,33.88301916101227
277,2017-03-01 00:00:00-08,39.34631849331355,-118.38177473382852,34.01902039976554
157,2017-03-01 00:00:00-08,39.20396514178955,-118.3003958058877,33.9416988033331
4,2017-03-01 00:00:00-08,38.640318816552316,-118.28484615620233,33.77084216466246
315,2017-03-01 00:00:00-08,40.128479033443526,-118.11906589381327,34.09190011637479
302,2017-03-01 00:00:00-08,39.44550841498342,-118.35082295321581,34.04162815076239
454,2017-03-01 00:00:00-08,39.53250444648401,-118.2539749700731,34.1577849759613
159,2017-03-01 00:00:00-08,39.42369724480767,-118.2648054078578,33.949447389138264
113,2017-03-01 00:00:00-08,39.41749853982993,-118.26866401547399,33.901083146474456
107,2017-03-01 00:00:00-08,39.143660433458194,-118.37534020698094,33.87779967874943
228,2017-03-01 00:00:00-08,39.38238801567552,-118.46141302814294,33.96987699338598
358,2017-03-01 00:00:00-08,40.28641767434569,-118.23536443670208,34.0984347017022
598,2017-03-01 00:00:00-08,39.66195970099961,-118.47091990128101,34.300796763448076
221,2017-03-01 00:00:00-08,40.156962419830094,-118.22531955752366,34.00555191990327
376,2017-03-01 00:00:00-08,40.51511136589984,-118.40048460951307,34.078335821097376
6,2017-03-01 00:00:00-08,40.62953671551709,-118.24933759775914,33.778582926547266
469,2017-03-01 00:00:00-08,39.46837653090426,-118.3478696795761,34.153226127437456
541,2017-03-01 00:00:00-08,39.10637302297086,-118.27728103379785,34.23197729000444
424,2017-03-01 00:00:00-08,40.44587413486095,-118.40985102307887,34.107994742517846
56,2017-03-01 00:00:00-08,39.4081119554295,-118.30341325996953,33.83014677464001
170,2017-03-01 00:00:00-08,40.13341880603036,-118.41179470059475,33.93320572072565
291,2017-03-01 00:00:00-08,39.89957071787849,-118.1322776682178,34.0732099469169
86,2017-03-01 00:00:00-08,39.68105650298574,-118.2416025514892,33.87529155186385
447,2017-03-01 00:00:00-08,41.60144724062418,-118.37887001625276,34.130614541018964
579,2017-03-01 00:00:00-08,39.691830518383846,-118.45679821561288,34.256301123995925
3,2017-03-01 00:00:00-08,39.45468462753035,-118.17368102614233,33.77919757746395
185,2017-03-01 00:00:00-08,39.06419773321037,-118.1448018805539,33.99131104572519
266,2017-03-01 00:00:00-08,39.917016949487405,-118.18113727295352,34.04680923232506
135,2017-03-01 00:00:00-08,39.598398234232164,-118.4202275667483,33.89966089181474
457,2017-03-01 00:00:00-08,40.06556900598914,-118.20041990568433,34.169384318404774
594,2017-03-01 00:00:00-08,38.9658806136776,-118.43046881332702,34.2937746275356
176,2017-03-01 00:00:00-08,38.84560157170892,-118.30504882913651,33.95652881123456
66,2017-03-01 00:00:00-08,40.35193302092312,-118.36135896439822,33.83332639073368
184,2017-03-01 00:00:00-08,39.66449614110925,-118.16261466858711,33.98745835772573
311,2017-03-01 00:00:00-08,40.11977633212968,-118.19040993852926,34.07648591956441
511,2017-03-01 00:00:00-08,39.92619316203433,-118.30366715985612,34.19454643851833
110,2017-03-01 00:00:00-08,38.72761815748566,-118.32201064945973,33.889454886361946
171,2017-03-01 00:00:00-08,39.41257821678326,-118.39400848173761,33.93710039219827
537,2017-03-01 00:00:00-08,39.782501882347844,-118.34872920110745,34.216451375023546
460,2017-03-01 00:00:00-08,40.0593703010114,-118.50837621080329,34.11812226868844
220,2017-03-01 00:00:00-08,40.11977633212968,-118.24313155772977,34.00168542962954
189,2017-03-01 00:00:00-08,41.00583681848465,-118.43425759699296,33.94413195159279
339,2017-03-01 00:00:00-08,39.47785605288393,-118.12369146081683,34.10674234810877
64,2017-03-01 00:00:00-08,40.06556900598914,-118.39688227828833,33.825546713381044
29,2017-03-01 00:00:00-08,39.452148187420704,-118.29412592689086,33.80049402779468
158,2017-03-01 00:00:00-08,39.69542390423855,-118.28260155550255,33.94557459517125
343,2017-03-01 00:00:00-08,39.93717951265654,-118.50267816709045,34.040086203451864
215,2017-03-01 00:00:00-08,38.058804568424854,-118.33216307826316,33.98230796595609
422,2017-03-01 00:00:00-08,40.06556900598914,-118.44550365716455,34.10019449623288
179,2017-03-01 00:00:00-08,40.11977633212968,-118.25165023327862,33.9681498915395
442,2017-03-01 00:00:00-08,40.03830350772793,-118.4680233534857,34.111116913488154
485,2017-03-01 00:00:00-08,38.74942932766142,-118.42391501388447,34.15248461467861
100,2017-03-01 00:00:00-08,39.20396514178955,-118.24623933739981,33.89012228891161
267,2017-03-01 00:00:00-08,39.610173513177536,-118.16331090251907,34.05066550143493
483,2017-03-01 00:00:00-08,39.36329121368938,-118.45958801054772,34.14467893892794
597,2017-03-01 00:00:00-08,39.836660690424104,-118.48879138010459,34.29688637441976
320,2017-03-01 00:00:00-08,39.894589901026116,-118.46236922975507,34.033079684065086
216,2017-03-01 00:00:00-08,38.058804568424854,-118.31436057549327,33.986189458441245
142,2017-03-01 00:00:00-08,39.67113591354653,-118.29574468107687,33.926869007282704
211,2017-03-01 00:00:00-08,38.72761815748566,-118.4033540472909,33.96675201430352
340,2017-03-01 00:00:00-08,38.93548685558707,-118.10584731075093,34.11058926992347
516,2017-03-01 00:00:00-08,39.078976148627724,-118.46898718500324,34.174336214043976
397,2017-03-01 00:00:00-08,38.6822086027213,-118.45863276121075,34.081463023364755
325,2017-03-01 00:00:00-08,39.680312126093455,-118.3733102237362,34.05256970814991
408,2017-03-01 00:00:00-08,40.48436578300789,-118.26250696731877,34.124238766238655
195,2017-03-01 00:00:00-08,39.411089462998675,-118.32750286994354,33.96747843870048
304,2017-03-01 00:00:00-08,39.44178653052195,-118.31518893939179,34.04939534606897
441,2017-03-01 00:00:00-08,39.809395192162896,-118.48584826454956,34.107208377998965
68,2017-03-01 00:00:00-08,39.20768702625103,-118.3258280605021,33.841094106233356
425,2017-03-01 00:00:00-08,41.38171513760607,-118.39202183192893,34.11189036052775
437,2017-03-01 00:00:00-08,39.1752636944664,-118.17792254641563,34.15840328762067
363,2017-03-01 00:00:00-08,39.38901515344336,-118.1461645834356,34.117733959646664
307,2017-03-01 00:00:00-08,38.969689182993726,-118.26172363241407,34.061023618494254
360,2017-03-01 00:00:00-08,39.33342039630515,-118.19969019181869,34.106163429014764
534,2017-03-01 00:00:00-08,40.039420073066374,-118.4022952059795,34.20477532679962
144,2017-03-01 00:00:00-08,39.39893574288257,-118.26016104895635,33.93461579334885
416,2017-03-01 00:00:00-08,40.12488564758882,-118.11972515248296,34.15511987108819
427,2017-03-01 00:00:00-08,41.25646725722206,-118.35635770732485,34.1196725834298
126,2017-03-01 00:00:00-08,39.900044229111565,-118.30888104418854,33.90816243659894
499,2017-03-01 00:00:00-08,40.06556900598914,-118.51779189706275,34.14777371296943
432,2017-03-01 00:00:00-08,40.28021896936795,-118.26716395430533,34.13907553758417
419,2017-03-01 00:00:00-08,40.43669792231403,-118.49896822005438,34.08847160971233
467,2017-03-01 00:00:00-08,39.959360870711244,-118.38355122068243,34.1454463059025
600,2017-03-01 00:00:00-08,39.467733476798884,-118.43517115279428,34.308608504026495
238,2017-03-01 00:00:00-08,39.069055559188506,-118.28340181562511,34.00877588286061
592,2017-03-01 00:00:00-08,39.866106514639554,-118.46621074359385,34.28596469677998
345,2017-03-01 00:00:00-08,39.96555957568899,-118.4670612005158,34.047905021627976
405,2017-03-01 00:00:00-08,41.017638352217816,-118.31601874723295,34.112608712657845
283,2017-03-01 00:00:00-08,38.818796947315725,-118.27489304225678,34.0423165728118
507,2017-03-01 00:00:00-08,40.18826918627628,-118.37507276505171,34.179003645768425
134,2017-03-01 00:00:00-08,39.64593334416189,-118.16654329249617,33.9390944179415
324,2017-03-01 00:00:00-08,38.85066433517,-118.39112584948352,34.04867770407327
46,2017-03-01 00:00:00-08,40.28021896936795,-118.24547264419209,33.82693504743108
138,2017-03-01 00:00:00-08,38.61669325614388,-118.36688916827771,33.911339480054906
373,2017-03-01 00:00:00-08,38.702158830666335,-118.45394034275196,34.06663637732292
533,2017-03-01 00:00:00-08,40.2584077991922,-118.4201467021004,34.20087729243523
219,2017-03-01 00:00:00-08,40.12349821659115,-118.26094166081187,33.99781593777978
305,2017-03-01 00:00:00-08,39.31605316046783,-118.2973690740486,34.05327444018336
411,2017-03-01 00:00:00-08,39.04429405726341,-118.2089780419286,34.13584175235817
28,2017-03-01 00:00:00-08,39.4081119554295,-118.31188410986434,33.79661736122216
270,2017-03-01 00:00:00-08,39.63601275472268,-118.1098204351709,34.0622162720539
61,2017-03-01 00:00:00-08,40.05056627691063,-118.21456027391383,33.84949423663538
89,2017-03-01 00:00:00-08,39.91813351482585,-118.1882534882406,33.886878471527005
318,2017-03-01 00:00:00-08,38.95791390404837,-118.49797942977654,34.02526267983152
25,2017-03-01 00:00:00-08,39.67069484608699,-118.3651473034989,33.78496942618189
496,2017-03-01 00:00:00-08,39.809767380609046,-118.22757656910798,34.1952008074261
136,2017-03-01 00:00:00-08,38.26416927019015,-118.40245000455069,33.90355674797833
