gid,time,value,lon,lat
273,2016-12-01 00:00:00-08,45.026678956827595,-118.45299103449923,34.003429618055044
188,2016-12-01 00:00:00-08,45.91849387974479,-118.4520433770559,33.94023038578518
253,2016-12-01 00:00:00-08,47.772357386018385,-118.41270724378344,33.996404468928716
281,2016-12-01 00:00:00-08,47.969437750914025,-118.31052789227303,34.03456318780148
528,2016-12-01 00:00:00-08,46.95669032304521,-118.25475258794081,34.22101148522461
391,2016-12-01 00:00:00-08,49.906396394956396,-118.1329482758672,34.13642742552598
282,2016-12-01 00:00:00-08,48.65354415388623,-118.29271141871675,34.03844138153068
82,2016-12-01 00:00:00-08,46.17158006388145,-118.31270816447545,33.8598003969227
232,2016-12-01 00:00:00-08,48.74876512548856,-118.39023142609992,33.98547252613005
346,2016-12-01 00:00:00-08,48.547252491298906,-118.44924984121444,34.051809932015075
332,2016-12-01 00:00:00-08,49.43700851807963,-118.24854743211291,34.079729662541205
426,2016-12-01 00:00:00-08,46.845664582859726,-118.37419072628325,34.11578297435513
456,2016-12-01 00:00:00-08,46.95669032304521,-118.21827349797995,34.16552088127147
190,2016-12-01 00:00:00-08,46.796520553582994,-118.41646990798903,33.94803052274344
312,2016-12-01 00:00:00-08,48.35127332429642,-118.17257676976844,34.08034397995488
62,2016-12-01 00:00:00-08,48.19925110544782,-118.19678401104763,33.853354748314096
526,2016-12-01 00:00:00-08,45.02544166964087,-118.29047750508269,34.213262373313185
540,2016-12-01 00:00:00-08,45.91849387974479,-118.29514594642751,34.22810032896627
301,2016-12-01 00:00:00-08,47.75903013562512,-118.3686370993336,34.03774005070742
317,2016-12-01 00:00:00-08,46.098255601585265,-118.51578165314399,34.02134968115796
436,2016-12-01 00:00:00-08,46.46094582732026,-118.19577463324555,34.154543757346275
41,2016-12-01 00:00:00-08,47.47361695040476,-118.33428985980667,33.80756216539485
494,2016-12-01 00:00:00-08,45.91849387974479,-118.26329166909416,34.18746131166563
523,2016-12-01 00:00:00-08,48.17274888964267,-118.34405053837908,34.201616120512696
191,2016-12-01 00:00:00-08,46.71369531507512,-118.3986803112172,33.95192609866694
279,2016-12-01 00:00:00-08,46.35198867295377,-118.34615512594625,34.02679779527031
193,2016-12-01 00:00:00-08,47.7254658473547,-118.36309539906671,33.95970826255394
479,2016-12-01 00:00:00-08,48.50885390676378,-118.1693473699599,34.19194471036714
355,2016-12-01 00:00:00-08,49.723474579086286,-118.28886153919233,34.0868190617219
503,2016-12-01 00:00:00-08,46.301490435529594,-118.44644770272583,34.163412725068085
357,2016-12-01 00:00:00-08,51.63219603164045,-118.25319870736432,34.094565827676774
584,2016-12-01 00:00:00-08,47.404049670117494,-118.367463029996,34.2757943163649
13,2016-12-01 00:00:00-08,46.98999421971814,-118.32499283527108,33.77791346539248
333,2016-12-01 00:00:00-08,51.947509806143806,-118.23071656016886,34.08359763861496
465,2016-12-01 00:00:00-08,47.9798055143659,-118.41922509935694,34.13765446000937
23,2016-12-01 00:00:00-08,45.03697041549515,-118.40064662482966,33.77718919572597
292,2016-12-01 00:00:00-08,48.25898792575326,-118.11444221897622,34.07705809067667
582,2016-12-01 00:00:00-08,47.7615972104707,-118.40320287634053,34.26800607488045
466,2016-12-01 00:00:00-08,48.595245227855756,-118.4013891184158,34.14155188571547
237,2016-12-01 00:00:00-08,47.60551023799231,-118.301211509154,34.004899489537614
101,2016-12-01 00:00:00-08,45.72671148687043,-118.22845482522435,33.89398848969933
274,2016-12-01 00:00:00-08,45.49606683370436,-118.43518982666127,34.00733181089519
472,2016-12-01 00:00:00-08,53.00583518070526,-118.29433302160409,34.16487330409562
428,2016-12-01 00:00:00-08,50.15118990746548,-118.33852277623745,34.123559187181954
18,2016-12-01 00:00:00-08,49.47380920516399,-118.23620932103704,33.79727734238042
112,2016-12-01 00:00:00-08,46.68072811478398,-118.28644812222944,33.897210054882365
502,2016-12-01 00:00:00-08,48.001764751997726,-118.46428663645437,34.15950747918201
550,2016-12-01 00:00:00-08,49.437268909677115,-118.38912917990612,34.22350399593241
344,2016-12-01 00:00:00-08,45.76207427967983,-118.48487064286644,34.04399711191628
409,2016-12-01 00:00:00-08,48.43442824657444,-118.24466589565706,34.12810943653066
178,2016-12-01 00:00:00-08,48.30561907281946,-118.26945166284003,33.96427919702157
31,2016-12-01 00:00:00-08,49.72655869291886,-118.25860389032394,33.80823838987908
71,2016-12-01 00:00:00-08,47.908648054822294,-118.27251749389295,33.85272324107709
263,2016-12-01 00:00:00-08,52.305542259064964,-118.23460501157952,34.03522239619377
448,2016-12-01 00:00:00-08,48.3997347777334,-118.36103360069498,34.134505052544256
462,2016-12-01 00:00:00-08,47.71668826315916,-118.47272152960089,34.125944155487694
299,2016-12-01 00:00:00-08,47.15068689869553,-118.40425966407955,34.029954848639974
556,2016-12-01 00:00:00-08,47.592258967796106,-118.28194797759886,34.24681633855624
33,2016-12-01 00:00:00-08,46.37463081101261,-118.22307430074558,33.81597078677733
167,2016-12-01 00:00:00-08,45.31622913166682,-118.12236806702687,33.98032174959493
493,2016-12-01 00:00:00-08,46.700444044878914,-118.28114635702242,34.1835870473878
111,2016-12-01 00:00:00-08,45.14663456618998,-118.30423033394993,33.89333396798922
128,2016-12-01 00:00:00-08,45.18433584407927,-118.27330796678083,33.9159134156729
294,2016-12-01 00:00:00-08,47.52215470862606,-118.49328261061638,34.01043935865933
477,2016-12-01 00:00:00-08,45.84542980904609,-118.20506708069964,34.184225078894485
331,2016-12-01 00:00:00-08,50.17240384093187,-118.26637640242745,34.0758586809797
350,2016-12-01 00:00:00-08,46.09550411533927,-118.37798525805236,34.06739956889323
271,2016-12-01 00:00:00-08,46.01358648024797,-118.48858770846296,33.99561624097468
125,2016-12-01 00:00:00-08,45.026678956827595,-118.32666473746359,33.90428245367606
444,2016-12-01 00:00:00-08,46.17283354675599,-118.43236777143306,34.11892497619802
601,2016-12-01 00:00:00-08,45.92734744413738,-118.4172938855102,34.31250985443079
383,2016-12-01 00:00:00-08,49.68040951460417,-118.27568765204248,34.10552941699798
91,2016-12-01 00:00:00-08,47.605510237992306,-118.40621468620438,33.855191740357185
388,2016-12-01 00:00:00-08,48.595245227855756,-118.18648979153143,34.12486323768787
458,2016-12-01 00:00:00-08,46.301490435529594,-118.18256441081239,34.17324474443475
69,2016-12-01 00:00:00-08,48.894556570504164,-118.30805976522872,33.844973476869086
382,2016-12-01 00:00:00-08,47.66572902704926,-118.29352151360072,34.10165363181427
290,2016-12-01 00:00:00-08,48.847094124805686,-118.15011122523667,34.069358795616004
532,2016-12-01 00:00:00-08,46.17124336749965,-118.43799627682536,34.19697624987788
98,2016-12-01 00:00:00-08,50.35592274478127,-118.28180268592519,33.88238090060526
203,2016-12-01 00:00:00-08,49.796739256873224,-118.18505677226854,33.998439175030605
199,2016-12-01 00:00:00-08,50.62648856408762,-118.25629499846,33.982982809589494
284,2016-12-01 00:00:00-08,50.27197012743572,-118.25707276407636,34.04618876107735
36,2016-12-01 00:00:00-08,45.099743027526294,-118.42305972376509,33.78811454092727
272,2016-12-01 00:00:00-08,45.48446178306577,-118.47079032882455,33.99952442789111
403,2016-12-01 00:00:00-08,49.34273051391453,-118.35168372608388,34.10484031369781
37,2016-12-01 00:00:00-08,45.65248643376931,-118.40530954612028,33.792010041809625
233,2016-12-01 00:00:00-08,47.73575730602225,-118.37243125340065,33.98936391648923
515,2016-12-01 00:00:00-08,51.064555460230864,-118.48682759167012,34.17042705673921
164,2016-12-01 00:00:00-08,47.41282725431303,-118.17579625203773,33.968766371086474
429,2016-12-01 00:00:00-08,49.582381341041824,-118.32068593420583,34.127442785042284
368,2016-12-01 00:00:00-08,45.965385418408474,-118.5429948773838,34.04707730072988
396,2016-12-01 00:00:00-08,49.09106602836502,-118.47645089403755,34.07755630067033
492,2016-12-01 00:00:00-08,45.69647420120562,-118.29899913531945,34.17970977293545
226,2016-12-01 00:00:00-08,45.026678956827595,-118.13623114108056,34.02483932783284
172,2016-12-01 00:00:00-08,46.31572528933944,-118.37622035742616,33.940992068540936
210,2016-12-01 00:00:00-08,47.46914326440409,-118.4211470231513,33.962855533807314
44,2016-12-01 00:00:00-08,47.77675476723475,-118.28100520327187,33.819194868243876
276,2016-12-01 00:00:00-08,46.65520279456807,-118.3995816751494,34.01512720232076
296,2016-12-01 00:00:00-08,45.18433584407927,-118.45767917479822,34.01825454919434
568,2016-12-01 00:00:00-08,48.966973429383756,-118.46995269946453,34.23756285387028
576,2016-12-01 00:00:00-08,49.02927732453477,-118.32703598504335,34.26873268108997
398,2016-12-01 00:00:00-08,48.13471091537158,-118.44081271031467,34.08536674482851
406,2016-12-01 00:00:00-08,49.64204185656294,-118.29818339429399,34.1164884037344
322,2016-12-01 00:00:00-08,46.68843038645669,-118.4267513665194,34.04088469366864
453,2016-12-01 00:00:00-08,50.35558604839946,-118.27182284748869,34.153912508918495
10,2016-12-01 00:00:00-08,47.28093396672547,-118.17829785826353,33.794028566251775
452,2016-12-01 00:00:00-08,51.17441320540227,-118.28966881756368,34.15003703304057
139,2016-12-01 00:00:00-08,45.30429145344166,-118.34910589654785,33.91522635482996
423,2016-12-01 00:00:00-08,46.90822886960823,-118.42767829855113,34.104096120895896
520,2016-12-01 00:00:00-08,48.2820763439557,-118.39760633221857,34.189942779455144
231,2016-12-01 00:00:00-08,49.48390005674331,-118.4080296910992,33.98157813807022
572,2016-12-01 00:00:00-08,47.7615972104707,-118.3985097220985,34.25317185821638
329,2016-12-01 00:00:00-08,49.51892615317093,-118.30202863342451,34.06810770366202
443,2016-12-01 00:00:00-08,46.17283354675599,-118.4501965220536,34.11502244641181
259,2016-12-01 00:00:00-08,47.389024133851784,-118.3058687492404,34.01973123527808
362,2016-12-01 00:00:00-08,49.17126146370164,-118.16400835011714,34.113880124901755
490,2016-12-01 00:00:00-08,48.121459969762626,-118.33469895826104,34.17194619578131
186,2016-12-01 00:00:00-08,46.37455450622829,-118.12698720358736,33.99516073066147
476,2016-12-01 00:00:00-08,46.95669032304521,-118.22292408108787,34.18036074521436
75,2016-12-01 00:00:00-08,47.26080503546443,-118.20141026094612,33.86818684538652
