"","Latitude","Longitude","County","Hour","Season","Pollutant","Sample"
"1911",32.842242,-116.768225,"San Diego","08",4,"NO2",0.0435955056179775
"1912",32.842242,-116.768225,"San Diego","08",4,"Ozone",0.529855537720706
"1913",32.842242,-116.768225,"San Diego","09",1,"NO2",0.0361363636363636
"1914",32.842242,-116.768225,"San Diego","09",1,"Ozone",0.600830564784053
"1915",32.842242,-116.768225,"San Diego","09",2,"NO2",0.0231395348837209
"1916",32.842242,-116.768225,"San Diego","09",2,"Ozone",0.645941558441558
"1917",32.842242,-116.768225,"San Diego","09",3,"NO2",0.0331460674157303
"1918",32.842242,-116.768225,"San Diego","09",3,"Ozone",0.648154093097913
"1919",32.842242,-116.768225,"San Diego","09",4,"NO2",0.0271428571428571
"1920",32.842242,-116.768225,"San Diego","09",4,"Ozone",0.58156146179402
"1921",32.842242,-116.768225,"San Diego","10",1,"NO2",0.0263333333333333
"1922",32.842242,-116.768225,"San Diego","10",1,"Ozone",0.639365079365079
"1923",32.842242,-116.768225,"San Diego","10",2,"NO2",0.0252873563218391
"1924",32.842242,-116.768225,"San Diego","10",2,"Ozone",0.707301587301587
"1925",32.842242,-116.768225,"San Diego","10",3,"NO2",0.0355294117647059
"1926",32.842242,-116.768225,"San Diego","10",3,"Ozone",0.760098522167488
"1927",32.842242,-116.768225,"San Diego","10",4,"NO2",0.0235227272727273
"1928",32.842242,-116.768225,"San Diego","10",4,"Ozone",0.617495987158908
"1929",32.842242,-116.768225,"San Diego","11",1,"NO2",0.0267816091954023
"1930",32.842242,-116.768225,"San Diego","11",1,"Ozone",0.673863636363636
"1931",32.842242,-116.768225,"San Diego","11",2,"NO2",0.0255294117647059
"1932",32.842242,-116.768225,"San Diego","11",2,"Ozone",0.785550082101806
"1933",32.842242,-116.768225,"San Diego","11",3,"NO2",0.0326136363636364
"1934",32.842242,-116.768225,"San Diego","11",3,"Ozone",0.872841444270016
"1935",32.842242,-116.768225,"San Diego","11",4,"NO2",0.0236470588235294
"1936",32.842242,-116.768225,"San Diego","11",4,"Ozone",0.653451043338684
"1937",32.842242,-116.768225,"San Diego","12",1,"NO2",0.0297701149425287
"1938",32.842242,-116.768225,"San Diego","12",1,"Ozone",0.712012987012987
"1939",32.842242,-116.768225,"San Diego","12",2,"NO2",0.0270454545454545
"1940",32.842242,-116.768225,"San Diego","12",2,"Ozone",0.843014128728414
"1941",32.842242,-116.768225,"San Diego","12",3,"NO2",0.0335227272727273
"1942",32.842242,-116.768225,"San Diego","12",3,"Ozone",0.956671899529042
"1943",32.842242,-116.768225,"San Diego","12",4,"NO2",0.0258333333333333
"1944",32.842242,-116.768225,"San Diego","12",4,"Ozone",0.690147783251231
"1945",32.842242,-116.768225,"San Diego","13",1,"NO2",0.0322352941176471
"1946",32.842242,-116.768225,"San Diego","13",1,"Ozone",0.74384236453202
"1947",32.842242,-116.768225,"San Diego","13",2,"NO2",0.0273033707865169
"1948",32.842242,-116.768225,"San Diego","13",2,"Ozone",0.870957613814757
"1949",32.842242,-116.768225,"San Diego","13",3,"NO2",0.0289887640449438
"1950",32.842242,-116.768225,"San Diego","13",3,"Ozone",0.959654631083202
"1951",32.842242,-116.768225,"San Diego","13",4,"NO2",0.0285882352941176
"1952",32.842242,-116.768225,"San Diego","13",4,"Ozone",0.713136288998358
"1953",32.842242,-116.768225,"San Diego","14",1,"NO2",0.03875
"1954",32.842242,-116.768225,"San Diego","14",1,"Ozone",0.754735152487961
"1955",32.842242,-116.768225,"San Diego","14",2,"NO2",0.0267415730337079
"1956",32.842242,-116.768225,"San Diego","14",2,"Ozone",0.865149136577708
"1957",32.842242,-116.768225,"San Diego","14",3,"NO2",0.0259550561797753
"1958",32.842242,-116.768225,"San Diego","14",3,"Ozone",0.919565217391304
"1959",32.842242,-116.768225,"San Diego","14",4,"NO2",0.0363636363636364
"1960",32.842242,-116.768225,"San Diego","14",4,"Ozone",0.707142857142857
"1961",32.842242,-116.768225,"San Diego","15",1,"NO2",0.0462921348314607
"1962",32.842242,-116.768225,"San Diego","15",1,"Ozone",0.742857142857143
"1963",32.842242,-116.768225,"San Diego","15",2,"NO2",0.0265934065934066
"1964",32.842242,-116.768225,"San Diego","15",2,"Ozone",0.840188383045526
"1965",32.842242,-116.768225,"San Diego","15",3,"NO2",0.0254444444444444
"1966",32.842242,-116.768225,"San Diego","15",3,"Ozone",0.88320251177394
"1967",32.842242,-116.768225,"San Diego","15",4,"NO2",0.0447777777777778
"1968",32.842242,-116.768225,"San Diego","15",4,"Ozone",0.679037267080745
"1969",32.842242,-116.768225,"San Diego","16",1,"NO2",0.0552222222222222
"1970",32.842242,-116.768225,"San Diego","16",1,"Ozone",0.71091492776886
"1971",32.842242,-116.768225,"San Diego","16",2,"NO2",0.0268131868131868
"1972",32.842242,-116.768225,"San Diego","16",2,"Ozone",0.79403453689168
"1973",32.842242,-116.768225,"San Diego","16",3,"NO2",0.0272527472527473
"1974",32.842242,-116.768225,"San Diego","16",3,"Ozone",0.825274725274725
"1975",32.842242,-116.768225,"San Diego","16",4,"NO2",0.0567777777777778
"1976",32.842242,-116.768225,"San Diego","16",4,"Ozone",0.62639751552795
"1977",32.842242,-116.768225,"San Diego","17",1,"NO2",0.0727472527472527
"1978",32.842242,-116.768225,"San Diego","17",1,"Ozone",0.652487961476725
"1979",32.842242,-116.768225,"San Diego","17",2,"NO2",0.0316483516483516
"1980",32.842242,-116.768225,"San Diego","17",2,"Ozone",0.728888888888889
"1981",32.842242,-116.768225,"San Diego","17",3,"NO2",0.0349450549450549
"1982",32.842242,-116.768225,"San Diego","17",3,"Ozone",0.74160125588697
"1983",32.842242,-116.768225,"San Diego","17",4,"NO2",0.0726666666666667
"1984",32.842242,-116.768225,"San Diego","17",4,"Ozone",0.566925465838509
"1985",32.842242,-116.768225,"San Diego","18",1,"NO2",0.0840659340659341
"1986",32.842242,-116.768225,"San Diego","18",1,"Ozone",0.587158908507223
"1987",32.842242,-116.768225,"San Diego","18",2,"NO2",0.0396703296703297
"1988",32.842242,-116.768225,"San Diego","18",2,"Ozone",0.654444444444444
"1989",32.842242,-116.768225,"San Diego","18",3,"NO2",0.0473626373626374
"1990",32.842242,-116.768225,"San Diego","18",3,"Ozone",0.633437990580848
"1991",32.842242,-116.768225,"San Diego","18",4,"NO2",0.0715384615384615
"1992",32.842242,-116.768225,"San Diego","18",4,"Ozone",0.533385093167702
"1993",32.842242,-116.768225,"San Diego","19",1,"NO2",0.0750549450549451
"1994",32.842242,-116.768225,"San Diego","19",1,"Ozone",0.57223113964687
"1995",32.842242,-116.768225,"San Diego","19",2,"NO2",0.0471428571428571
"1996",32.842242,-116.768225,"San Diego","19",2,"Ozone",0.585555555555555
"1997",32.842242,-116.768225,"San Diego","19",3,"NO2",0.056043956043956
"1998",32.842242,-116.768225,"San Diego","19",3,"Ozone",0.546938775510204
"1999",32.842242,-116.768225,"San Diego","19",4,"NO2",0.061304347826087
"2000",32.842242,-116.768225,"San Diego","19",4,"Ozone",0.531521739130435
"2001",32.842242,-116.768225,"San Diego","20",1,"NO2",0.0656043956043956
"2002",32.842242,-116.768225,"San Diego","20",1,"Ozone",0.57207062600321
"2003",32.842242,-116.768225,"San Diego","20",2,"NO2",0.0469230769230769
"2004",32.842242,-116.768225,"San Diego","20",2,"Ozone",0.55047619047619
"2005",32.842242,-116.768225,"San Diego","20",3,"NO2",0.0625274725274725
"2006",32.842242,-116.768225,"San Diego","20",3,"Ozone",0.488540031397174
"2007",32.842242,-116.768225,"San Diego","20",4,"NO2",0.0472826086956522
"2008",32.842242,-116.768225,"San Diego","20",4,"Ozone",0.545186335403727
"2009",32.842242,-116.768225,"San Diego","21",1,"NO2",0.0506593406593407
"2010",32.842242,-116.768225,"San Diego","21",1,"Ozone",0.58330658105939
"2011",32.842242,-116.768225,"San Diego","21",2,"NO2",0.0463736263736264
"2012",32.842242,-116.768225,"San Diego","21",2,"Ozone",0.527619047619048
"2013",32.842242,-116.768225,"San Diego","21",3,"NO2",0.0689010989010989
"2014",32.842242,-116.768225,"San Diego","21",3,"Ozone",0.447095761381476
"2015",32.842242,-116.768225,"San Diego","21",4,"NO2",0.04
"2016",32.842242,-116.768225,"San Diego","21",4,"Ozone",0.543478260869565
"2017",32.842242,-116.768225,"San Diego","22",1,"NO2",0.04
"2018",32.842242,-116.768225,"San Diego","22",1,"Ozone",0.595987158908507
"2019",32.842242,-116.768225,"San Diego","22",2,"NO2",0.0435164835164835
"2020",32.842242,-116.768225,"San Diego","22",2,"Ozone",0.52015873015873
"2021",32.842242,-116.768225,"San Diego","22",3,"NO2",0.0630769230769231
"2022",32.842242,-116.768225,"San Diego","22",3,"Ozone",0.444270015698587
"2023",32.842242,-116.768225,"San Diego","22",4,"NO2",0.0305434782608696
"2024",32.842242,-116.768225,"San Diego","22",4,"Ozone",0.55139751552795
"2025",32.842242,-116.768225,"San Diego","23",1,"NO2",0.0340659340659341
"2026",32.842242,-116.768225,"San Diego","23",1,"Ozone",0.596308186195827
"2027",32.842242,-116.768225,"San Diego","23",2,"NO2",0.0363736263736264
"2028",32.842242,-116.768225,"San Diego","23",2,"Ozone",0.529206349206349
"2029",32.842242,-116.768225,"San Diego","23",3,"NO2",0.0574725274725275
"2030",32.842242,-116.768225,"San Diego","23",3,"Ozone",0.44458398744113
"2031",32.842242,-116.768225,"San Diego","23",4,"NO2",0.0254347826086957
"2032",32.842242,-116.768225,"San Diego","23",4,"Ozone",0.551086956521739
"2033",32.845467,-117.123894,"San Diego","00",1,"NO2",0.0964044943820225
"2034",32.845467,-117.123894,"San Diego","00",1,"Ozone",0.367936507936508
"2035",32.845467,-117.123894,"San Diego","00",2,"NO2",0.0673863636363636
"2036",32.845467,-117.123894,"San Diego","00",2,"Ozone",0.427786499215071
"2037",32.845467,-117.123894,"San Diego","00",3,"NO2",0.0725301204819277
"2038",32.845467,-117.123894,"San Diego","00",3,"Ozone",0.357463884430177
"2039",32.845467,-117.123894,"San Diego","00",4,"NO2",0.115217391304348
"2040",32.845467,-117.123894,"San Diego","00",4,"Ozone",0.312577639751553
"2041",32.845467,-117.123894,"San Diego","01",1,"NO2",0.0811538461538462
"2042",32.845467,-117.123894,"San Diego","01",1,"Ozone",0.365498652291105
"2043",32.845467,-117.123894,"San Diego","01",2,"NO2",0.0564705882352941
"2044",32.845467,-117.123894,"San Diego","01",2,"Ozone",0.436657681940701
"2045",32.845467,-117.123894,"San Diego","01",3,"NO2",0.0734146341463415
"2046",32.845467,-117.123894,"San Diego","01",3,"Ozone",0.355238095238095
"2047",32.845467,-117.123894,"San Diego","01",4,"NO2",0.1
"2048",32.845467,-117.123894,"San Diego","01",4,"Ozone",0.313975155279503
"2049",32.845467,-117.123894,"San Diego","02",1,"NO2",0.0876923076923077
"2050",32.845467,-117.123894,"San Diego","02",1,"Ozone",0.356122448979592
"2051",32.845467,-117.123894,"San Diego","02",2,"NO2",0.03625
"2052",32.845467,-117.123894,"San Diego","02",2,"Ozone",0.459821428571429
"2053",32.845467,-117.123894,"San Diego","03",1,"NO2",0.094
"2054",32.845467,-117.123894,"San Diego","03",1,"Ozone",0.33921568627451
"2055",32.845467,-117.123894,"San Diego","03",2,"NO2",0.0792307692307692
"2056",32.845467,-117.123894,"San Diego","03",2,"Ozone",0.368253968253968
"2057",32.845467,-117.123894,"San Diego","03",3,"NO2",0.0839024390243902
"2058",32.845467,-117.123894,"San Diego","03",3,"Ozone",0.31038961038961
"2059",32.845467,-117.123894,"San Diego","03",4,"NO2",0.108478260869565
"2060",32.845467,-117.123894,"San Diego","03",4,"Ozone",0.302173913043478
"2061",32.845467,-117.123894,"San Diego","04",1,"NO2",0.108651685393258
"2062",32.845467,-117.123894,"San Diego","04",1,"Ozone",0.295184590690209
"2063",32.845467,-117.123894,"San Diego","04",2,"NO2",0.101363636363636
"2064",32.845467,-117.123894,"San Diego","04",2,"Ozone",0.341758241758242
"2065",32.845467,-117.123894,"San Diego","04",3,"NO2",0.0886746987951807
"2066",32.845467,-117.123894,"San Diego","04",3,"Ozone",0.313804173354735
"2067",32.845467,-117.123894,"San Diego","04",4,"NO2",0.132934782608696
"2068",32.845467,-117.123894,"San Diego","04",4,"Ozone",0.257608695652174
"2069",32.845467,-117.123894,"San Diego","05",1,"NO2",0.147111111111111
"2070",32.845467,-117.123894,"San Diego","05",1,"Ozone",0.240449438202247
"2071",32.845467,-117.123894,"San Diego","05",2,"NO2",0.121477272727273
"2072",32.845467,-117.123894,"San Diego","05",2,"Ozone",0.312087912087912
"2073",32.845467,-117.123894,"San Diego","05",3,"NO2",0.101325301204819
"2074",32.845467,-117.123894,"San Diego","05",3,"Ozone",0.30577849117175
"2075",32.845467,-117.123894,"San Diego","05",4,"NO2",0.175978260869565
"2076",32.845467,-117.123894,"San Diego","05",4,"Ozone",0.196739130434783
"2077",32.845467,-117.123894,"San Diego","06",1,"NO2",0.172
"2078",32.845467,-117.123894,"San Diego","06",1,"Ozone",0.204444444444444
"2079",32.845467,-117.123894,"San Diego","06",2,"NO2",0.0976470588235294
"2080",32.845467,-117.123894,"San Diego","06",2,"Ozone",0.370779220779221
"2081",32.845467,-117.123894,"San Diego","06",3,"NO2",0.0897560975609756
"2082",32.845467,-117.123894,"San Diego","06",3,"Ozone",0.337987012987013
"2083",32.845467,-117.123894,"San Diego","06",4,"NO2",0.185869565217391
"2084",32.845467,-117.123894,"San Diego","06",4,"Ozone",0.190993788819876
"2085",32.845467,-117.123894,"San Diego","07",1,"NO2",0.161
"2086",32.845467,-117.123894,"San Diego","07",1,"Ozone",0.236825396825397
"2087",32.845467,-117.123894,"San Diego","07",2,"NO2",0.0818292682926829
"2088",32.845467,-117.123894,"San Diego","07",2,"Ozone",0.448172757475083
"2089",32.845467,-117.123894,"San Diego","07",3,"NO2",0.0793589743589744
"2090",32.845467,-117.123894,"San Diego","07",3,"Ozone",0.388149350649351
"2091",32.845467,-117.123894,"San Diego","07",4,"NO2",0.153516483516484
"2092",32.845467,-117.123894,"San Diego","07",4,"Ozone",0.259183673469388
"2093",32.845467,-117.123894,"San Diego","08",1,"NO2",0.128720930232558
"2094",32.845467,-117.123894,"San Diego","08",1,"Ozone",0.337175324675325
"2095",32.845467,-117.123894,"San Diego","08",2,"NO2",0.0814285714285714
"2096",32.845467,-117.123894,"San Diego","08",2,"Ozone",0.504201680672269
"2097",32.845467,-117.123894,"San Diego","08",3,"NO2",0.0758666666666667
"2098",32.845467,-117.123894,"San Diego","08",3,"Ozone",0.455126050420168
"2099",32.845467,-117.123894,"San Diego","08",4,"NO2",0.132777777777778
"2100",32.845467,-117.123894,"San Diego","08",4,"Ozone",0.344126984126984
"2101",32.845467,-117.123894,"San Diego","09",1,"NO2",0.111764705882353
"2102",32.845467,-117.123894,"San Diego","09",1,"Ozone",0.449512987012987
"2103",32.845467,-117.123894,"San Diego","09",2,"NO2",0.0607352941176471
"2104",32.845467,-117.123894,"San Diego","09",2,"Ozone",0.574168297455969
"2105",32.845467,-117.123894,"San Diego","09",3,"NO2",0.0751388888888889
"2106",32.845467,-117.123894,"San Diego","09",3,"Ozone",0.543027210884354
"2107",32.845467,-117.123894,"San Diego","09",4,"NO2",0.108555555555556
"2108",32.845467,-117.123894,"San Diego","09",4,"Ozone",0.444761904761905
"2109",32.845467,-117.123894,"San Diego","10",1,"NO2",0.0913414634146341
"2110",32.845467,-117.123894,"San Diego","10",1,"Ozone",0.53936877076412
"2111",32.845467,-117.123894,"San Diego","10",2,"NO2",0.0510769230769231
"2112",32.845467,-117.123894,"San Diego","10",2,"Ozone",0.633403361344538
"2113",32.845467,-117.123894,"San Diego","10",3,"NO2",0.0612676056338028
"2114",32.845467,-117.123894,"San Diego","10",3,"Ozone",0.618244406196213
"2115",32.845467,-117.123894,"San Diego","10",4,"NO2",0.091685393258427
"2116",32.845467,-117.123894,"San Diego","10",4,"Ozone",0.525521669341894
"2117",32.845467,-117.123894,"San Diego","11",1,"NO2",0.0802469135802469
"2118",32.845467,-117.123894,"San Diego","11",1,"Ozone",0.603697478991597
"2119",32.845467,-117.123894,"San Diego","11",2,"NO2",0.0437878787878788
"2120",32.845467,-117.123894,"San Diego","11",2,"Ozone",0.677579365079365
"2121",32.845467,-117.123894,"San Diego","11",3,"NO2",0.0507352941176471
"2122",32.845467,-117.123894,"San Diego","11",3,"Ozone",0.660578661844485
"2123",32.845467,-117.123894,"San Diego","11",4,"NO2",0.0801190476190476
"2124",32.845467,-117.123894,"San Diego","11",4,"Ozone",0.569191049913941
"2125",32.845467,-117.123894,"San Diego","12",1,"NO2",0.0722222222222222
"2126",32.845467,-117.123894,"San Diego","12",1,"Ozone",0.644873949579832
"2127",32.845467,-117.123894,"San Diego","12",2,"NO2",0.0376811594202899
"2128",32.845467,-117.123894,"San Diego","12",2,"Ozone",0.705904761904762
"2129",32.845467,-117.123894,"San Diego","12",3,"NO2",0.0447826086956522
"2130",32.845467,-117.123894,"San Diego","12",3,"Ozone",0.666071428571429
"2131",32.845467,-117.123894,"San Diego","12",4,"NO2",0.0679310344827586
"2132",32.845467,-117.123894,"San Diego","12",4,"Ozone",0.605481727574751
"2133",32.845467,-117.123894,"San Diego","13",1,"NO2",0.0629113924050633
"2134",32.845467,-117.123894,"San Diego","13",1,"Ozone",0.67989417989418
"2135",32.845467,-117.123894,"San Diego","13",2,"NO2",0.0343835616438356
"2136",32.845467,-117.123894,"San Diego","13",2,"Ozone",0.697180451127819
"2137",32.845467,-117.123894,"San Diego","13",3,"NO2",0.0398630136986301
"2138",32.845467,-117.123894,"San Diego","13",3,"Ozone",0.65969387755102
"2139",32.845467,-117.123894,"San Diego","13",4,"NO2",0.0619318181818182
"2140",32.845467,-117.123894,"San Diego","13",4,"Ozone",0.625162337662338
"2141",32.845467,-117.123894,"San Diego","14",1,"NO2",0.0621951219512195
"2142",32.845467,-117.123894,"San Diego","14",1,"Ozone",0.679327731092437
"2143",32.845467,-117.123894,"San Diego","14",2,"NO2",0.0325925925925926
"2144",32.845467,-117.123894,"San Diego","14",2,"Ozone",0.681122448979592
"2145",32.845467,-117.123894,"San Diego","14",3,"NO2",0.0376543209876543
"2146",32.845467,-117.123894,"San Diego","14",3,"Ozone",0.634253246753247
"2147",32.845467,-117.123894,"San Diego","14",4,"NO2",0.0643333333333333
"2148",32.845467,-117.123894,"San Diego","14",4,"Ozone",0.62968253968254
"2149",32.845467,-117.123894,"San Diego","15",1,"NO2",0.0679012345679012
"2150",32.845467,-117.123894,"San Diego","15",1,"Ozone",0.661008403361344
"2151",32.845467,-117.123894,"San Diego","15",2,"NO2",0.0319318181818182
"2152",32.845467,-117.123894,"San Diego","15",2,"Ozone",0.661538461538462
"2153",32.845467,-117.123894,"San Diego","15",3,"NO2",0.0392592592592593
"2154",32.845467,-117.123894,"San Diego","15",3,"Ozone",0.610551948051948
"2155",32.845467,-117.123894,"San Diego","15",4,"NO2",0.069
"2156",32.845467,-117.123894,"San Diego","15",4,"Ozone",0.618253968253968
"2157",32.845467,-117.123894,"San Diego","16",1,"NO2",0.0784883720930233
"2158",32.845467,-117.123894,"San Diego","16",1,"Ozone",0.635876623376623
"2159",32.845467,-117.123894,"San Diego","16",2,"NO2",0.0327272727272727
"2160",32.845467,-117.123894,"San Diego","16",2,"Ozone",0.640816326530612
"2161",32.845467,-117.123894,"San Diego","16",3,"NO2",0.04
"2162",32.845467,-117.123894,"San Diego","16",3,"Ozone",0.586837881219904
"2163",32.845467,-117.123894,"San Diego","16",4,"NO2",0.0872826086956522
"2164",32.845467,-117.123894,"San Diego","16",4,"Ozone",0.56195652173913
"2165",32.845467,-117.123894,"San Diego","17",1,"NO2",0.106477272727273
"2166",32.845467,-117.123894,"San Diego","17",1,"Ozone",0.555873015873016
"2167",32.845467,-117.123894,"San Diego","17",2,"NO2",0.0343181818181818
"2168",32.845467,-117.123894,"San Diego","17",2,"Ozone",0.613814756671899
"2169",32.845467,-117.123894,"San Diego","17",3,"NO2",0.0448780487804878
"2170",32.845467,-117.123894,"San Diego","17",3,"Ozone",0.548475120385233
"2171",32.845467,-117.123894,"San Diego","17",4,"NO2",0.122173913043478
"2172",32.845467,-117.123894,"San Diego","17",4,"Ozone",0.474223602484472
"2173",32.845467,-117.123894,"San Diego","18",1,"NO2",0.136333333333333
"2174",32.845467,-117.123894,"San Diego","18",1,"Ozone",0.466031746031746
"2175",32.845467,-117.123894,"San Diego","18",2,"NO2",0.0423863636363636
"2176",32.845467,-117.123894,"San Diego","18",2,"Ozone",0.574568288854003
"2177",32.845467,-117.123894,"San Diego","18",3,"NO2",0.0530487804878049
"2178",32.845467,-117.123894,"San Diego","18",3,"Ozone",0.500321027287319
"2179",32.845467,-117.123894,"San Diego","18",4,"NO2",0.145869565217391
"2180",32.845467,-117.123894,"San Diego","18",4,"Ozone",0.403260869565217
"2181",32.845467,-117.123894,"San Diego","19",1,"NO2",0.15561797752809
"2182",32.845467,-117.123894,"San Diego","19",1,"Ozone",0.401746031746032
"2183",32.845467,-117.123894,"San Diego","19",2,"NO2",0.0528409090909091
"2184",32.845467,-117.123894,"San Diego","19",2,"Ozone",0.527629513343799
"2185",32.845467,-117.123894,"San Diego","19",3,"NO2",0.0619512195121951
"2186",32.845467,-117.123894,"San Diego","19",3,"Ozone",0.452006420545746
"2187",32.845467,-117.123894,"San Diego","19",4,"NO2",0.160326086956522
"2188",32.845467,-117.123894,"San Diego","19",4,"Ozone",0.351242236024845
"2189",32.845467,-117.123894,"San Diego","20",1,"NO2",0.159444444444444
"2190",32.845467,-117.123894,"San Diego","20",1,"Ozone",0.355238095238095
"2191",32.845467,-117.123894,"San Diego","20",2,"NO2",0.0617045454545455
"2192",32.845467,-117.123894,"San Diego","20",2,"Ozone",0.500784929356358
"2193",32.845467,-117.123894,"San Diego","20",3,"NO2",0.070609756097561
"2194",32.845467,-117.123894,"San Diego","20",3,"Ozone",0.414606741573034
"2195",32.845467,-117.123894,"San Diego","20",4,"NO2",0.155760869565217
"2196",32.845467,-117.123894,"San Diego","20",4,"Ozone",0.324689440993789
"2197",32.845467,-117.123894,"San Diego","21",1,"NO2",0.154333333333333
"2198",32.845467,-117.123894,"San Diego","21",1,"Ozone",0.331587301587302
"2199",32.845467,-117.123894,"San Diego","21",2,"NO2",0.07125
"2200",32.845467,-117.123894,"San Diego","21",2,"Ozone",0.470643642072213
"2201",32.845467,-117.123894,"San Diego","21",3,"NO2",0.0779518072289157
"2202",32.845467,-117.123894,"San Diego","21",3,"Ozone",0.393579454253612
"2203",32.845467,-117.123894,"San Diego","21",4,"NO2",0.15445652173913
"2204",32.845467,-117.123894,"San Diego","21",4,"Ozone",0.310093167701863
"2205",32.845467,-117.123894,"San Diego","22",1,"NO2",0.142247191011236
"2206",32.845467,-117.123894,"San Diego","22",1,"Ozone",0.335238095238095
"2207",32.845467,-117.123894,"San Diego","22",2,"NO2",0.0771590909090909
"2208",32.845467,-117.123894,"San Diego","22",2,"Ozone",0.438304552590267
"2209",32.845467,-117.123894,"San Diego","22",3,"NO2",0.0806024096385542
"2210",32.845467,-117.123894,"San Diego","22",3,"Ozone",0.376083467094703
"2211",32.845467,-117.123894,"San Diego","22",4,"NO2",0.145108695652174
"2212",32.845467,-117.123894,"San Diego","22",4,"Ozone",0.302018633540373
"2213",32.845467,-117.123894,"San Diego","23",1,"NO2",0.118651685393258
"2214",32.845467,-117.123894,"San Diego","23",1,"Ozone",0.353968253968254
"2215",32.845467,-117.123894,"San Diego","23",2,"NO2",0.0729545454545455
"2216",32.845467,-117.123894,"San Diego","23",2,"Ozone",0.428571428571429
"2217",32.845467,-117.123894,"San Diego","23",3,"NO2",0.0796385542168675
"2218",32.845467,-117.123894,"San Diego","23",3,"Ozone",0.365971107544141
"2219",32.845467,-117.123894,"San Diego","23",4,"NO2",0.124565217391304
"2220",32.845467,-117.123894,"San Diego","23",4,"Ozone",0.309316770186335
"2221",32.952124,-117.264088,"San Diego","00",1,"Ozone",0.416954474097331
"2222",32.952124,-117.264088,"San Diego","00",2,"Ozone",0.497331240188383
"2223",32.952124,-117.264088,"San Diego","00",3,"Ozone",0.444254658385093
"2224",32.952124,-117.264088,"San Diego","00",4,"Ozone",0.382919254658385
"2225",32.952124,-117.264088,"San Diego","01",1,"Ozone",0.413343799058085
"2226",32.952124,-117.264088,"San Diego","01",2,"Ozone",0.491836734693878
"2227",32.952124,-117.264088,"San Diego","01",3,"Ozone",0.432298136645963
"2228",32.952124,-117.264088,"San Diego","01",4,"Ozone",0.370031055900621
"2229",32.952124,-117.264088,"San Diego","02",1,"Ozone",0.412087912087912
"2230",32.952124,-117.264088,"San Diego","02",2,"Ozone",0.47723704866562
"2231",32.952124,-117.264088,"San Diego","02",3,"Ozone",0.426708074534161
"2232",32.952124,-117.264088,"San Diego","02",4,"Ozone",0.36723602484472
"2233",32.952124,-117.264088,"San Diego","03",1,"Ozone",0.401098901098901
"2234",32.952124,-117.264088,"San Diego","03",2,"Ozone",0.464835164835165
"2235",32.952124,-117.264088,"San Diego","03",3,"Ozone",0.416459627329193
"2236",32.952124,-117.264088,"San Diego","03",4,"Ozone",0.36723602484472
"2237",32.952124,-117.264088,"San Diego","04",1,"Ozone",0.390737833594976
"2238",32.952124,-117.264088,"San Diego","04",2,"Ozone",0.451648351648352
"2239",32.952124,-117.264088,"San Diego","04",3,"Ozone",0.403726708074534
"2240",32.952124,-117.264088,"San Diego","04",4,"Ozone",0.354503105590062
"2241",32.952124,-117.264088,"San Diego","05",1,"Ozone",0.368602825745683
"2242",32.952124,-117.264088,"San Diego","05",2,"Ozone",0.416169544740973
"2243",32.952124,-117.264088,"San Diego","05",3,"Ozone",0.376552795031056
"2244",32.952124,-117.264088,"San Diego","05",4,"Ozone",0.32639751552795
"2245",32.952124,-117.264088,"San Diego","06",1,"Ozone",0.321978021978022
"2246",32.952124,-117.264088,"San Diego","06",2,"Ozone",0.403453689167975
"2247",32.952124,-117.264088,"San Diego","06",3,"Ozone",0.37111801242236
"2248",32.952124,-117.264088,"San Diego","06",4,"Ozone",0.289751552795031
"2249",32.952124,-117.264088,"San Diego","07",1,"Ozone",0.291208791208791
"2250",32.952124,-117.264088,"San Diego","07",2,"Ozone",0.44160125588697
"2251",32.952124,-117.264088,"San Diego","07",3,"Ozone",0.397360248447205
"2252",32.952124,-117.264088,"San Diego","07",4,"Ozone",0.271583850931677
"2253",32.952124,-117.264088,"San Diego","08",1,"Ozone",0.311428571428571
"2254",32.952124,-117.264088,"San Diego","08",2,"Ozone",0.500642054574639
"2255",32.952124,-117.264088,"San Diego","08",3,"Ozone",0.454920634920635
"2256",32.952124,-117.264088,"San Diego","08",4,"Ozone",0.293333333333333
"2257",32.952124,-117.264088,"San Diego","09",1,"Ozone",0.392455858747994
"2258",32.952124,-117.264088,"San Diego","09",2,"Ozone",0.548604269293924
"2259",32.952124,-117.264088,"San Diego","09",3,"Ozone",0.506984126984127
"2260",32.952124,-117.264088,"San Diego","09",4,"Ozone",0.374317817014446
"2261",32.952124,-117.264088,"San Diego","10",1,"Ozone",0.483948635634029
"2262",32.952124,-117.264088,"San Diego","10",2,"Ozone",0.585210084033613
"2263",32.952124,-117.264088,"San Diego","10",3,"Ozone",0.534646962233169
"2264",32.952124,-117.264088,"San Diego","10",4,"Ozone",0.457142857142857
"2265",32.952124,-117.264088,"San Diego","11",1,"Ozone",0.542692939244663
"2266",32.952124,-117.264088,"San Diego","11",2,"Ozone",0.603820598006644
"2267",32.952124,-117.264088,"San Diego","11",3,"Ozone",0.557142857142857
"2268",32.952124,-117.264088,"San Diego","11",4,"Ozone",0.507460317460317
"2269",32.952124,-117.264088,"San Diego","12",1,"Ozone",0.591789819376026
"2270",32.952124,-117.264088,"San Diego","12",2,"Ozone",0.605194805194805
