"","Latitude","Longitude","County","Hour","Pollutant","Sample"
"1",32.579361,-116.929486,"San Diego","00","NO2",0.0841274238227147
"2",32.579361,-116.929486,"San Diego","00","Ozone",0.38391881342701
"3",32.579361,-116.929486,"San Diego","01","NO2",0.073419689119171
"4",32.579361,-116.929486,"San Diego","01","Ozone",0.388119533527697
"5",32.579361,-116.929486,"San Diego","02","NO2",0.04
"6",32.579361,-116.929486,"San Diego","02","Ozone",0.44472049689441
"7",32.579361,-116.929486,"San Diego","03","NO2",0.0769109947643979
"8",32.579361,-116.929486,"San Diego","03","Ozone",0.36547619047619
"9",32.579361,-116.929486,"San Diego","04","NO2",0.0788365650969529
"10",32.579361,-116.929486,"San Diego","04","Ozone",0.354215456674473
"11",32.579361,-116.929486,"San Diego","05","NO2",0.0900831024930748
"12",32.579361,-116.929486,"San Diego","05","Ozone",0.336416861826698
"13",32.579361,-116.929486,"San Diego","06","NO2",0.107111111111111
"14",32.579361,-116.929486,"San Diego","06","Ozone",0.325792563600783
"15",32.579361,-116.929486,"San Diego","07","NO2",0.110532212885154
"16",32.579361,-116.929486,"San Diego","07","Ozone",0.357260596546311
"17",32.579361,-116.929486,"San Diego","08","NO2",0.111723163841808
"18",32.579361,-116.929486,"San Diego","08","Ozone",0.421546961325967
"19",32.579361,-116.929486,"San Diego","09","NO2",0.0996541786743516
"20",32.579361,-116.929486,"San Diego","09","Ozone",0.51812725090036
"21",32.579361,-116.929486,"San Diego","10","NO2",0.0840762463343109
"22",32.579361,-116.929486,"San Diego","10","Ozone",0.604653986240388
"23",32.579361,-116.929486,"San Diego","11","NO2",0.0664347826086956
"24",32.579361,-116.929486,"San Diego","11","Ozone",0.662841091492777
"25",32.579361,-116.929486,"San Diego","12","NO2",0.056140350877193
"26",32.579361,-116.929486,"San Diego","12","Ozone",0.687946428571429
"27",32.579361,-116.929486,"San Diego","13","NO2",0.0492238805970149
"28",32.579361,-116.929486,"San Diego","13","Ozone",0.691404011461318
"29",32.579361,-116.929486,"San Diego","14","NO2",0.0460693641618497
"30",32.579361,-116.929486,"San Diego","14","Ozone",0.67853152434158
"31",32.579361,-116.929486,"San Diego","15","NO2",0.0446820809248555
"32",32.579361,-116.929486,"San Diego","15","Ozone",0.654889336016097
"33",32.579361,-116.929486,"San Diego","16","NO2",0.048268156424581
"34",32.579361,-116.929486,"San Diego","16","Ozone",0.614089481946625
"35",32.579361,-116.929486,"San Diego","17","NO2",0.0523480662983425
"36",32.579361,-116.929486,"San Diego","17","Ozone",0.569001956947162
"37",32.579361,-116.929486,"San Diego","18","NO2",0.0634530386740332
"38",32.579361,-116.929486,"San Diego","18","Ozone",0.517252146760343
"39",32.579361,-116.929486,"San Diego","19","NO2",0.0797790055248619
"40",32.579361,-116.929486,"San Diego","19","Ozone",0.4660031225605
"41",32.579361,-116.929486,"San Diego","20","NO2",0.0917403314917127
"42",32.579361,-116.929486,"San Diego","20","Ozone",0.430327868852459
"43",32.579361,-116.929486,"San Diego","21","NO2",0.0938674033149171
"44",32.579361,-116.929486,"San Diego","21","Ozone",0.408626073380172
"45",32.579361,-116.929486,"San Diego","22","NO2",0.0920165745856354
"46",32.579361,-116.929486,"San Diego","22","Ozone",0.397619047619048
"47",32.579361,-116.929486,"San Diego","23","NO2",0.089171270718232
"48",32.579361,-116.929486,"San Diego","23","Ozone",0.386924277907884
"49",32.631231,-117.059075,"San Diego","00","NO2",0.106712328767123
"50",32.631231,-117.059075,"San Diego","00","Ozone",0.29824355971897
"51",32.631231,-117.059075,"San Diego","01","NO2",0.0928947368421053
"52",32.631231,-117.059075,"San Diego","01","Ozone",0.303759398496241
"53",32.631231,-117.059075,"San Diego","02","NO2",0.0670588235294118
"54",32.631231,-117.059075,"San Diego","02","Ozone",0.278571428571429
"55",32.631231,-117.059075,"San Diego","03","NO2",0.088860103626943
"56",32.631231,-117.059075,"San Diego","03","Ozone",0.282235381199112
"57",32.631231,-117.059075,"San Diego","04","NO2",0.0975136612021858
"58",32.631231,-117.059075,"San Diego","04","Ozone",0.27096018735363
"59",32.631231,-117.059075,"San Diego","05","NO2",0.11775956284153
"60",32.631231,-117.059075,"San Diego","05","Ozone",0.246565183450429
"61",32.631231,-117.059075,"San Diego","06","NO2",0.134093406593407
"62",32.631231,-117.059075,"San Diego","06","Ozone",0.239373776908023
"63",32.631231,-117.059075,"San Diego","07","NO2",0.126638888888889
"64",32.631231,-117.059075,"San Diego","07","Ozone",0.282280978689818
"65",32.631231,-117.059075,"San Diego","08","NO2",0.112687861271676
"66",32.631231,-117.059075,"San Diego","08","Ozone",0.356697693241603
"67",32.631231,-117.059075,"San Diego","09","NO2",0.0928486646884273
"68",32.631231,-117.059075,"San Diego","09","Ozone",0.446708074534161
"69",32.631231,-117.059075,"San Diego","10","NO2",0.0706006006006006
"70",32.631231,-117.059075,"San Diego","10","Ozone",0.526383154417836
"71",32.631231,-117.059075,"San Diego","11","NO2",0.0561492537313433
"72",32.631231,-117.059075,"San Diego","11","Ozone",0.573281185673116
"73",32.631231,-117.059075,"San Diego","12","NO2",0.0451304347826087
"74",32.631231,-117.059075,"San Diego","12","Ozone",0.597842897842898
"75",32.631231,-117.059075,"San Diego","13","NO2",0.0383522727272727
"76",32.631231,-117.059075,"San Diego","13","Ozone",0.60360144057623
"77",32.631231,-117.059075,"San Diego","14","NO2",0.0389136490250696
"78",32.631231,-117.059075,"San Diego","14","Ozone",0.59184804115552
"79",32.631231,-117.059075,"San Diego","15","NO2",0.0419452054794521
"80",32.631231,-117.059075,"San Diego","15","Ozone",0.573463796477495
"81",32.631231,-117.059075,"San Diego","16","NO2",0.0522131147540984
"82",32.631231,-117.059075,"San Diego","16","Ozone",0.544067135050742
"83",32.631231,-117.059075,"San Diego","17","NO2",0.0698360655737705
"84",32.631231,-117.059075,"San Diego","17","Ozone",0.498165495706479
"85",32.631231,-117.059075,"San Diego","18","NO2",0.0923770491803279
"86",32.631231,-117.059075,"San Diego","18","Ozone",0.439344262295082
"87",32.631231,-117.059075,"San Diego","19","NO2",0.116010928961749
"88",32.631231,-117.059075,"San Diego","19","Ozone",0.381225604996097
"89",32.631231,-117.059075,"San Diego","20","NO2",0.123606557377049
"90",32.631231,-117.059075,"San Diego","20","Ozone",0.349063231850117
"91",32.631231,-117.059075,"San Diego","21","NO2",0.128387978142077
"92",32.631231,-117.059075,"San Diego","21","Ozone",0.323224043715847
"93",32.631231,-117.059075,"San Diego","22","NO2",0.125218579234973
"94",32.631231,-117.059075,"San Diego","22","Ozone",0.306791569086651
"95",32.631231,-117.059075,"San Diego","23","NO2",0.118306010928962
"96",32.631231,-117.059075,"San Diego","23","Ozone",0.298087431693989
"97",32.676186,-115.484144,"Imperial","00","CO",0.0107295133437991
"98",32.676186,-115.484144,"Imperial","00","NO2",0.103876373626374
"99",32.676186,-115.484144,"Imperial","00","Ozone",0.334411996842936
"100",32.676186,-115.484144,"Imperial","00","SO2",0.00578630136986301
"101",32.676186,-115.484144,"Imperial","01","CO",0.00984105180533752
"102",32.676186,-115.484144,"Imperial","01","NO2",0.0936510989010989
"103",32.676186,-115.484144,"Imperial","01","Ozone",0.326361483820047
"104",32.676186,-115.484144,"Imperial","01","SO2",0.00521643835616438
"105",32.676186,-115.484144,"Imperial","02","CO",0.00975117739403454
"106",32.676186,-115.484144,"Imperial","02","NO2",0.0930164835164835
"107",32.676186,-115.484144,"Imperial","02","Ozone",0.315235457063712
"108",32.676186,-115.484144,"Imperial","02","SO2",0.00505570776255708
"109",32.676186,-115.484144,"Imperial","03","CO",0.00976844583987441
"110",32.676186,-115.484144,"Imperial","03","NO2",0.101895604395604
"111",32.676186,-115.484144,"Imperial","03","Ozone",0.290015785319653
"112",32.676186,-115.484144,"Imperial","03","SO2",0.00474885844748859
"113",32.676186,-115.484144,"Imperial","04","CO",0.0269959183673469
"114",32.676186,-115.484144,"Imperial","04","NO2",0.146333333333333
"115",32.676186,-115.484144,"Imperial","04","Ozone",0.342857142857143
"116",32.676186,-115.484144,"Imperial","04","SO2",0.004
"117",32.676186,-115.484144,"Imperial","05","CO",0.0142805337519623
"118",32.676186,-115.484144,"Imperial","05","NO2",0.153368131868132
"119",32.676186,-115.484144,"Imperial","05","Ozone",0.209905288082084
"120",32.676186,-115.484144,"Imperial","05","SO2",0.00695525114155251
"121",32.676186,-115.484144,"Imperial","06","CO",0.0167450549450549
"122",32.676186,-115.484144,"Imperial","06","NO2",0.171104395604396
"123",32.676186,-115.484144,"Imperial","06","Ozone",0.218124258013455
"124",32.676186,-115.484144,"Imperial","06","SO2",0.00974246575342466
"125",32.676186,-115.484144,"Imperial","07","CO",0.0157789265982636
"126",32.676186,-115.484144,"Imperial","07","NO2",0.165093922651934
"127",32.676186,-115.484144,"Imperial","07","Ozone",0.298050139275766
"128",32.676186,-115.484144,"Imperial","07","SO2",0.0124811753902663
"129",32.676186,-115.484144,"Imperial","08","CO",0.0112511609602519
"130",32.676186,-115.484144,"Imperial","08","NO2",0.129880886426593
"131",32.676186,-115.484144,"Imperial","08","Ozone",0.432380952380952
"132",32.676186,-115.484144,"Imperial","08","SO2",0.0127346189164371
"133",32.676186,-115.484144,"Imperial","09","CO",0.0077190344281757
"134",32.676186,-115.484144,"Imperial","09","NO2",0.0935277777777778
"135",32.676186,-115.484144,"Imperial","09","Ozone",0.553561480302427
"136",32.676186,-115.484144,"Imperial","09","SO2",0.0130444444444444
"137",32.676186,-115.484144,"Imperial","10","CO",0.00606944444444444
"138",32.676186,-115.484144,"Imperial","10","NO2",0.0736406685236769
"139",32.676186,-115.484144,"Imperial","10","Ozone",0.635972940708317
"140",32.676186,-115.484144,"Imperial","10","SO2",0.0131777777777778
"141",32.676186,-115.484144,"Imperial","11","CO",0.00542239165329053
"142",32.676186,-115.484144,"Imperial","11","NO2",0.0616666666666667
"143",32.676186,-115.484144,"Imperial","11","Ozone",0.69161316211878
"144",32.676186,-115.484144,"Imperial","11","SO2",0.0128366013071895
"145",32.676186,-115.484144,"Imperial","12","CO",0.00509131652661064
"146",32.676186,-115.484144,"Imperial","12","NO2",0.0560222222222222
"147",32.676186,-115.484144,"Imperial","12","Ozone",0.719792498004788
"148",32.676186,-115.484144,"Imperial","12","SO2",0.012937037037037
"149",32.676186,-115.484144,"Imperial","13","CO",0.00484972067039106
"150",32.676186,-115.484144,"Imperial","13","NO2",0.0537910863509749
"151",32.676186,-115.484144,"Imperial","13","Ozone",0.723369347739096
"152",32.676186,-115.484144,"Imperial","13","SO2",0.0119962756052142
"153",32.676186,-115.484144,"Imperial","14","CO",0.00482769841269841
"154",32.676186,-115.484144,"Imperial","14","NO2",0.0539526462395543
"155",32.676186,-115.484144,"Imperial","14","Ozone",0.714764565043895
"156",32.676186,-115.484144,"Imperial","14","SO2",0.0106815227483751
"157",32.676186,-115.484144,"Imperial","15","CO",0.00486355362089434
"158",32.676186,-115.484144,"Imperial","15","NO2",0.0544874651810585
"159",32.676186,-115.484144,"Imperial","15","Ozone",0.703711093375898
"160",32.676186,-115.484144,"Imperial","15","SO2",0.0103379501385042
"161",32.676186,-115.484144,"Imperial","16","CO",0.00555472892758211
"162",32.676186,-115.484144,"Imperial","16","NO2",0.0719113573407202
"163",32.676186,-115.484144,"Imperial","16","Ozone",0.648730158730159
"164",32.676186,-115.484144,"Imperial","16","SO2",0.00917539026629936
"165",32.676186,-115.484144,"Imperial","17","CO",0.00761033938437253
"166",32.676186,-115.484144,"Imperial","17","NO2",0.123611570247934
"167",32.676186,-115.484144,"Imperial","17","Ozone",0.520656905421448
"168",32.676186,-115.484144,"Imperial","17","SO2",0.00832234432234432
"169",32.676186,-115.484144,"Imperial","18","CO",0.0112458874458874
"170",32.676186,-115.484144,"Imperial","18","NO2",0.174126721763085
"171",32.676186,-115.484144,"Imperial","18","Ozone",0.395343330702447
"172",32.676186,-115.484144,"Imperial","18","SO2",0.0081351598173516
"173",32.676186,-115.484144,"Imperial","19","CO",0.0138631868131868
"174",32.676186,-115.484144,"Imperial","19","NO2",0.193837912087912
"175",32.676186,-115.484144,"Imperial","19","Ozone",0.331689029202841
"176",32.676186,-115.484144,"Imperial","19","SO2",0.00944657534246575
"177",32.676186,-115.484144,"Imperial","20","CO",0.0147131018153118
"178",32.676186,-115.484144,"Imperial","20","NO2",0.182426997245179
"179",32.676186,-115.484144,"Imperial","20","Ozone",0.324112075769534
"180",32.676186,-115.484144,"Imperial","20","SO2",0.00985347985347985
"181",32.676186,-115.484144,"Imperial","21","CO",0.0144766627312082
"182",32.676186,-115.484144,"Imperial","21","NO2",0.168953168044077
"183",32.676186,-115.484144,"Imperial","21","Ozone",0.318361693707954
"184",32.676186,-115.484144,"Imperial","21","SO2",0.0090989010989011
"185",32.676186,-115.484144,"Imperial","22","CO",0.0132766091051805
"186",32.676186,-115.484144,"Imperial","22","NO2",0.14443956043956
"187",32.676186,-115.484144,"Imperial","22","Ozone",0.32423046566693
"188",32.676186,-115.484144,"Imperial","22","SO2",0.00781004566210046
"189",32.676186,-115.484144,"Imperial","23","CO",0.01196852433281
"190",32.676186,-115.484144,"Imperial","23","NO2",0.120942307692308
"191",32.676186,-115.484144,"Imperial","23","Ozone",0.331412786108919
"192",32.676186,-115.484144,"Imperial","23","SO2",0.00667762557077626
"193",32.701492,-117.149653,"San Diego","00","CO",0.0102013422818792
"194",32.701492,-117.149653,"San Diego","00","NO2",0.132785234899329
"195",32.701492,-117.149653,"San Diego","00","Ozone",0.325790987535954
"196",32.701492,-117.149653,"San Diego","01","CO",0.00903828197945845
"197",32.701492,-117.149653,"San Diego","01","NO2",0.123921568627451
"198",32.701492,-117.149653,"San Diego","01","Ozone",0.32296918767507
"199",32.701492,-117.149653,"San Diego","02","CO",0.00693877551020408
"200",32.701492,-117.149653,"San Diego","02","NO2",0.112857142857143
"201",32.701492,-117.149653,"San Diego","02","Ozone",0.279591836734694
"202",32.701492,-117.149653,"San Diego","03","CO",0.00787593984962406
"203",32.701492,-117.149653,"San Diego","03","NO2",0.120328947368421
"204",32.701492,-117.149653,"San Diego","03","Ozone",0.282424812030075
"205",32.701492,-117.149653,"San Diego","04","CO",0.00921052631578947
"206",32.701492,-117.149653,"San Diego","04","NO2",0.136329966329966
"207",32.701492,-117.149653,"San Diego","04","Ozone",0.265416065416065
"208",32.701492,-117.149653,"San Diego","05","CO",0.0113419913419913
"209",32.701492,-117.149653,"San Diego","05","NO2",0.154882154882155
"210",32.701492,-117.149653,"San Diego","05","Ozone",0.243193843193843
"211",32.701492,-117.149653,"San Diego","06","CO",0.013030888030888
"212",32.701492,-117.149653,"San Diego","06","NO2",0.168847457627119
"213",32.701492,-117.149653,"San Diego","06","Ozone",0.241119691119691
"214",32.701492,-117.149653,"San Diego","07","CO",0.0127992277992278
"215",32.701492,-117.149653,"San Diego","07","NO2",0.171224489795918
"216",32.701492,-117.149653,"San Diego","07","Ozone",0.278014527845036
"217",32.701492,-117.149653,"San Diego","08","CO",0.0102566585956416
"218",32.701492,-117.149653,"San Diego","08","NO2",0.161058020477816
"219",32.701492,-117.149653,"San Diego","08","Ozone",0.340233236151603
"220",32.701492,-117.149653,"San Diego","09","CO",0.00826065162907268
"221",32.701492,-117.149653,"San Diego","09","NO2",0.148510638297872
"222",32.701492,-117.149653,"San Diego","09","Ozone",0.408671679197995
"223",32.701492,-117.149653,"San Diego","10","CO",0.00674819344080045
"224",32.701492,-117.149653,"San Diego","10","NO2",0.11988679245283
"225",32.701492,-117.149653,"San Diego","10","Ozone",0.483430695698354
"226",32.701492,-117.149653,"San Diego","11","CO",0.00552529182879377
"227",32.701492,-117.149653,"San Diego","11","NO2",0.0896511627906977
"228",32.701492,-117.149653,"San Diego","11","Ozone",0.542250413678985
"229",32.701492,-117.149653,"San Diego","12","CO",0.00516522623284189
"230",32.701492,-117.149653,"San Diego","12","NO2",0.0798939929328622
"231",32.701492,-117.149653,"San Diego","12","Ozone",0.570212765957447
"232",32.701492,-117.149653,"San Diego","13","CO",0.00505645557191949
"233",32.701492,-117.149653,"San Diego","13","NO2",0.0743686006825939
"234",32.701492,-117.149653,"San Diego","13","Ozone",0.567137981472452
"235",32.701492,-117.149653,"San Diego","14","CO",0.00501718213058419
"236",32.701492,-117.149653,"San Diego","14","NO2",0.0722789115646258
"237",32.701492,-117.149653,"San Diego","14","Ozone",0.560555826426134
"238",32.701492,-117.149653,"San Diego","15","CO",0.00501457725947522
"239",32.701492,-117.149653,"San Diego","15","NO2",0.075864406779661
"240",32.701492,-117.149653,"San Diego","15","Ozone",0.546973365617433
"241",32.701492,-117.149653,"San Diego","16","CO",0.00489382239382239
"242",32.701492,-117.149653,"San Diego","16","NO2",0.0771380471380471
"243",32.701492,-117.149653,"San Diego","16","Ozone",0.531842231842232
"244",32.701492,-117.149653,"San Diego","17","CO",0.00496392496392496
"245",32.701492,-117.149653,"San Diego","17","NO2",0.0817171717171717
"246",32.701492,-117.149653,"San Diego","17","Ozone",0.509523809523809
"247",32.701492,-117.149653,"San Diego","18","CO",0.00557960557960558
"248",32.701492,-117.149653,"San Diego","18","NO2",0.0928282828282828
"249",32.701492,-117.149653,"San Diego","18","Ozone",0.47955747955748
"250",32.701492,-117.149653,"San Diego","19","CO",0.00655122655122655
"251",32.701492,-117.149653,"San Diego","19","NO2",0.102121212121212
"252",32.701492,-117.149653,"San Diego","19","Ozone",0.44983164983165
"253",32.701492,-117.149653,"San Diego","20","CO",0.00809042809042809
"254",32.701492,-117.149653,"San Diego","20","NO2",0.116262626262626
"255",32.701492,-117.149653,"San Diego","20","Ozone",0.421115921115921
"256",32.701492,-117.149653,"San Diego","21","CO",0.0091967291967292
"257",32.701492,-117.149653,"San Diego","21","NO2",0.125959595959596
"258",32.701492,-117.149653,"San Diego","21","Ozone",0.392400192400192
"259",32.701492,-117.149653,"San Diego","22","CO",0.0102164502164502
"260",32.701492,-117.149653,"San Diego","22","NO2",0.134949494949495
"261",32.701492,-117.149653,"San Diego","22","Ozone",0.363588263588264
"262",32.701492,-117.149653,"San Diego","23","CO",0.0104088504088504
"263",32.701492,-117.149653,"San Diego","23","NO2",0.135454545454545
"264",32.701492,-117.149653,"San Diego","23","Ozone",0.343626743626744
"265",32.725226,-116.365203,"San Diego","00","Ozone",0.678591214879303
"266",32.725226,-116.365203,"San Diego","01","Ozone",0.674861878453039
"267",32.725226,-116.365203,"San Diego","02","Ozone",0.670402525651144
"268",32.725226,-116.365203,"San Diego","03","Ozone",0.666732438831886
"269",32.725226,-116.365203,"San Diego","04","Ozone",0.662168579343094
"270",32.725226,-116.365203,"San Diego","05","Ozone",0.660357142857143
"271",32.725226,-116.365203,"San Diego","06","Ozone",0.662089434111595
"272",32.725226,-116.365203,"San Diego","07","Ozone",0.656587301587301
"273",32.725226,-116.365203,"San Diego","08","Ozone",0.653531746031746
"274",32.725226,-116.365203,"San Diego","09","Ozone",0.654988028731045
"275",32.725226,-116.365203,"San Diego","10","Ozone",0.658339984038308
"276",32.725226,-116.365203,"San Diego","11","Ozone",0.671146085552865
"277",32.725226,-116.365203,"San Diego","12","Ozone",0.688732394366197
"278",32.725226,-116.365203,"San Diego","13","Ozone",0.706322529011605
"279",32.725226,-116.365203,"San Diego","14","Ozone",0.724558587479936
"280",32.725226,-116.365203,"San Diego","15","Ozone",0.748103309120258
"281",32.725226,-116.365203,"San Diego","16","Ozone",0.761851106639839
"282",32.725226,-116.365203,"San Diego","17","Ozone",0.754451919271864
"283",32.725226,-116.365203,"San Diego","18","Ozone",0.736525524337159
"284",32.725226,-116.365203,"San Diego","19","Ozone",0.71187178472497
"285",32.725226,-116.365203,"San Diego","20","Ozone",0.690977443609022
"286",32.725226,-116.365203,"San Diego","21","Ozone",0.680609418282548
"287",32.725226,-116.365203,"San Diego","22","Ozone",0.679382667194302
"288",32.725226,-116.365203,"San Diego","23","Ozone",0.679699248120301
"289",32.789561,-116.944222,"San Diego","00","CO",0.0100851612903226
"290",32.789561,-116.944222,"San Diego","00","NO2",0.118867924528302
"291",32.789561,-116.944222,"San Diego","00","Ozone",0.236459246275197
"292",32.789561,-116.944222,"San Diego","00","SO2",0.000464516129032258
"293",32.789561,-116.944222,"San Diego","01","CO",0.0096249547920434
"294",32.789561,-116.944222,"San Diego","01","NO2",0.113827160493827
"295",32.789561,-116.944222,"San Diego","01","Ozone",0.221858864027539
"296",32.789561,-116.944222,"San Diego","01","SO2",0.000354430379746835
"297",32.789561,-116.944222,"San Diego","02","CO",0.00744489795918367
"298",32.789561,-116.944222,"San Diego","02","NO2",0.155714285714286
"299",32.789561,-116.944222,"San Diego","02","Ozone",0.136734693877551
"300",32.789561,-116.944222,"San Diego","02","SO2",0.000380952380952381
"301",32.789561,-116.944222,"San Diego","03","CO",0.00777142857142857
"302",32.789561,-116.944222,"San Diego","03","NO2",0.161428571428571
"303",32.789561,-116.944222,"San Diego","03","Ozone",0.116326530612245
"304",32.789561,-116.944222,"San Diego","03","SO2",0.000571428571428571
"305",32.789561,-116.944222,"San Diego","04","CO",0.00939303135888502
"306",32.789561,-116.944222,"San Diego","04","NO2",0.117349397590361
"307",32.789561,-116.944222,"San Diego","04","Ozone",0.170431893687708
"308",32.789561,-116.944222,"San Diego","04","SO2",0.000357723577235772
"309",32.789561,-116.944222,"San Diego","05","CO",0.0106405529953917
"310",32.789561,-116.944222,"San Diego","05","NO2",0.117594936708861
"311",32.789561,-116.944222,"San Diego","05","Ozone",0.168886941279579
"312",32.789561,-116.944222,"San Diego","05","SO2",0.000559139784946237
"313",32.789561,-116.944222,"San Diego","06","CO",0.0128160368663594
"314",32.789561,-116.944222,"San Diego","06","NO2",0.123924050632911
"315",32.789561,-116.944222,"San Diego","06","Ozone",0.177826468010517
"316",32.789561,-116.944222,"San Diego","06","SO2",0.000886021505376344
"317",32.789561,-116.944222,"San Diego","07","CO",0.0139050092764378
"318",32.789561,-116.944222,"San Diego","07","NO2",0.130949367088608
"319",32.789561,-116.944222,"San Diego","07","Ozone",0.227519719544259
"320",32.789561,-116.944222,"San Diego","07","SO2",0.00123010752688172
"321",32.789561,-116.944222,"San Diego","08","CO",0.0129759398496241
"322",32.789561,-116.944222,"San Diego","08","NO2",0.136858974358974
"323",32.789561,-116.944222,"San Diego","08","Ozone",0.314818101153505
"324",32.789561,-116.944222,"San Diego","08","SO2",0.0013681917211329
"325",32.789561,-116.944222,"San Diego","09","CO",0.010984236453202
"326",32.789561,-116.944222,"San Diego","09","NO2",0.126959459459459
"327",32.789561,-116.944222,"San Diego","09","Ozone",0.438775510204082
"328",32.789561,-116.944222,"San Diego","09","SO2",0.00135159817351598
"329",32.789561,-116.944222,"San Diego","10","CO",0.00899614994934144
"330",32.789561,-116.944222,"San Diego","10","NO2",0.0991666666666667
"331",32.789561,-116.944222,"San Diego","10","Ozone",0.577895752895753
"332",32.789561,-116.944222,"San Diego","10","SO2",0.00130455635491607
"333",32.789561,-116.944222,"San Diego","11","CO",0.00734220779220779
"334",32.789561,-116.944222,"San Diego","11","NO2",0.0794202898550725
"335",32.789561,-116.944222,"San Diego","11","Ozone",0.673214285714286
"336",32.789561,-116.944222,"San Diego","11","SO2",0.00151243781094527
"337",32.789561,-116.944222,"San Diego","12","CO",0.00670490405117271
"338",32.789561,-116.944222,"San Diego","12","NO2",0.0667407407407407
"339",32.789561,-116.944222,"San Diego","12","Ozone",0.71661600810537
"340",32.789561,-116.944222,"San Diego","12","SO2",0.00147368421052632
"341",32.789561,-116.944222,"San Diego","13","CO",0.00614056308654849
"342",32.789561,-116.944222,"San Diego","13","NO2",0.0572463768115942
"343",32.789561,-116.944222,"San Diego","13","Ozone",0.715178571428571
"344",32.789561,-116.944222,"San Diego","13","SO2",0.00143137254901961
"345",32.789561,-116.944222,"San Diego","14","CO",0.00625753694581281
"346",32.789561,-116.944222,"San Diego","14","NO2",0.059527027027027
"347",32.789561,-116.944222,"San Diego","14","Ozone",0.699907235621521
"348",32.789561,-116.944222,"San Diego","14","SO2",0.00149885057471264
"349",32.789561,-116.944222,"San Diego","15","CO",0.00637332071901608
"350",32.789561,-116.944222,"San Diego","15","NO2",0.0618709677419355
"351",32.789561,-116.944222,"San Diego","15","Ozone",0.662533692722372
"352",32.789561,-116.944222,"San Diego","15","SO2",0.00143859649122807
"353",32.789561,-116.944222,"San Diego","16","CO",0.00689350649350649
"354",32.789561,-116.944222,"San Diego","16","NO2",0.0780503144654088
"355",32.789561,-116.944222,"San Diego","16","Ozone",0.603856266432954
"356",32.789561,-116.944222,"San Diego","16","SO2",0.00131612903225806
"357",32.789561,-116.944222,"San Diego","17","CO",0.00824157509157509
"358",32.789561,-116.944222,"San Diego","17","NO2",0.1048125
"359",32.789561,-116.944222,"San Diego","17","Ozone",0.515940766550523
"360",32.789561,-116.944222,"San Diego","17","SO2",0.00126495726495727
"361",32.789561,-116.944222,"San Diego","18","CO",0.00952967032967033
"362",32.789561,-116.944222,"San Diego","18","NO2",0.129
"363",32.789561,-116.944222,"San Diego","18","Ozone",0.431881533101045
"364",32.789561,-116.944222,"San Diego","18","SO2",0.00135042735042735
"365",32.789561,-116.944222,"San Diego","19","CO",0.0105093406593407
"366",32.789561,-116.944222,"San Diego","19","NO2",0.142625
"367",32.789561,-116.944222,"San Diego","19","Ozone",0.361933797909408
"368",32.789561,-116.944222,"San Diego","19","SO2",0.00125641025641026
"369",32.789561,-116.944222,"San Diego","20","CO",0.0108283882783883
"370",32.789561,-116.944222,"San Diego","20","NO2",0.14275
"371",32.789561,-116.944222,"San Diego","20","Ozone",0.317421602787456
"372",32.789561,-116.944222,"San Diego","20","SO2",0.00111965811965812
"373",32.789561,-116.944222,"San Diego","21","CO",0.0112205128205128
"374",32.789561,-116.944222,"San Diego","21","NO2",0.144625
"375",32.789561,-116.944222,"San Diego","21","Ozone",0.277961672473868
"376",32.789561,-116.944222,"San Diego","21","SO2",0.000982905982905983
"377",32.789561,-116.944222,"San Diego","22","CO",0.0109690476190476
"378",32.789561,-116.944222,"San Diego","22","NO2",0.1360625
"379",32.789561,-116.944222,"San Diego","22","Ozone",0.262456445993031
"380",32.789561,-116.944222,"San Diego","22","SO2",0.000803418803418804
"381",32.789561,-116.944222,"San Diego","23","CO",0.0103639194139194
"382",32.789561,-116.944222,"San Diego","23","NO2",0.1263125
"383",32.789561,-116.944222,"San Diego","23","Ozone",0.25287456445993
"384",32.789561,-116.944222,"San Diego","23","SO2",0.000615384615384616
"385",32.79222,-115.56306,"Imperial","00","CO",0.00203252032520325
"386",32.79222,-115.56306,"Imperial","00","NO2",0.0413068493150685
"387",32.79222,-115.56306,"Imperial","00","Ozone",0.387477203647416
"388",32.79222,-115.56306,"Imperial","01","CO",0.00186991869918699
"389",32.79222,-115.56306,"Imperial","01","NO2",0.0334493150684931
"390",32.79222,-115.56306,"Imperial","01","Ozone",0.381762917933131
"391",32.79222,-115.56306,"Imperial","02","CO",0.00173054587688734
"392",32.79222,-115.56306,"Imperial","02","NO2",0.0293780821917808
"393",32.79222,-115.56306,"Imperial","02","Ozone",0.367720364741641
"394",32.79222,-115.56306,"Imperial","03","CO",0.00198606271777004
"395",32.79222,-115.56306,"Imperial","03","NO2",0.0311698630136986
"396",32.79222,-115.56306,"Imperial","03","Ozone",0.351367781155015
"397",32.79222,-115.56306,"Imperial","04","CO",0.00285714285714286
"398",32.79222,-115.56306,"Imperial","04","NO2",0.016
"399",32.79222,-115.56306,"Imperial","04","Ozone",0.142857142857143
"400",32.79222,-115.56306,"Imperial","05","CO",0.00481997677119628
"401",32.79222,-115.56306,"Imperial","05","NO2",0.0647945205479452
"402",32.79222,-115.56306,"Imperial","05","Ozone",0.270881458966565
"403",32.79222,-115.56306,"Imperial","06","CO",0.00457607433217189
"404",32.79222,-115.56306,"Imperial","06","NO2",0.0777643835616438
