County,Month,Weekend_day,Pollutant,Sample,Latitude,Longitude
San Diego,11,weekday,CO,0.016105042,32.985442,-117.08218
San Diego,11,weekday,NO2,0.141583154,32.631231,-117.059075
San Diego,11,weekday,Ozone,0.454969653,32.631231,-117.059075
San Diego,11,weekday,SO2,0.001357911,32.789561,-116.944222
San Diego,11,weekend,CO,0.014205333,32.985442,-117.08218
San Diego,11,weekend,NO2,0.116199134,32.631231,-117.059075
San Diego,11,weekend,Ozone,0.497809641,32.631231,-117.059075
San Diego,11,weekend,SO2,0.001380952,32.789561,-116.944222
San Diego,12,weekday,CO,0.015936588,32.985442,-117.08218
San Diego,12,weekday,NO2,0.132702454,32.631231,-117.059075
San Diego,12,weekday,Ozone,0.355447322,32.631231,-117.059075
San Diego,12,weekday,SO2,0.001370456,32.789561,-116.944222
San Diego,12,weekend,CO,0.013598471,32.985442,-117.08218
San Diego,12,weekend,NO2,0.083875181,32.631231,-117.059075
San Diego,12,weekend,Ozone,0.434612379,32.631231,-117.059075
San Diego,12,weekend,SO2,0.000797178,32.789561,-116.944222
Santa Barbara,1,weekday,CO,0.006789164,34.427775,-119.691218
Santa Barbara,1,weekday,NO2,0.036907122,34.46245,-120.02551
Santa Barbara,1,weekday,Ozone,0.383620993,34.46245,-120.02551
Santa Barbara,1,weekday,SO2,0.002249053,34.46245,-120.02551
Santa Barbara,1,weekend,CO,0.006038935,34.427775,-119.691218
Santa Barbara,1,weekend,NO2,0.025226354,34.46245,-120.02551
Santa Barbara,1,weekend,Ozone,0.416666667,34.46245,-120.02551
Santa Barbara,1,weekend,SO2,0.001817298,34.46245,-120.02551
Santa Barbara,2,weekday,CO,0.005907014,34.427775,-119.691218
Santa Barbara,2,weekday,NO2,0.04244721,34.46245,-120.02551
Santa Barbara,2,weekday,Ozone,0.460983349,34.46245,-120.02551
Santa Barbara,2,weekday,SO2,0.005173636,34.46245,-120.02551
Santa Barbara,2,weekend,CO,0.005470251,34.427775,-119.691218
Santa Barbara,2,weekend,NO2,0.03021203,34.46245,-120.02551
Santa Barbara,2,weekend,Ozone,0.446433475,34.46245,-120.02551
Santa Barbara,2,weekend,SO2,0.004311153,34.46245,-120.02551
Santa Barbara,3,weekday,CO,0.005575173,34.427775,-119.691218
Santa Barbara,3,weekday,NO2,0.02393425,34.46245,-120.02551
Santa Barbara,3,weekday,Ozone,0.465434084,34.46245,-120.02551
Santa Barbara,3,weekday,SO2,0.002862626,34.46245,-120.02551
Santa Barbara,3,weekend,CO,0.005320238,34.427775,-119.691218
Santa Barbara,3,weekend,NO2,0.015851947,34.46245,-120.02551
Santa Barbara,3,weekend,Ozone,0.442566003,34.46245,-120.02551
Santa Barbara,3,weekend,SO2,0.002701525,34.46245,-120.02551
Santa Barbara,4,weekday,CO,0.004646677,34.427775,-119.691218
Santa Barbara,4,weekday,NO2,0.024484618,34.46245,-120.02551
Santa Barbara,4,weekday,Ozone,0.527329193,34.46245,-120.02551
Santa Barbara,4,weekday,SO2,0.003406824,34.46245,-120.02551
Santa Barbara,4,weekend,CO,0.004681965,34.427775,-119.691218
Santa Barbara,4,weekend,NO2,0.017967886,34.46245,-120.02551
Santa Barbara,4,weekend,Ozone,0.507706995,34.46245,-120.02551
Santa Barbara,4,weekend,SO2,0.003384338,34.46245,-120.02551
Santa Barbara,5,weekday,CO,0.004410434,34.427775,-119.691218
Santa Barbara,5,weekday,NO2,0.014738453,34.46245,-120.02551
Santa Barbara,5,weekday,Ozone,0.444051843,34.46245,-120.02551
Santa Barbara,5,weekday,SO2,0.003382925,34.46245,-120.02551
Santa Barbara,5,weekend,CO,0.004287029,34.427775,-119.691218
Santa Barbara,5,weekend,NO2,0.012171199,34.46245,-120.02551
Santa Barbara,5,weekend,Ozone,0.460737743,34.46245,-120.02551
Santa Barbara,5,weekend,SO2,0.003437996,34.46245,-120.02551
Santa Barbara,6,weekday,CO,0.005843728,34.427775,-119.691218
Santa Barbara,6,weekday,NO2,0.020737333,34.46245,-120.02551
Santa Barbara,6,weekday,Ozone,0.418639664,34.46245,-120.02551
Santa Barbara,6,weekday,SO2,0.004586895,34.46245,-120.02551
Santa Barbara,6,weekend,CO,0.005270445,34.427775,-119.691218
Santa Barbara,6,weekend,NO2,0.017332486,34.46245,-120.02551
Santa Barbara,6,weekend,Ozone,0.419515364,34.46245,-120.02551
Santa Barbara,6,weekend,SO2,0.004716981,34.46245,-120.02551
Santa Barbara,7,weekday,CO,0.004002019,34.427775,-119.691218
Santa Barbara,7,weekday,NO2,0.017330494,34.46245,-120.02551
Santa Barbara,7,weekday,Ozone,0.372269498,34.46245,-120.02551
Santa Barbara,7,weekday,SO2,0.00365599,34.46245,-120.02551
Santa Barbara,7,weekend,CO,0.003893685,34.427775,-119.691218
Santa Barbara,7,weekend,NO2,0.013541258,34.46245,-120.02551
Santa Barbara,7,weekend,Ozone,0.403262338,34.46245,-120.02551
Santa Barbara,7,weekend,SO2,0.00367416,34.46245,-120.02551
Santa Barbara,8,weekday,CO,0.003956804,34.427775,-119.691218
Santa Barbara,8,weekday,NO2,0.017453817,34.46245,-120.02551
Santa Barbara,8,weekday,Ozone,0.383386417,34.46245,-120.02551
Santa Barbara,8,weekday,SO2,0.002654259,34.46245,-120.02551
Santa Barbara,8,weekend,CO,0.004077603,34.427775,-119.691218
Santa Barbara,8,weekend,NO2,0.013739487,34.46245,-120.02551
Santa Barbara,8,weekend,Ozone,0.385903803,34.46245,-120.02551
Santa Barbara,8,weekend,SO2,0.002171113,34.46245,-120.02551
Santa Barbara,9,weekday,CO,0.004915305,34.427775,-119.691218
Santa Barbara,9,weekday,NO2,0.027264135,34.46245,-120.02551
Santa Barbara,9,weekday,Ozone,0.449396735,34.46245,-120.02551
Santa Barbara,9,weekday,SO2,0.002618237,34.46245,-120.02551
Santa Barbara,9,weekend,CO,0.004825175,34.427775,-119.691218
Santa Barbara,9,weekend,NO2,0.021524293,34.46245,-120.02551
Santa Barbara,9,weekend,Ozone,0.450657236,34.46245,-120.02551
Santa Barbara,9,weekend,SO2,0.002173218,34.46245,-120.02551
Santa Barbara,10,weekday,CO,0.004937492,34.427775,-119.691218
Santa Barbara,10,weekday,NO2,0.036455509,34.46245,-120.02551
Santa Barbara,10,weekday,Ozone,0.431336489,34.46245,-120.02551
Santa Barbara,10,weekday,SO2,0.000541605,34.46245,-120.02551
Santa Barbara,10,weekend,CO,0.004964639,34.427775,-119.691218
Santa Barbara,10,weekend,NO2,0.026745602,34.46245,-120.02551
Santa Barbara,10,weekend,Ozone,0.422014488,34.46245,-120.02551
Santa Barbara,10,weekend,SO2,0.00049975,34.46245,-120.02551
Santa Barbara,11,weekday,CO,0.007098198,34.427775,-119.691218
Santa Barbara,11,weekday,NO2,0.044475612,34.46245,-120.02551
Santa Barbara,11,weekday,Ozone,0.422459763,34.46245,-120.02551
Santa Barbara,11,weekday,SO2,4.10E-05,34.46245,-120.02551
Santa Barbara,11,weekend,CO,0.007134394,34.427775,-119.691218
Santa Barbara,11,weekend,NO2,0.035066161,34.46245,-120.02551
Santa Barbara,11,weekend,Ozone,0.458194805,34.46245,-120.02551
Santa Barbara,11,weekend,SO2,2.49E-05,34.46245,-120.02551
Santa Barbara,12,weekday,CO,0.007183521,34.427775,-119.691218
Santa Barbara,12,weekday,NO2,0.043246116,34.46245,-120.02551
Santa Barbara,12,weekday,Ozone,0.341791228,34.46245,-120.02551
Santa Barbara,12,weekday,SO2,0.000104522,34.46245,-120.02551
Santa Barbara,12,weekend,CO,0.006386542,34.427775,-119.691218
Santa Barbara,12,weekend,NO2,0.030839056,34.46245,-120.02551
Santa Barbara,12,weekend,Ozone,0.372521835,34.46245,-120.02551
Santa Barbara,12,weekend,SO2,7.82E-05,34.46245,-120.02551
Solano,1,weekday,CO,0.016656787,38.102507,-122.237976
Solano,1,weekday,NO2,0.12343361,38.102507,-122.237976
Solano,1,weekday,Ozone,0.237408706,38.102507,-122.237976
Solano,1,weekday,SO2,0.007971077,38.102507,-122.237976
Solano,1,weekend,CO,0.012285714,38.102507,-122.237976
Solano,1,weekend,NO2,0.060926087,38.102507,-122.237976
Solano,1,weekend,Ozone,0.335379939,38.102507,-122.237976
Solano,1,weekend,SO2,0.005521212,38.102507,-122.237976
Solano,2,weekday,CO,0.015795489,38.102507,-122.237976
Solano,2,weekday,NO2,0.132856842,38.102507,-122.237976
Solano,2,weekday,Ozone,0.265971606,38.102507,-122.237976
Solano,2,weekday,SO2,0.010238828,38.102507,-122.237976
Solano,2,weekend,CO,0.016677019,38.102507,-122.237976
Solano,2,weekend,NO2,0.108565217,38.102507,-122.237976
Solano,2,weekend,Ozone,0.239513678,38.102507,-122.237976
Solano,2,weekend,SO2,0.009363636,38.102507,-122.237976
Solano,3,weekday,CO,0.009739512,38.102507,-122.237976
Solano,3,weekday,NO2,0.064975048,38.102507,-122.237976
Solano,3,weekday,Ozone,0.346781347,38.102507,-122.237976
Solano,3,weekday,SO2,0.008781794,38.102507,-122.237976
Solano,3,weekend,CO,0.007515528,38.102507,-122.237976
Solano,3,weekend,NO2,0.037798913,38.102507,-122.237976
Solano,3,weekend,Ozone,0.416109422,38.102507,-122.237976
Solano,3,weekend,SO2,0.007181818,38.102507,-122.237976
Solano,4,weekday,CO,0.007702381,38.102507,-122.237976
Solano,4,weekday,NO2,0.052935417,38.102507,-122.237976
Solano,4,weekday,Ozone,0.493058419,38.102507,-122.237976
Solano,4,weekday,SO2,0.008580973,38.102507,-122.237976
Solano,4,weekend,CO,0.007867495,38.102507,-122.237976
Solano,4,weekend,NO2,0.04468599,38.102507,-122.237976
Solano,4,weekend,Ozone,0.463424036,38.102507,-122.237976
Solano,4,weekend,SO2,0.00776431,38.102507,-122.237976
Solano,5,weekday,CO,0.007720609,38.102507,-122.237976
Solano,5,weekday,NO2,0.040503018,38.102507,-122.237976
Solano,5,weekday,Ozone,0.435502401,38.102507,-122.237976
Solano,5,weekday,SO2,0.008033613,38.102507,-122.237976
Solano,5,weekend,CO,0.007619048,38.102507,-122.237976
Solano,5,weekend,NO2,0.030507246,38.102507,-122.237976
Solano,5,weekend,Ozone,0.445034014,38.102507,-122.237976
Solano,5,weekend,SO2,0.008175084,38.102507,-122.237976
Solano,6,weekday,CO,0.007891429,38.102507,-122.237976
Solano,6,weekday,NO2,0.041815631,38.102507,-122.237976
Solano,6,weekday,Ozone,0.426326665,38.102507,-122.237976
Solano,6,weekday,SO2,0.009179916,38.102507,-122.237976
Solano,6,weekend,CO,0.007865546,38.102507,-122.237976
Solano,6,weekend,NO2,0.041543478,38.102507,-122.237976
Solano,6,weekend,Ozone,0.482387114,38.102507,-122.237976
Solano,6,weekend,SO2,0.009711934,38.102507,-122.237976
Solano,7,weekday,CO,0.007417924,38.102507,-122.237976
Solano,7,weekday,NO2,0.041606625,38.102507,-122.237976
Solano,7,weekday,Ozone,0.372059113,38.102507,-122.237976
Solano,7,weekday,SO2,0.008502165,38.102507,-122.237976
Solano,7,weekend,CO,0.007068323,38.102507,-122.237976
Solano,7,weekend,NO2,0.025069565,38.102507,-122.237976
Solano,7,weekend,Ozone,0.356938776,38.102507,-122.237976
Solano,7,weekend,SO2,0.007660606,38.102507,-122.237976
Solano,8,weekday,CO,0.007101248,38.102507,-122.237976
Solano,8,weekday,NO2,0.029706564,38.102507,-122.237976
Solano,8,weekday,Ozone,0.36557377,38.102507,-122.237976
Solano,8,weekday,SO2,0.007843771,38.102507,-122.237976
Solano,8,weekend,CO,0.007051282,38.102507,-122.237976
Solano,8,weekend,NO2,0.019933333,38.102507,-122.237976
Solano,8,weekend,Ozone,0.419790548,38.102507,-122.237976
Solano,8,weekend,SO2,0.007400447,38.102507,-122.237976
Solano,9,weekday,CO,0.008916549,38.102507,-122.237976
Solano,9,weekday,NO2,0.061057426,38.102507,-122.237976
Solano,9,weekday,Ozone,0.410292059,38.102507,-122.237976
Solano,9,weekday,SO2,0.011003451,38.102507,-122.237976
Solano,9,weekend,CO,0.009021739,38.102507,-122.237976
Solano,9,weekend,NO2,0.054190217,38.102507,-122.237976
Solano,9,weekend,Ozone,0.400357143,38.102507,-122.237976
Solano,9,weekend,SO2,0.011878788,38.102507,-122.237976
Solano,10,weekday,CO,0.011308775,38.102507,-122.237976
Solano,10,weekday,NO2,0.090828092,38.102507,-122.237976
Solano,10,weekday,Ozone,0.333094091,38.102507,-122.237976
Solano,10,weekday,SO2,0.012619883,38.102507,-122.237976
Solano,10,weekend,CO,0.010447205,38.102507,-122.237976
Solano,10,weekend,NO2,0.071052174,38.102507,-122.237976
Solano,10,weekend,Ozone,0.412244898,38.102507,-122.237976
Solano,10,weekend,SO2,0.011551515,38.102507,-122.237976
Solano,11,weekday,CO,0.016513026,38.102507,-122.237976
Solano,11,weekday,NO2,0.120691383,38.102507,-122.237976
Solano,11,weekday,Ozone,0.243063367,38.102507,-122.237976
Solano,11,weekday,SO2,0.013062194,38.102507,-122.237976
Solano,11,weekend,CO,0.012934783,38.102507,-122.237976
Solano,11,weekend,NO2,0.080923913,38.102507,-122.237976
Solano,11,weekend,Ozone,0.320867347,38.102507,-122.237976
Solano,11,weekend,SO2,0.010257576,38.102507,-122.237976
Solano,12,weekday,CO,0.015910253,38.102507,-122.237976
Solano,12,weekday,NO2,0.132250497,38.102507,-122.237976
Solano,12,weekday,Ozone,0.212404181,38.102507,-122.237976
Solano,12,weekday,SO2,0.01389605,38.102507,-122.237976
Solano,12,weekend,CO,0.017501725,38.102507,-122.237976
Solano,12,weekend,NO2,0.1322657,38.102507,-122.237976
Solano,12,weekend,Ozone,0.232455252,38.102507,-122.237976
Solano,12,weekend,SO2,0.013131313,38.102507,-122.237976
Santa Cruz,1,weekday,Ozone,0.255978415,36.983921,-121.989328
Santa Cruz,1,weekend,Ozone,0.306964286,36.983921,-121.989328
Santa Cruz,2,weekday,Ozone,0.291877308,36.983921,-121.989328
Santa Cruz,2,weekend,Ozone,0.257514881,36.983921,-121.989328
Santa Cruz,3,weekday,Ozone,0.345164636,36.983921,-121.989328
Santa Cruz,3,weekend,Ozone,0.392113095,36.983921,-121.989328
Santa Cruz,4,weekday,Ozone,0.438057143,36.983921,-121.989328
Santa Cruz,4,weekend,Ozone,0.401719577,36.983921,-121.989328
Santa Cruz,5,weekday,Ozone,0.400216861,36.983921,-121.989328
Santa Cruz,5,weekend,Ozone,0.376902537,36.983921,-121.989328
Santa Cruz,6,weekday,Ozone,0.339448052,36.983921,-121.989328
Santa Cruz,6,weekend,Ozone,0.363839286,36.983921,-121.989328
Santa Cruz,7,weekday,Ozone,0.263971429,36.983921,-121.989328
Santa Cruz,7,weekend,Ozone,0.301785714,36.983921,-121.989328
Santa Cruz,8,weekday,Ozone,0.283980331,36.983921,-121.989328
Santa Cruz,8,weekend,Ozone,0.294196429,36.983921,-121.989328
Santa Cruz,9,weekday,Ozone,0.339631336,36.983921,-121.989328
Santa Cruz,9,weekend,Ozone,0.316145833,36.983921,-121.989328
Santa Cruz,10,weekday,Ozone,0.31283148,36.983921,-121.989328
Santa Cruz,10,weekend,Ozone,0.369285714,36.983921,-121.989328
Santa Cruz,11,weekday,Ozone,0.242636392,36.983921,-121.989328
Santa Cruz,11,weekend,Ozone,0.257738095,36.983921,-121.989328
Santa Cruz,12,weekday,Ozone,0.235687229,36.983921,-121.989328
Santa Cruz,12,weekend,Ozone,0.248677249,36.983921,-121.989328
