"","Latitude","Longitude","County","Hour","Weekend_day","Pollutant","Sample"
"2849",33.83062,-117.93845,"Orange","13","weekday","CO",0.0125714285714286
"2850",33.83062,-117.93845,"Orange","13","weekday","NO2",0.0922938775510204
"2851",33.83062,-117.93845,"Orange","13","weekday","Ozone",0.640524781341108
"2852",33.83062,-117.93845,"Orange","13","weekend","CO",0.0123620933521924
"2853",33.83062,-117.93845,"Orange","13","weekend","NO2",0.0661881188118812
"2854",33.83062,-117.93845,"Orange","13","weekend","Ozone",0.678783592644979
"2855",33.83062,-117.93845,"Orange","14","weekday","CO",0.012539039907461
"2856",33.83062,-117.93845,"Orange","14","weekday","NO2",0.094251012145749
"2857",33.83062,-117.93845,"Orange","14","weekday","Ozone",0.630595720069404
"2858",33.83062,-117.93845,"Orange","14","weekend","CO",0.0123055162659123
"2859",33.83062,-117.93845,"Orange","14","weekend","NO2",0.0663960396039604
"2860",33.83062,-117.93845,"Orange","14","weekend","Ozone",0.667326732673267
"2861",33.83062,-117.93845,"Orange","15","weekday","CO",0.0125968768074031
"2862",33.83062,-117.93845,"Orange","15","weekday","NO2",0.098251012145749
"2863",33.83062,-117.93845,"Orange","15","weekday","Ozone",0.60775014459225
"2864",33.83062,-117.93845,"Orange","15","weekend","CO",0.0125035360678925
"2865",33.83062,-117.93845,"Orange","15","weekend","NO2",0.067960396039604
"2866",33.83062,-117.93845,"Orange","15","weekend","Ozone",0.643564356435643
"2867",33.83062,-117.93845,"Orange","16","weekday","CO",0.0131428571428571
"2868",33.83062,-117.93845,"Orange","16","weekday","NO2",0.110664
"2869",33.83062,-117.93845,"Orange","16","weekday","Ozone",0.551485714285714
"2870",33.83062,-117.93845,"Orange","16","weekend","CO",0.013012729844413
"2871",33.83062,-117.93845,"Orange","16","weekend","NO2",0.0745346534653465
"2872",33.83062,-117.93845,"Orange","16","weekend","Ozone",0.594625176803395
"2873",33.83062,-117.93845,"Orange","17","weekday","CO",0.014274421230943
"2874",33.83062,-117.93845,"Orange","17","weekday","NO2",0.136462450592885
"2875",33.83062,-117.93845,"Orange","17","weekday","Ozone",0.470016939582157
"2876",33.83062,-117.93845,"Orange","17","weekend","CO",0.0137765205091938
"2877",33.83062,-117.93845,"Orange","17","weekend","NO2",0.0943168316831683
"2878",33.83062,-117.93845,"Orange","17","weekend","Ozone",0.526449787835926
"2879",33.83062,-117.93845,"Orange","18","weekday","CO",0.0156182947487295
"2880",33.83062,-117.93845,"Orange","18","weekday","NO2",0.163806324110672
"2881",33.83062,-117.93845,"Orange","18","weekday","Ozone",0.387182382834557
"2882",33.83062,-117.93845,"Orange","18","weekend","CO",0.0151626591230552
"2883",33.83062,-117.93845,"Orange","18","weekend","NO2",0.12509900990099
"2884",33.83062,-117.93845,"Orange","18","weekend","Ozone",0.432107496463932
"2885",33.83062,-117.93845,"Orange","19","weekday","CO",0.0175719932241671
"2886",33.83062,-117.93845,"Orange","19","weekday","NO2",0.183814229249012
"2887",33.83062,-117.93845,"Orange","19","weekday","Ozone",0.322755505364201
"2888",33.83062,-117.93845,"Orange","19","weekend","CO",0.0164073550212164
"2889",33.83062,-117.93845,"Orange","19","weekend","NO2",0.143485148514851
"2890",33.83062,-117.93845,"Orange","19","weekend","Ozone",0.362376237623762
"2891",33.83062,-117.93845,"Orange","20","weekday","CO",0.0185770750988142
"2892",33.83062,-117.93845,"Orange","20","weekday","NO2",0.194213438735178
"2893",33.83062,-117.93845,"Orange","20","weekday","Ozone",0.283850931677019
"2894",33.83062,-117.93845,"Orange","20","weekend","CO",0.0174823196605375
"2895",33.83062,-117.93845,"Orange","20","weekend","NO2",0.155227722772277
"2896",33.83062,-117.93845,"Orange","20","weekend","Ozone",0.314427157001414
"2897",33.83062,-117.93845,"Orange","21","weekday","CO",0.0192998306041784
"2898",33.83062,-117.93845,"Orange","21","weekday","NO2",0.194604743083004
"2899",33.83062,-117.93845,"Orange","21","weekday","Ozone",0.258272162619989
"2900",33.83062,-117.93845,"Orange","21","weekend","CO",0.0181612446958982
"2901",33.83062,-117.93845,"Orange","21","weekend","NO2",0.161782178217822
"2902",33.83062,-117.93845,"Orange","21","weekend","Ozone",0.274540311173975
"2903",33.83062,-117.93845,"Orange","22","weekday","CO",0.0197063805759458
"2904",33.83062,-117.93845,"Orange","22","weekday","NO2",0.186889328063241
"2905",33.83062,-117.93845,"Orange","22","weekday","Ozone",0.240937323546019
"2906",33.83062,-117.93845,"Orange","22","weekend","CO",0.0187553041018388
"2907",33.83062,-117.93845,"Orange","22","weekend","NO2",0.16190099009901
"2908",33.83062,-117.93845,"Orange","22","weekend","Ozone",0.251060820367751
"2909",33.83062,-117.93845,"Orange","23","weekday","CO",0.0202472527472527
"2910",33.83062,-117.93845,"Orange","23","weekday","NO2",0.187163461538462
"2911",33.83062,-117.93845,"Orange","23","weekday","Ozone",0.23385989010989
"2912",33.83062,-117.93845,"Orange","23","weekend","CO",0.0189198606271777
"2913",33.83062,-117.93845,"Orange","23","weekend","NO2",0.151621951219512
"2914",33.83062,-117.93845,"Orange","23","weekend","Ozone",0.248257839721254
"2915",33.85275,-116.54101,"Riverside","00","weekday","CO",0.00498136645962733
"2916",33.85275,-116.54101,"Riverside","00","weekday","NO2",0.065443137254902
"2917",33.85275,-116.54101,"Riverside","00","weekday","Ozone",0.516105901820187
"2918",33.85275,-116.54101,"Riverside","00","weekend","CO",0.00530612244897959
"2919",33.85275,-116.54101,"Riverside","00","weekend","NO2",0.08027
"2920",33.85275,-116.54101,"Riverside","00","weekend","Ozone",0.514701803051318
"2921",33.85275,-116.54101,"Riverside","01","weekday","CO",0.0032034632034632
"2922",33.85275,-116.54101,"Riverside","01","weekday","NO2",0.0615813953488372
"2923",33.85275,-116.54101,"Riverside","01","weekday","Ozone",0.502316602316602
"2924",33.85275,-116.54101,"Riverside","01","weekend","CO",0.00362297496318115
"2925",33.85275,-116.54101,"Riverside","01","weekend","NO2",0.0728932038834951
"2926",33.85275,-116.54101,"Riverside","01","weekend","Ozone",0.505409153952843
"2927",33.85275,-116.54101,"Riverside","02","weekday","CO",0.00321739130434783
"2928",33.85275,-116.54101,"Riverside","02","weekday","NO2",0.0586420233463035
"2929",33.85275,-116.54101,"Riverside","02","weekday","Ozone",0.493078626799557
"2930",33.85275,-116.54101,"Riverside","02","weekend","CO",0.00390168970814132
"2931",33.85275,-116.54101,"Riverside","02","weekend","NO2",0.071368932038835
"2932",33.85275,-116.54101,"Riverside","02","weekend","Ozone",0.483911234396671
"2933",33.85275,-116.54101,"Riverside","03","weekday","CO",0.00221024258760108
"2934",33.85275,-116.54101,"Riverside","03","weekday","NO2",0.0772873563218391
"2935",33.85275,-116.54101,"Riverside","03","weekday","Ozone",0.388013136288998
"2936",33.85275,-116.54101,"Riverside","03","weekend","CO",0.00275132275132275
"2937",33.85275,-116.54101,"Riverside","03","weekend","NO2",0.0922647058823529
"2938",33.85275,-116.54101,"Riverside","03","weekend","Ozone",0.379411764705882
"2939",33.85275,-116.54101,"Riverside","04","weekday","CO",0.00210989010989011
"2940",33.85275,-116.54101,"Riverside","04","weekday","NO2",0.08425
"2941",33.85275,-116.54101,"Riverside","04","weekday","Ozone",0.373376623376623
"2942",33.85275,-116.54101,"Riverside","04","weekend","CO",0.00202380952380952
"2943",33.85275,-116.54101,"Riverside","04","weekend","NO2",0.0920588235294118
"2944",33.85275,-116.54101,"Riverside","04","weekend","Ozone",0.375210084033613
"2945",33.85275,-116.54101,"Riverside","05","weekday","CO",0.00383363471971067
"2946",33.85275,-116.54101,"Riverside","05","weekday","NO2",0.0846381322957198
"2947",33.85275,-116.54101,"Riverside","05","weekday","Ozone",0.431339977851606
"2948",33.85275,-116.54101,"Riverside","05","weekend","CO",0.0041203007518797
"2949",33.85275,-116.54101,"Riverside","05","weekend","NO2",0.0835339805825243
"2950",33.85275,-116.54101,"Riverside","05","weekend","Ozone",0.432316227461858
"2951",33.85275,-116.54101,"Riverside","06","weekday","CO",0.00436151603498542
"2952",33.85275,-116.54101,"Riverside","06","weekday","NO2",0.107603112840467
"2953",33.85275,-116.54101,"Riverside","06","weekday","Ozone",0.414008859357697
"2954",33.85275,-116.54101,"Riverside","06","weekend","CO",0.00434402332361516
"2955",33.85275,-116.54101,"Riverside","06","weekend","NO2",0.0950392156862745
"2956",33.85275,-116.54101,"Riverside","06","weekend","Ozone",0.432871012482663
"2957",33.85275,-116.54101,"Riverside","07","weekday","CO",0.00487327188940092
"2958",33.85275,-116.54101,"Riverside","07","weekday","NO2",0.10183203125
"2959",33.85275,-116.54101,"Riverside","07","weekday","Ozone",0.454352678571429
"2960",33.85275,-116.54101,"Riverside","07","weekend","CO",0.00427098674521355
"2961",33.85275,-116.54101,"Riverside","07","weekend","NO2",0.0828627450980392
"2962",33.85275,-116.54101,"Riverside","07","weekend","Ozone",0.464425770308123
"2963",33.85275,-116.54101,"Riverside","08","weekday","CO",0.00467751657625075
"2964",33.85275,-116.54101,"Riverside","08","weekday","NO2",0.0749206349206349
"2965",33.85275,-116.54101,"Riverside","08","weekday","Ozone",0.537868480725624
"2966",33.85275,-116.54101,"Riverside","08","weekend","CO",0.0036390977443609
"2967",33.85275,-116.54101,"Riverside","08","weekend","NO2",0.0590196078431373
"2968",33.85275,-116.54101,"Riverside","08","weekend","Ozone",0.544957983193277
"2969",33.85275,-116.54101,"Riverside","09","weekday","CO",0.0036734693877551
"2970",33.85275,-116.54101,"Riverside","09","weekday","NO2",0.0466285714285714
"2971",33.85275,-116.54101,"Riverside","09","weekday","Ozone",0.628221574344023
"2972",33.85275,-116.54101,"Riverside","09","weekend","CO",0.00323390894819466
"2973",33.85275,-116.54101,"Riverside","09","weekend","NO2",0.0388823529411765
"2974",33.85275,-116.54101,"Riverside","09","weekend","Ozone",0.619887955182073
"2975",33.85275,-116.54101,"Riverside","10","weekday","CO",0.00324432576769025
"2976",33.85275,-116.54101,"Riverside","10","weekday","NO2",0.0315625
"2977",33.85275,-116.54101,"Riverside","10","weekday","Ozone",0.70047619047619
"2978",33.85275,-116.54101,"Riverside","10","weekend","CO",0.00335548172757475
"2979",33.85275,-116.54101,"Riverside","10","weekend","NO2",0.0284509803921569
"2980",33.85275,-116.54101,"Riverside","10","weekend","Ozone",0.665826330532213
"2981",33.85275,-116.54101,"Riverside","11","weekday","CO",0.00291054739652871
"2982",33.85275,-116.54101,"Riverside","11","weekday","NO2",0.0261344537815126
"2983",33.85275,-116.54101,"Riverside","11","weekday","Ozone",0.739615846338535
"2984",33.85275,-116.54101,"Riverside","11","weekend","CO",0.0032183908045977
"2985",33.85275,-116.54101,"Riverside","11","weekend","NO2",0.0232843137254902
"2986",33.85275,-116.54101,"Riverside","11","weekend","Ozone",0.69859943977591
"2987",33.85275,-116.54101,"Riverside","12","weekday","CO",0.00295283663704716
"2988",33.85275,-116.54101,"Riverside","12","weekday","NO2",0.0237142857142857
"2989",33.85275,-116.54101,"Riverside","12","weekday","Ozone",0.756902761104442
"2990",33.85275,-116.54101,"Riverside","12","weekend","CO",0.00318936877076412
"2991",33.85275,-116.54101,"Riverside","12","weekend","NO2",0.0208627450980392
"2992",33.85275,-116.54101,"Riverside","12","weekend","Ozone",0.712605042016807
"2993",33.85275,-116.54101,"Riverside","13","weekday","CO",0.00287049399198932
"2994",33.85275,-116.54101,"Riverside","13","weekday","NO2",0.0229551020408163
"2995",33.85275,-116.54101,"Riverside","13","weekday","Ozone",0.765737514518002
"2996",33.85275,-116.54101,"Riverside","13","weekend","CO",0.00326050420168067
"2997",33.85275,-116.54101,"Riverside","13","weekend","NO2",0.0185686274509804
"2998",33.85275,-116.54101,"Riverside","13","weekend","Ozone",0.723529411764706
"2999",33.85275,-116.54101,"Riverside","14","weekday","CO",0.00284421460892049
"3000",33.85275,-116.54101,"Riverside","14","weekday","NO2",0.0245634920634921
"3001",33.85275,-116.54101,"Riverside","14","weekday","Ozone",0.775719932241671
"3002",33.85275,-116.54101,"Riverside","14","weekend","CO",0.00339495798319328
"3003",33.85275,-116.54101,"Riverside","14","weekend","NO2",0.0192912621359223
"3004",33.85275,-116.54101,"Riverside","14","weekend","Ozone",0.728987517337032
"3005",33.85275,-116.54101,"Riverside","15","weekday","CO",0.00280830280830281
"3006",33.85275,-116.54101,"Riverside","15","weekday","NO2",0.030678431372549
"3007",33.85275,-116.54101,"Riverside","15","weekday","Ozone",0.772544642857143
"3008",33.85275,-116.54101,"Riverside","15","weekend","CO",0.003421926910299
"3009",33.85275,-116.54101,"Riverside","15","weekend","NO2",0.021621359223301
"3010",33.85275,-116.54101,"Riverside","15","weekend","Ozone",0.740083217753121
"3011",33.85275,-116.54101,"Riverside","16","weekday","CO",0.00347775175644028
"3012",33.85275,-116.54101,"Riverside","16","weekday","NO2",0.057046332046332
"3013",33.85275,-116.54101,"Riverside","16","weekday","Ozone",0.727912087912088
"3014",33.85275,-116.54101,"Riverside","16","weekend","CO",0.00366459627329193
"3015",33.85275,-116.54101,"Riverside","16","weekend","NO2",0.0424660194174757
"3016",33.85275,-116.54101,"Riverside","16","weekend","Ozone",0.70748959778086
"3017",33.85275,-116.54101,"Riverside","17","weekday","CO",0.00415795586527294
"3018",33.85275,-116.54101,"Riverside","17","weekday","NO2",0.0825057915057915
"3019",33.85275,-116.54101,"Riverside","17","weekday","Ozone",0.681373626373626
"3020",33.85275,-116.54101,"Riverside","17","weekend","CO",0.00436420722135008
"3021",33.85275,-116.54101,"Riverside","17","weekend","NO2",0.0606407766990291
"3022",33.85275,-116.54101,"Riverside","17","weekend","Ozone",0.666435506241331
"3023",33.85275,-116.54101,"Riverside","18","weekday","CO",0.00415049970605526
"3024",33.85275,-116.54101,"Riverside","18","weekday","NO2",0.0785736434108527
"3025",33.85275,-116.54101,"Riverside","18","weekday","Ozone",0.67484831770546
"3026",33.85275,-116.54101,"Riverside","18","weekend","CO",0.0038880706921944
"3027",33.85275,-116.54101,"Riverside","18","weekend","NO2",0.0587184466019417
"3028",33.85275,-116.54101,"Riverside","18","weekend","Ozone",0.652011095700416
"3029",33.85275,-116.54101,"Riverside","19","weekday","CO",0.0037941006362059
"3030",33.85275,-116.54101,"Riverside","19","weekday","NO2",0.0727596899224806
"3031",33.85275,-116.54101,"Riverside","19","weekday","Ozone",0.655377826806398
"3032",33.85275,-116.54101,"Riverside","19","weekend","CO",0.00398176291793313
"3033",33.85275,-116.54101,"Riverside","19","weekend","NO2",0.059
"3034",33.85275,-116.54101,"Riverside","19","weekend","Ozone",0.629126213592233
"3035",33.85275,-116.54101,"Riverside","20","weekday","CO",0.0038056206088993
"3036",33.85275,-116.54101,"Riverside","20","weekday","NO2",0.0753127413127413
"3037",33.85275,-116.54101,"Riverside","20","weekday","Ozone",0.610549450549451
"3038",33.85275,-116.54101,"Riverside","20","weekend","CO",0.00382978723404255
"3039",33.85275,-116.54101,"Riverside","20","weekend","NO2",0.0580582524271845
"3040",33.85275,-116.54101,"Riverside","20","weekend","Ozone",0.616504854368932
"3041",33.85275,-116.54101,"Riverside","21","weekday","CO",0.00369679300291545
"3042",33.85275,-116.54101,"Riverside","21","weekday","NO2",0.0786795366795367
"3043",33.85275,-116.54101,"Riverside","21","weekday","Ozone",0.572582417582418
"3044",33.85275,-116.54101,"Riverside","21","weekend","CO",0.00427035330261137
"3045",33.85275,-116.54101,"Riverside","21","weekend","NO2",0.0634757281553398
"3046",33.85275,-116.54101,"Riverside","21","weekend","Ozone",0.58252427184466
"3047",33.85275,-116.54101,"Riverside","22","weekday","CO",0.00360094451003542
"3048",33.85275,-116.54101,"Riverside","22","weekday","NO2",0.0783745173745174
"3049",33.85275,-116.54101,"Riverside","22","weekday","Ozone",0.546868131868132
"3050",33.85275,-116.54101,"Riverside","22","weekend","CO",0.00428571428571429
"3051",33.85275,-116.54101,"Riverside","22","weekend","NO2",0.0621553398058252
"3052",33.85275,-116.54101,"Riverside","22","weekend","Ozone",0.563661581137309
"3053",33.85275,-116.54101,"Riverside","23","weekday","CO",0.0042007722007722
"3054",33.85275,-116.54101,"Riverside","23","weekday","NO2",0.0734471153846154
"3055",33.85275,-116.54101,"Riverside","23","weekday","Ozone",0.528224687933426
"3056",33.85275,-116.54101,"Riverside","23","weekend","CO",0.00363265306122449
"3057",33.85275,-116.54101,"Riverside","23","weekend","NO2",0.0580375
"3058",33.85275,-116.54101,"Riverside","23","weekend","Ozone",0.546964285714286
"3059",33.859444,-118.200278,"Los Angeles","00","weekday","NO2",0.27075
"3060",33.859444,-118.200278,"Los Angeles","00","weekend","NO2",0.180980392156863
"3061",33.859444,-118.200278,"Los Angeles","01","weekday","NO2",0.260276923076923
"3062",33.859444,-118.200278,"Los Angeles","01","weekend","NO2",0.176441176470588
"3063",33.859444,-118.200278,"Los Angeles","02","weekday","NO2",0.237203846153846
"3064",33.859444,-118.200278,"Los Angeles","02","weekend","NO2",0.160147058823529
"3065",33.859444,-118.200278,"Los Angeles","03","weekday","NO2",0.241384615384615
"3066",33.859444,-118.200278,"Los Angeles","03","weekend","NO2",0.1688
"3067",33.859444,-118.200278,"Los Angeles","04","weekday","NO2",0.2532
"3068",33.859444,-118.200278,"Los Angeles","04","weekend","NO2",0.170225490196078
"3069",33.859444,-118.200278,"Los Angeles","05","weekday","NO2",0.275288461538462
"3070",33.859444,-118.200278,"Los Angeles","05","weekend","NO2",0.181774509803922
"3071",33.859444,-118.200278,"Los Angeles","06","weekday","NO2",0.289390804597701
"3072",33.859444,-118.200278,"Los Angeles","06","weekend","NO2",0.190844660194175
"3073",33.859444,-118.200278,"Los Angeles","07","weekday","NO2",0.295173076923077
"3074",33.859444,-118.200278,"Los Angeles","07","weekend","NO2",0.190679611650485
"3075",33.859444,-118.200278,"Los Angeles","08","weekday","NO2",0.306377952755906
"3076",33.859444,-118.200278,"Los Angeles","08","weekend","NO2",0.178436893203884
"3077",33.859444,-118.200278,"Los Angeles","09","weekday","NO2",0.295152
"3078",33.859444,-118.200278,"Los Angeles","09","weekend","NO2",0.167893203883495
"3079",33.859444,-118.200278,"Los Angeles","10","weekday","NO2",0.271751004016064
"3080",33.859444,-118.200278,"Los Angeles","10","weekend","NO2",0.153757281553398
"3081",33.859444,-118.200278,"Los Angeles","11","weekday","NO2",0.24059126984127
"3082",33.859444,-118.200278,"Los Angeles","11","weekend","NO2",0.134864077669903
"3083",33.859444,-118.200278,"Los Angeles","12","weekday","NO2",0.24425
"3084",33.859444,-118.200278,"Los Angeles","12","weekend","NO2",0.118721153846154
"3085",33.859444,-118.200278,"Los Angeles","13","weekday","NO2",0.259182879377432
"3086",33.859444,-118.200278,"Los Angeles","13","weekend","NO2",0.110230769230769
"3087",33.859444,-118.200278,"Los Angeles","14","weekday","NO2",0.253647286821705
"3088",33.859444,-118.200278,"Los Angeles","14","weekend","NO2",0.109339805825243
"3089",33.859444,-118.200278,"Los Angeles","15","weekday","NO2",0.248542307692308
"3090",33.859444,-118.200278,"Los Angeles","15","weekend","NO2",0.103826923076923
"3091",33.859444,-118.200278,"Los Angeles","16","weekday","NO2",0.240157088122605
"3092",33.859444,-118.200278,"Los Angeles","16","weekend","NO2",0.112461538461538
"3093",33.859444,-118.200278,"Los Angeles","17","weekday","NO2",0.263685823754789
"3094",33.859444,-118.200278,"Los Angeles","17","weekend","NO2",0.132134615384615
"3095",33.859444,-118.200278,"Los Angeles","18","weekday","NO2",0.304390804597701
"3096",33.859444,-118.200278,"Los Angeles","18","weekend","NO2",0.151759615384615
"3097",33.859444,-118.200278,"Los Angeles","19","weekday","NO2",0.312931034482759
"3098",33.859444,-118.200278,"Los Angeles","19","weekend","NO2",0.161673076923077
"3099",33.859444,-118.200278,"Los Angeles","20","weekday","NO2",0.314291187739464
"3100",33.859444,-118.200278,"Los Angeles","20","weekend","NO2",0.173451923076923
"3101",33.859444,-118.200278,"Los Angeles","21","weekday","NO2",0.299260536398467
"3102",33.859444,-118.200278,"Los Angeles","21","weekend","NO2",0.179446601941748
"3103",33.859444,-118.200278,"Los Angeles","22","weekday","NO2",0.283084942084942
"3104",33.859444,-118.200278,"Los Angeles","22","weekend","NO2",0.17831067961165
"3105",33.859444,-118.200278,"Los Angeles","23","weekday","NO2",0.284050193050193
"3106",33.859444,-118.200278,"Los Angeles","23","weekend","NO2",0.180921568627451
"3107",33.901389,-118.205,"Los Angeles","00","weekday","CO",0.0222307692307692
"3108",33.901389,-118.205,"Los Angeles","00","weekday","NO2",0.173184615384615
"3109",33.901389,-118.205,"Los Angeles","00","weekday","Ozone",0.235271807838179
"3110",33.901389,-118.205,"Los Angeles","00","weekend","CO",0.0241360544217687
"3111",33.901389,-118.205,"Los Angeles","00","weekend","NO2",0.170542857142857
"3112",33.901389,-118.205,"Los Angeles","00","weekend","Ozone",0.2321044546851
"3113",33.901389,-118.205,"Los Angeles","01","weekday","CO",0.0213186813186813
"3114",33.901389,-118.205,"Los Angeles","01","weekday","NO2",0.173034615384615
"3115",33.901389,-118.205,"Los Angeles","01","weekday","Ozone",0.222101217168482
"3116",33.901389,-118.205,"Los Angeles","01","weekend","CO",0.0232380952380952
"3117",33.901389,-118.205,"Los Angeles","01","weekend","NO2",0.165571428571429
"3118",33.901389,-118.205,"Los Angeles","01","weekend","Ozone",0.222273425499232
"3119",33.901389,-118.205,"Los Angeles","02","weekday","CO",0.0207942636514065
"3120",33.901389,-118.205,"Los Angeles","02","weekday","NO2",0.173277992277992
"3121",33.901389,-118.205,"Los Angeles","02","weekday","Ozone",0.207109940750494
"3122",33.901389,-118.205,"Los Angeles","02","weekend","CO",0.0222312925170068
"3123",33.901389,-118.205,"Los Angeles","02","weekend","NO2",0.151133333333333
"3124",33.901389,-118.205,"Los Angeles","02","weekend","Ozone",0.228100470957614
"3125",33.901389,-118.205,"Los Angeles","03","weekday","CO",0.0188916256157635
"3126",33.901389,-118.205,"Los Angeles","03","weekday","NO2",0.176543103448276
"3127",33.901389,-118.205,"Los Angeles","03","weekday","Ozone",0.149689440993789
"3128",33.901389,-118.205,"Los Angeles","03","weekend","CO",0.0220833333333333
"3129",33.901389,-118.205,"Los Angeles","03","weekend","NO2",0.162979166666667
"3130",33.901389,-118.205,"Los Angeles","03","weekend","Ozone",0.182738095238095
"3131",33.901389,-118.205,"Los Angeles","04","weekday","CO",0.0240056022408964
"3132",33.901389,-118.205,"Los Angeles","04","weekday","NO2",0.20778431372549
"3133",33.901389,-118.205,"Los Angeles","04","weekday","Ozone",0.0923620933521924
"3134",33.901389,-118.205,"Los Angeles","04","weekend","CO",0.0239867109634552
"3135",33.901389,-118.205,"Los Angeles","04","weekend","NO2",0.176581395348837
"3136",33.901389,-118.205,"Los Angeles","04","weekend","Ozone",0.150830564784053
"3137",33.901389,-118.205,"Los Angeles","05","weekday","CO",0.0280970766685052
"3138",33.901389,-118.205,"Los Angeles","05","weekday","NO2",0.205610038610039
"3139",33.901389,-118.205,"Los Angeles","05","weekday","Ozone",0.153504043126685
"3140",33.901389,-118.205,"Los Angeles","05","weekend","CO",0.0231836734693878
"3141",33.901389,-118.205,"Los Angeles","05","weekend","NO2",0.156466666666667
"3142",33.901389,-118.205,"Los Angeles","05","weekend","Ozone",0.20047619047619
"3143",33.901389,-118.205,"Los Angeles","06","weekday","CO",0.0323145071982281
"3144",33.901389,-118.205,"Los Angeles","06","weekday","NO2",0.218616279069767
"3145",33.901389,-118.205,"Los Angeles","06","weekday","Ozone",0.167824377457405
"3146",33.901389,-118.205,"Los Angeles","06","weekend","CO",0.0242448979591837
"3147",33.901389,-118.205,"Los Angeles","06","weekend","NO2",0.159771428571429
"3148",33.901389,-118.205,"Los Angeles","06","weekend","Ozone",0.227460317460317
"3149",33.901389,-118.205,"Los Angeles","07","weekday","CO",0.0305895691609977
"3150",33.901389,-118.205,"Los Angeles","07","weekday","NO2",0.233087301587302
"3151",33.901389,-118.205,"Los Angeles","07","weekday","Ozone",0.211595131326073
"3152",33.901389,-118.205,"Los Angeles","07","weekend","CO",0.0235164835164835
"3153",33.901389,-118.205,"Los Angeles","07","weekend","NO2",0.162413461538462
"3154",33.901389,-118.205,"Los Angeles","07","weekend","Ozone",0.281211180124224
"3155",33.901389,-118.205,"Los Angeles","08","weekday","CO",0.0232914285714286
"3156",33.901389,-118.205,"Los Angeles","08","weekday","NO2",0.232310756972112
"3157",33.901389,-118.205,"Los Angeles","08","weekday","Ozone",0.258775510204082
"3158",33.901389,-118.205,"Los Angeles","08","weekend","CO",0.0192857142857143
"3159",33.901389,-118.205,"Los Angeles","08","weekend","NO2",0.161163461538462
"3160",33.901389,-118.205,"Los Angeles","08","weekend","Ozone",0.324271844660194
"3161",33.901389,-118.205,"Los Angeles","09","weekday","CO",0.0177188940092166
"3162",33.901389,-118.205,"Los Angeles","09","weekday","NO2",0.205381526104418
"3163",33.901389,-118.205,"Los Angeles","09","weekday","Ozone",0.34802065404475
"3164",33.901389,-118.205,"Los Angeles","09","weekend","CO",0.0161813186813187
"3165",33.901389,-118.205,"Los Angeles","09","weekend","NO2",0.143288461538462
"3166",33.901389,-118.205,"Los Angeles","09","weekend","Ozone",0.417032967032967
"3167",33.901389,-118.205,"Los Angeles","10","weekday","CO",0.0154355400696864
"3168",33.901389,-118.205,"Los Angeles","10","weekday","NO2",0.177951219512195
"3169",33.901389,-118.205,"Los Angeles","10","weekday","Ozone",0.447096399535424
"3170",33.901389,-118.205,"Los Angeles","10","weekend","CO",0.0142032967032967
"3171",33.901389,-118.205,"Los Angeles","10","weekend","NO2",0.115894230769231
"3172",33.901389,-118.205,"Los Angeles","10","weekend","Ozone",0.52239010989011
"3173",33.901389,-118.205,"Los Angeles","11","weekday","CO",0.0137979094076655
"3174",33.901389,-118.205,"Los Angeles","11","weekday","NO2",0.150276422764228
"3175",33.901389,-118.205,"Los Angeles","11","weekday","Ozone",0.530836236933798
"3176",33.901389,-118.205,"Los Angeles","11","weekend","CO",0.0132142857142857
"3177",33.901389,-118.205,"Los Angeles","11","weekend","NO2",0.0990288461538462
"3178",33.901389,-118.205,"Los Angeles","11","weekend","Ozone",0.599587912087912
"3179",33.901389,-118.205,"Los Angeles","12","weekday","CO",0.012787456445993
"3180",33.901389,-118.205,"Los Angeles","12","weekday","NO2",0.125686991869919
"3181",33.901389,-118.205,"Los Angeles","12","weekday","Ozone",0.586759581881533
"3182",33.901389,-118.205,"Los Angeles","12","weekend","CO",0.0123626373626374
"3183",33.901389,-118.205,"Los Angeles","12","weekend","NO2",0.0875769230769231
"3184",33.901389,-118.205,"Los Angeles","12","weekend","Ozone",0.643543956043956
"3185",33.901389,-118.205,"Los Angeles","13","weekday","CO",0.0121709786276715
"3186",33.901389,-118.205,"Los Angeles","13","weekday","NO2",0.10855905511811
"3187",33.901389,-118.205,"Los Angeles","13","weekday","Ozone",0.612654668166479
"3188",33.901389,-118.205,"Los Angeles","13","weekend","CO",0.0115117891816921
"3189",33.901389,-118.205,"Los Angeles","13","weekend","NO2",0.0690291262135922
"3190",33.901389,-118.205,"Los Angeles","13","weekend","Ozone",0.649514563106796
"3191",33.901389,-118.205,"Los Angeles","14","weekday","CO",0.0118464144551101
"3192",33.901389,-118.205,"Los Angeles","14","weekday","NO2",0.0952648221343873
"3193",33.901389,-118.205,"Los Angeles","14","weekday","Ozone",0.607509881422925
"3194",33.901389,-118.205,"Los Angeles","14","weekend","CO",0.0112912087912088
"3195",33.901389,-118.205,"Los Angeles","14","weekend","NO2",0.0607596153846154
"3196",33.901389,-118.205,"Los Angeles","14","weekend","Ozone",0.64793956043956
"3197",33.901389,-118.205,"Los Angeles","15","weekday","CO",0.0119822812846069
"3198",33.901389,-118.205,"Los Angeles","15","weekday","NO2",0.0975232558139535
"3199",33.901389,-118.205,"Los Angeles","15","weekday","Ozone",0.574640088593577
"3200",33.901389,-118.205,"Los Angeles","15","weekend","CO",0.0114557823129252
