County,Month,Pollutant,Sample,Latitude,Longitude
Santa Barbara,7,NO2,0.016112045,34.46245,-120.02551
Santa Barbara,7,Ozone,0.38236668,34.46245,-120.02551
Santa Barbara,7,SO2,0.003661927,34.46245,-120.02551
Santa Barbara,8,CO,0.003989414,34.427775,-119.691218
Santa Barbara,8,NO2,0.01649201,34.46245,-120.02551
Santa Barbara,8,Ozone,0.38405055,34.46245,-120.02551
Santa Barbara,8,SO2,0.002526042,34.46245,-120.02551
Santa Barbara,9,CO,0.00489003,34.427775,-119.691218
Santa Barbara,9,NO2,0.025638439,34.46245,-120.02551
Santa Barbara,9,Ozone,0.44974375,34.46245,-120.02551
Santa Barbara,9,SO2,0.002492313,34.46245,-120.02551
Santa Barbara,10,CO,0.004946329,34.427775,-119.691218
Santa Barbara,10,NO2,0.033264453,34.46245,-120.02551
Santa Barbara,10,Ozone,0.42830084,34.46245,-120.02551
Santa Barbara,10,SO2,0.000527792,34.46245,-120.02551
Santa Barbara,11,CO,0.007108077,34.427775,-119.691218
Santa Barbara,11,NO2,0.041887065,34.46245,-120.02551
Santa Barbara,11,Ozone,0.432205281,34.46245,-120.02551
Santa Barbara,11,SO2,3.66E-05,34.46245,-120.02551
Santa Barbara,12,CO,0.00694745,34.427775,-119.691218
Santa Barbara,12,NO2,0.039789718,34.46245,-120.02551
Santa Barbara,12,Ozone,0.35059021,34.46245,-120.02551
Santa Barbara,12,SO2,9.69E-05,34.46245,-120.02551
Solano,1,CO,0.015244783,38.102507,-122.237976
Solano,1,NO2,0.103241573,38.102507,-122.237976
Solano,1,Ozone,0.269208761,38.102507,-122.237976
Solano,1,SO2,0.007179638,38.102507,-122.237976
Solano,2,CO,0.016041622,38.102507,-122.237976
Solano,2,NO2,0.126074355,38.102507,-122.237976
Solano,2,Ozone,0.258558654,38.102507,-122.237976
Solano,2,SO2,0.009994717,38.102507,-122.237976
Solano,3,CO,0.009159068,38.102507,-122.237976
Solano,3,NO2,0.05788227,38.102507,-122.237976
Solano,3,Ozone,0.364896257,38.102507,-122.237976
Solano,3,SO2,0.008363996,38.102507,-122.237976
Solano,4,CO,0.007752131,38.102507,-122.237976
Solano,4,NO2,0.050449782,38.102507,-122.237976
Solano,4,Ozone,0.484104145,38.102507,-122.237976
Solano,4,SO2,0.008334855,38.102507,-122.237976
Solano,5,CO,0.007690747,38.102507,-122.237976
Solano,5,NO2,0.03756392,38.102507,-122.237976
Solano,5,Ozone,0.438299288,38.102507,-122.237976
Solano,5,SO2,0.008075173,38.102507,-122.237976
Solano,6,CO,0.007884861,38.102507,-122.237976
Solano,6,NO2,0.041742313,38.102507,-122.237976
Solano,6,Ozone,0.441035056,38.102507,-122.237976
Solano,6,SO2,0.009314583,38.102507,-122.237976
Solano,7,CO,0.007305149,38.102507,-122.237976
Solano,7,NO2,0.03627209,38.102507,-122.237976
Solano,7,Ozone,0.367136213,38.102507,-122.237976
Solano,7,SO2,0.008230694,38.102507,-122.237976
Solano,8,CO,0.007089632,38.102507,-122.237976
Solano,8,NO2,0.027186246,38.102507,-122.237976
Solano,8,Ozone,0.37919196,38.102507,-122.237976
Solano,8,SO2,0.007741201,38.102507,-122.237976
Solano,9,CO,0.00894464,38.102507,-122.237976
Solano,9,NO2,0.059223512,38.102507,-122.237976
Solano,9,Ozone,0.407631345,38.102507,-122.237976
Solano,9,SO2,0.011237228,38.102507,-122.237976
Solano,10,CO,0.011028491,38.102507,-122.237976
Solano,10,NO2,0.084394625,38.102507,-122.237976
Solano,10,Ozone,0.358828213,38.102507,-122.237976
Solano,10,SO2,0.012272189,38.102507,-122.237976
Solano,11,CO,0.015549048,38.102507,-122.237976
Solano,11,NO2,0.109978038,38.102507,-122.237976
Solano,11,Ozone,0.263970387,38.102507,-122.237976
Solano,11,SO2,0.012306279,38.102507,-122.237976
Solano,12,CO,0.016374245,38.102507,-122.237976
Solano,12,NO2,0.13225493,38.102507,-122.237976
Solano,12,Ozone,0.218261642,38.102507,-122.237976
Solano,12,SO2,0.013673049,38.102507,-122.237976
Santa Cruz,1,Ozone,0.272447606,36.983921,-121.989328
Santa Cruz,2,Ozone,0.282384378,36.983921,-121.989328
Santa Cruz,3,Ozone,0.357296674,36.983921,-121.989328
Santa Cruz,4,Ozone,0.427094972,36.983921,-121.989328
Santa Cruz,5,Ozone,0.393483709,36.983921,-121.989328
Santa Cruz,6,Ozone,0.345952381,36.983921,-121.989328
Santa Cruz,7,Ozone,0.276235521,36.983921,-121.989328
Santa Cruz,8,Ozone,0.286616743,36.983921,-121.989328
Santa Cruz,9,Ozone,0.333359825,36.983921,-121.989328
Santa Cruz,10,Ozone,0.331116252,36.983921,-121.989328
Santa Cruz,11,Ozone,0.246279014,36.983921,-121.989328
Santa Cruz,12,Ozone,0.239458525,36.983921,-121.989328
