"","Latitude","Longitude","County","Season","Pollutant","Sample"
"50",32.789561,-116.944222,"San Diego",3,"NO2",0.0747648261758691
"51",32.789561,-116.944222,"San Diego",3,"Ozone",0.490418818129661
"52",32.789561,-116.944222,"San Diego",3,"SO2",0.000829182389937107
"53",32.789561,-116.944222,"San Diego",4,"CO",0.0115181137609014
"54",32.789561,-116.944222,"San Diego",4,"NO2",0.140358543417367
"55",32.789561,-116.944222,"San Diego",4,"Ozone",0.348719132240942
"56",32.789561,-116.944222,"San Diego",4,"SO2",0.00130817610062893
"57",32.79222,-115.56306,"Imperial",1,"CO",3.38123415046492e-05
"58",32.79222,-115.56306,"Imperial",1,"NO2",0.0658737911025145
"59",32.79222,-115.56306,"Imperial",1,"Ozone",0.386142580823432
"60",32.79222,-115.56306,"Imperial",2,"CO",0.000353014037985136
"61",32.79222,-115.56306,"Imperial",2,"NO2",0.0105111976630964
"62",32.79222,-115.56306,"Imperial",2,"Ozone",0.603244858254586
"63",32.79222,-115.56306,"Imperial",3,"CO",0.00430236767793788
"64",32.79222,-115.56306,"Imperial",3,"NO2",0.0369942720763723
"65",32.79222,-115.56306,"Imperial",3,"Ozone",0.498984537272098
"66",32.79222,-115.56306,"Imperial",4,"CO",0.00280573593073593
"67",32.79222,-115.56306,"Imperial",4,"NO2",0.0873252840909091
"68",32.817978,-116.968133,"San Diego",1,"CO",0.0105724374798755
"69",32.817978,-116.968133,"San Diego",1,"NO2",0.129340385812072
"70",32.817978,-116.968133,"San Diego",1,"Ozone",0.353445940562505
"71",32.817978,-116.968133,"San Diego",1,"SO2",0.00155642023346304
"72",32.817978,-116.968133,"San Diego",2,"CO",0.00710851799465661
"73",32.817978,-116.968133,"San Diego",2,"NO2",0.0681215772179628
"74",32.817978,-116.968133,"San Diego",2,"Ozone",0.526625145971195
"75",32.817978,-116.968133,"San Diego",2,"SO2",0.00122550091074681
"76",32.817978,-116.968133,"San Diego",3,"CO",0.00641236263736264
"77",32.817978,-116.968133,"San Diego",3,"NO2",0.0640143737166324
"78",32.817978,-116.968133,"San Diego",3,"Ozone",0.505691191026064
"79",32.817978,-116.968133,"San Diego",3,"SO2",0.00151573538856776
"80",32.842242,-116.768225,"San Diego",1,"NO2",0.0430096105209914
"81",32.842242,-116.768225,"San Diego",1,"Ozone",0.630646693459993
"82",32.842242,-116.768225,"San Diego",2,"NO2",0.0323355097940733
"83",32.842242,-116.768225,"San Diego",2,"Ozone",0.651233014594867
"84",32.842242,-116.768225,"San Diego",3,"NO2",0.0436289913836797
"85",32.842242,-116.768225,"San Diego",3,"Ozone",0.635319057200345
"86",32.842242,-116.768225,"San Diego",4,"NO2",0.0377811550151976
"87",32.842242,-116.768225,"San Diego",4,"Ozone",0.58421768707483
"88",32.845467,-117.123894,"San Diego",1,"NO2",0.114552045572242
"89",32.845467,-117.123894,"San Diego",1,"Ozone",0.437635267630184
"90",32.845467,-117.123894,"San Diego",2,"NO2",0.0621890277023357
"91",32.845467,-117.123894,"San Diego",2,"Ozone",0.521183291214509
"92",32.845467,-117.123894,"San Diego",3,"NO2",0.0660172413793104
"93",32.845467,-117.123894,"San Diego",3,"Ozone",0.475359940320776
"94",32.845467,-117.123894,"San Diego",4,"NO2",0.120521303258145
"95",32.845467,-117.123894,"San Diego",4,"Ozone",0.403340262346785
"96",32.952124,-117.264088,"San Diego",1,"Ozone",0.471494739628135
"97",32.952124,-117.264088,"San Diego",2,"Ozone",0.530475748125539
"98",32.952124,-117.264088,"San Diego",3,"Ozone",0.479316912972085
"99",32.952124,-117.264088,"San Diego",4,"Ozone",0.43358843537415
"100",32.985442,-117.08218,"San Diego",1,"CO",0.0174802804557406
"101",32.985442,-117.08218,"San Diego",1,"NO2",0.199447181171319
"102",32.985442,-117.08218,"San Diego",2,"CO",0.0151123636100874
"103",32.985442,-117.08218,"San Diego",2,"NO2",0.145775075987842
"104",32.985442,-117.08218,"San Diego",3,"CO",0.0151930598023181
"105",32.985442,-117.08218,"San Diego",3,"NO2",0.135311100049776
"106",32.985442,-117.08218,"San Diego",4,"CO",0.0182702374630149
"107",32.985442,-117.08218,"San Diego",4,"NO2",0.202884028484232
"108",33.0325,-115.62361,"Imperial",1,"Ozone",0.329502225819506
"109",33.0325,-115.62361,"Imperial",2,"Ozone",0.494271878242822
"110",33.0325,-115.62361,"Imperial",3,"Ozone",0.460334779072919
"111",33.0325,-115.62361,"Imperial",4,"Ozone",0.370512710776342
"112",33.213611,-115.54528,"Imperial",1,"Ozone",0.363693379790941
"113",33.213611,-115.54528,"Imperial",2,"Ozone",0.498904807824769
"114",33.213611,-115.54528,"Imperial",3,"Ozone",0.46274231678487
"115",33.213611,-115.54528,"Imperial",4,"Ozone",0.184313111545988
"116",33.217025,-117.396158,"San Diego",1,"NO2",0.0945107794361526
"117",33.217025,-117.396158,"San Diego",1,"Ozone",0.477090685898419
"118",33.217025,-117.396158,"San Diego",2,"NO2",0.033259817105971
"119",33.217025,-117.396158,"San Diego",2,"Ozone",0.589656476997579
"120",33.217025,-117.396158,"San Diego",3,"NO2",0.0368775100401606
"121",33.217025,-117.396158,"San Diego",3,"Ozone",0.532261727343694
"122",33.217025,-117.396158,"San Diego",4,"NO2",0.0900811770674784
"123",33.217025,-117.396158,"San Diego",4,"Ozone",0.451553733275788
"124",33.362593,-117.09023,"San Diego",1,"Ozone",0.36939429618001
"125",33.362593,-117.09023,"San Diego",2,"Ozone",0.489423076923077
"126",33.362593,-117.09023,"San Diego",3,"Ozone",0.48320905285191
"127",33.362593,-117.09023,"San Diego",4,"Ozone",0.342307194616977
"128",33.447867,-117.088649,"Riverside",1,"NO2",0.0606236668359573
"129",33.447867,-117.088649,"Riverside",1,"Ozone",0.407483648881239
"130",33.447867,-117.088649,"Riverside",2,"NO2",0.0381673944687045
"131",33.447867,-117.088649,"Riverside",2,"Ozone",0.519242685025817
"132",33.447867,-117.088649,"Riverside",3,"NO2",0.0298532668881506
"133",33.447867,-117.088649,"Riverside",3,"Ozone",0.472679251145809
"134",33.447867,-117.088649,"Riverside",4,"NO2",0.0504166666666667
"135",33.447867,-117.088649,"Riverside",4,"Ozone",0.35682517621364
"136",33.583333,-117.083333,"Riverside",1,"Ozone",0.571511991657977
"137",33.583333,-117.083333,"Riverside",2,"Ozone",0.649496690568119
"138",33.583333,-117.083333,"Riverside",3,"Ozone",0.60542598762494
"139",33.583333,-117.083333,"Riverside",4,"Ozone",0.508484938860722
"140",33.590833,-116.088333,"Riverside",1,"Ozone",0.31592202618099
"141",33.590833,-116.088333,"Riverside",2,"Ozone",0.615613864593456
"142",33.590833,-116.088333,"Riverside",3,"Ozone",0.286873979898634
"143",33.590833,-116.088333,"Riverside",4,"Ozone",0.29756031444836
"144",33.612406,-114.602886,"Riverside",1,"Ozone",0.380167100397206
"145",33.612406,-114.602886,"Riverside",2,"Ozone",0.522973342447027
"146",33.612406,-114.602886,"Riverside",3,"Ozone",0.423182413341603
"147",33.612406,-114.602886,"Riverside",4,"Ozone",0.29280888030888
"148",33.63003,-117.67593,"Orange",1,"CO",0.00209181193138412
"149",33.63003,-117.67593,"Orange",1,"Ozone",0.443697478991597
"150",33.63003,-117.67593,"Orange",2,"CO",0.000324611725199384
"151",33.63003,-117.67593,"Orange",2,"Ozone",0.570277392510402
"152",33.63003,-117.67593,"Orange",3,"CO",0.00332908163265306
"153",33.63003,-117.67593,"Orange",3,"Ozone",0.536069379950833
"154",33.63003,-117.67593,"Orange",4,"CO",0.00779575131553303
"155",33.63003,-117.67593,"Orange",4,"Ozone",0.402267264340934
"156",33.67464,-117.92568,"Orange",1,"CO",0.0101612903225806
"157",33.67464,-117.92568,"Orange",1,"NO2",0.15402621518296
"158",33.67464,-117.92568,"Orange",1,"Ozone",0.424164746543779
"159",33.67464,-117.92568,"Orange",1,"SO2",0.001968968456948
"160",33.67464,-117.92568,"Orange",2,"CO",0.00430947721554375
"161",33.67464,-117.92568,"Orange",2,"NO2",0.041431718061674
"162",33.67464,-117.92568,"Orange",2,"Ozone",0.56132233715404
"163",33.67464,-117.92568,"Orange",2,"SO2",0.000598625775096363
"164",33.67464,-117.92568,"Orange",3,"CO",0.00395768181515736
"165",33.67464,-117.92568,"Orange",3,"NO2",0.0388071843634443
"166",33.67464,-117.92568,"Orange",3,"Ozone",0.481016701044647
"167",33.67464,-117.92568,"Orange",3,"SO2",0.00110282696489593
"168",33.67464,-117.92568,"Orange",4,"CO",0.0102739187418087
"169",33.67464,-117.92568,"Orange",4,"NO2",0.16789360709286
"170",33.67464,-117.92568,"Orange",4,"Ozone",0.341743630051746
"171",33.67464,-117.92568,"Orange",4,"SO2",0.00233639143730887
"172",33.67649,-117.33098,"Riverside",1,"CO",0.00489818644607063
"173",33.67649,-117.33098,"Riverside",1,"NO2",0.10413097826087
"174",33.67649,-117.33098,"Riverside",1,"Ozone",0.436015579071135
"175",33.67649,-117.33098,"Riverside",2,"CO",0.00352958299978168
"176",33.67649,-117.33098,"Riverside",2,"NO2",0.0458862745098039
"177",33.67649,-117.33098,"Riverside",2,"Ozone",0.602918737313642
"178",33.67649,-117.33098,"Riverside",3,"CO",0.00145840238647663
"179",33.67649,-117.33098,"Riverside",3,"NO2",0.0635894101254064
"180",33.67649,-117.33098,"Riverside",3,"Ozone",0.572258364312268
"181",33.67649,-117.33098,"Riverside",4,"CO",0.00164897959183673
"182",33.67649,-117.33098,"Riverside",4,"NO2",0.11868406742795
"183",33.67649,-117.33098,"Riverside",4,"Ozone",0.355091294536005
"184",33.70853,-116.21537,"Riverside",1,"Ozone",0.398421807747489
"185",33.70853,-116.21537,"Riverside",2,"Ozone",0.713672174579934
"186",33.70853,-116.21537,"Riverside",3,"Ozone",0.651285569839665
"187",33.70853,-116.21537,"Riverside",4,"Ozone",0.330745128757466
"188",33.7411,-115.8206,"Riverside",1,"Ozone",0.616140235910878
"189",33.7411,-115.8206,"Riverside",2,"Ozone",0.767404333794375
"190",33.7411,-115.8206,"Riverside",3,"Ozone",0.671223415167886
"191",33.7411,-115.8206,"Riverside",4,"Ozone",0.598613484032067
"192",33.78942,-117.22764,"Riverside",1,"Ozone",0.35230128380224
"193",33.78942,-117.22764,"Riverside",2,"Ozone",0.562169185529645
"194",33.78942,-117.22764,"Riverside",3,"Ozone",0.579527879527879
"195",33.78942,-117.22764,"Riverside",4,"Ozone",0.291151777515414
"196",33.8025,-118.22,"Los Angeles",1,"CO",0.0148629589240276
"197",33.8025,-118.22,"Los Angeles",1,"NO2",0.240108515815085
"198",33.8025,-118.22,"Los Angeles",1,"Ozone",0.278956727919383
"199",33.8025,-118.22,"Los Angeles",1,"SO2",0.0113538616860172
"200",33.8025,-118.22,"Los Angeles",2,"CO",0.00642
"201",33.8025,-118.22,"Los Angeles",2,"NO2",0.116147524752475
"202",33.8025,-118.22,"Los Angeles",2,"Ozone",0.423221371882086
"203",33.8025,-118.22,"Los Angeles",2,"SO2",0.0100164236634825
"204",33.8025,-118.22,"Los Angeles",3,"CO",0.00513469789688401
"205",33.8025,-118.22,"Los Angeles",3,"NO2",0.132261318897638
"206",33.8025,-118.22,"Los Angeles",3,"Ozone",0.370380338550889
"207",33.8025,-118.22,"Los Angeles",3,"SO2",0.014202552627217
"208",33.8025,-118.22,"Los Angeles",4,"CO",0.0140139211136891
"209",33.8025,-118.22,"Los Angeles",4,"NO2",0.247533642691415
"210",33.8025,-118.22,"Los Angeles",4,"Ozone",0.219535019739728
"211",33.8025,-118.22,"Los Angeles",4,"SO2",0.0134039324972906
"212",33.819305,-117.918759,"Orange",1,"CO",0.0262938534942464
"213",33.819305,-117.918759,"Orange",1,"NO2",0.27145235892692
"214",33.819305,-117.918759,"Orange",2,"CO",0.0193314533324163
"215",33.819305,-117.918759,"Orange",2,"NO2",0.207973492723493
"216",33.819305,-117.918759,"Orange",3,"CO",0.0227390147335627
"217",33.819305,-117.918759,"Orange",3,"NO2",0.198983643798274
"218",33.819305,-117.918759,"Orange",4,"CO",0.0274167758846658
"219",33.819305,-117.918759,"Orange",4,"NO2",0.254635737253101
"220",33.83062,-117.93845,"Orange",1,"CO",0.0157314974182444
"221",33.83062,-117.93845,"Orange",1,"NO2",0.203789658634538
"222",33.83062,-117.93845,"Orange",1,"Ozone",0.317794360335797
"223",33.83062,-117.93845,"Orange",2,"CO",0.0122727272727273
"224",33.83062,-117.93845,"Orange",2,"NO2",0.0803545454545455
"225",33.83062,-117.93845,"Orange",2,"Ozone",0.487215007215007
"226",33.83062,-117.93845,"Orange",3,"CO",0.0148121171991392
"227",33.83062,-117.93845,"Orange",3,"NO2",0.0912560834298957
"228",33.83062,-117.93845,"Orange",3,"Ozone",0.448303261049495
"229",33.83062,-117.93845,"Orange",4,"CO",0.0225883754799417
"230",33.83062,-117.93845,"Orange",4,"NO2",0.205360982391103
"231",33.83062,-117.93845,"Orange",4,"Ozone",0.250225076128691
"232",33.85275,-116.54101,"Riverside",1,"CO",0.00514751948714213
"233",33.85275,-116.54101,"Riverside",1,"NO2",0.0879204487506374
"234",33.85275,-116.54101,"Riverside",1,"Ozone",0.516930137684855
"235",33.85275,-116.54101,"Riverside",2,"CO",0.00361286398540257
"236",33.85275,-116.54101,"Riverside",2,"NO2",0.0229528403001072
"237",33.85275,-116.54101,"Riverside",2,"Ozone",0.73848195329087
"238",33.85275,-116.54101,"Riverside",3,"CO",0.00314550878355983
"239",33.85275,-116.54101,"Riverside",3,"NO2",0.0306754342431762
"240",33.85275,-116.54101,"Riverside",3,"Ozone",0.734258800198314
"241",33.85275,-116.54101,"Riverside",4,"CO",0.00275082271538267
"242",33.85275,-116.54101,"Riverside",4,"NO2",0.095477515067223
"243",33.85275,-116.54101,"Riverside",4,"Ozone",0.437340221206702
"244",33.859444,-118.200278,"Los Angeles",1,"NO2",0.28800974025974
"245",33.859444,-118.200278,"Los Angeles",2,"NO2",0.165280092592593
"246",33.859444,-118.200278,"Los Angeles",3,"NO2",0.17815503875969
"247",33.859444,-118.200278,"Los Angeles",4,"NO2",0.328314497452524
"248",33.901389,-118.205,"Los Angeles",1,"CO",0.0273568186730063
"249",33.901389,-118.205,"Los Angeles",1,"NO2",0.217833081190116
"250",33.901389,-118.205,"Los Angeles",1,"Ozone",0.344063079777365
"251",33.901389,-118.205,"Los Angeles",2,"CO",0.0146973731558114
"252",33.901389,-118.205,"Los Angeles",2,"NO2",0.0887539003522899
"253",33.901389,-118.205,"Los Angeles",2,"Ozone",0.467927241354519
"254",33.901389,-118.205,"Los Angeles",3,"CO",0.0114869636067355
"255",33.901389,-118.205,"Los Angeles",3,"NO2",0.0929149239543726
"256",33.901389,-118.205,"Los Angeles",3,"Ozone",0.44638783269962
"257",33.901389,-118.205,"Los Angeles",4,"CO",0.0222120670243062
"258",33.901389,-118.205,"Los Angeles",4,"NO2",0.222099675475197
"259",33.901389,-118.205,"Los Angeles",4,"Ozone",0.231916020928538
"260",33.92086,-116.85841,"Riverside",1,"NO2",0.102313703284258
"261",33.92086,-116.85841,"Riverside",1,"Ozone",0.482240012435877
"262",33.92086,-116.85841,"Riverside",2,"NO2",0.0510590349075975
"263",33.92086,-116.85841,"Riverside",2,"Ozone",0.657058946926788
"264",33.92086,-116.85841,"Riverside",3,"NO2",0.0658834815161441
"265",33.92086,-116.85841,"Riverside",3,"Ozone",0.665135098983413
"266",33.92086,-116.85841,"Riverside",4,"NO2",0.100414126753749
"267",33.92086,-116.85841,"Riverside",4,"Ozone",0.440767512156657
"268",33.92513,-117.95264,"Orange",1,"CO",0.012405647190383
"269",33.92513,-117.95264,"Orange",1,"NO2",0.192004894762604
"270",33.92513,-117.95264,"Orange",1,"Ozone",0.292228124126363
"271",33.92513,-117.95264,"Orange",2,"CO",0.00545574057843996
"272",33.92513,-117.95264,"Orange",2,"NO2",0.0930922651933702
"273",33.92513,-117.95264,"Orange",2,"Ozone",0.484770135812332
"274",33.92513,-117.95264,"Orange",3,"CO",0.0027433240916387
"275",33.92513,-117.95264,"Orange",3,"NO2",0.104797970479705
"276",33.92513,-117.95264,"Orange",3,"Ozone",0.435529783869267
"277",33.92513,-117.95264,"Orange",4,"CO",0.0110811703322106
"278",33.92513,-117.95264,"Orange",4,"NO2",0.19166404805915
"279",33.92513,-117.95264,"Orange",4,"Ozone",0.232430289414563
"280",33.9397,-115.4108,"Riverside",1,"Ozone",0.578449790512231
"281",33.9397,-115.4108,"Riverside",2,"Ozone",0.730496828752643
"282",33.9397,-115.4108,"Riverside",3,"Ozone",0.658108725445409
"283",33.9397,-115.4108,"Riverside",4,"Ozone",0.556327509421035
"284",33.944713,-116.830074,"Riverside",1,"NO2",0.0276598173515982
"285",33.944713,-116.830074,"Riverside",1,"Ozone",0.599896364795918
"286",33.944713,-116.830074,"Riverside",2,"NO2",0.0408614232209738
"287",33.944713,-116.830074,"Riverside",2,"Ozone",0.723840274117027
"288",33.944713,-116.830074,"Riverside",3,"NO2",0.0342543859649123
"289",33.944713,-116.830074,"Riverside",3,"Ozone",0.755361206840497
"290",33.944713,-116.830074,"Riverside",4,"NO2",0.0315840621963071
"291",33.944713,-116.830074,"Riverside",4,"Ozone",0.562351860358291
"292",33.9508,-118.43043,"Los Angeles",1,"CO",0.00645792563600783
"293",33.9508,-118.43043,"Los Angeles",1,"NO2",0.149474492322932
"294",33.9508,-118.43043,"Los Angeles",1,"Ozone",0.407030922065202
"295",33.9508,-118.43043,"Los Angeles",1,"SO2",0.00786527293844367
"296",33.9508,-118.43043,"Los Angeles",2,"CO",0.00458773930472044
"297",33.9508,-118.43043,"Los Angeles",2,"NO2",0.0527247218190614
"298",33.9508,-118.43043,"Los Angeles",2,"Ozone",0.547279900332226
"299",33.9508,-118.43043,"Los Angeles",2,"SO2",0.00586108406361571
"300",33.9508,-118.43043,"Los Angeles",3,"CO",0.00562417689055244
"301",33.9508,-118.43043,"Los Angeles",3,"NO2",0.0531642969984202
"302",33.9508,-118.43043,"Los Angeles",3,"Ozone",0.481541554030637
"303",33.9508,-118.43043,"Los Angeles",3,"SO2",0.0067345948568656
"304",33.9508,-118.43043,"Los Angeles",4,"CO",0.012724552933977
"305",33.9508,-118.43043,"Los Angeles",4,"NO2",0.151065674704977
"306",33.9508,-118.43043,"Los Angeles",4,"Ozone",0.34322276141727
"307",33.9508,-118.43043,"Los Angeles",4,"SO2",0.00874391189700636
"308",33.995638,-117.493304,"Riverside",1,"CO",0.00973270988903622
"309",33.995638,-117.493304,"Riverside",1,"NO2",0.173913531998046
"310",33.995638,-117.493304,"Riverside",1,"Ozone",0.336024844720497
"311",33.995638,-117.493304,"Riverside",2,"CO",0.00370802919708029
"312",33.995638,-117.493304,"Riverside",2,"NO2",0.0932353226589034
"313",33.995638,-117.493304,"Riverside",2,"Ozone",0.548425797503467
"314",33.995638,-117.493304,"Riverside",3,"CO",0.00379225736095965
"315",33.995638,-117.493304,"Riverside",3,"NO2",0.111990534784666
"316",33.995638,-117.493304,"Riverside",3,"Ozone",0.569711310932324
"317",33.995638,-117.493304,"Riverside",4,"CO",0.0100970099667774
"318",33.995638,-117.493304,"Riverside",4,"NO2",0.165421591437878
"319",33.995638,-117.493304,"Riverside",4,"Ozone",0.289627906976744
"320",33.99958,-117.41601,"Riverside",1,"CO",0.0115202178588774
"321",33.99958,-117.41601,"Riverside",1,"NO2",0.182576848249027
"322",33.99958,-117.41601,"Riverside",1,"Ozone",0.33883816234093
"323",33.99958,-117.41601,"Riverside",1,"SO2",0.00308863920099875
"324",33.99958,-117.41601,"Riverside",2,"CO",0.00729623342536728
"325",33.99958,-117.41601,"Riverside",2,"NO2",0.0987113095238095
"326",33.99958,-117.41601,"Riverside",2,"Ozone",0.547785679081884
"327",33.99958,-117.41601,"Riverside",2,"SO2",0.00216358024691358
"328",33.99958,-117.41601,"Riverside",3,"CO",0.00843692000665225
"329",33.99958,-117.41601,"Riverside",3,"NO2",0.118252496433666
"330",33.99958,-117.41601,"Riverside",3,"Ozone",0.561836831736974
"331",33.99958,-117.41601,"Riverside",3,"SO2",0.00375812822850198
"332",33.99958,-117.41601,"Riverside",4,"CO",0.0125839738066517
"333",33.99958,-117.41601,"Riverside",4,"NO2",0.191857928505958
"334",33.99958,-117.41601,"Riverside",4,"Ozone",0.290776152980877
"335",33.99958,-117.41601,"Riverside",4,"SO2",0.00350936515829604
"336",34.01194,-118.06995,"Los Angeles",1,"CO",0.0151113032202291
"337",34.01194,-118.06995,"Los Angeles",1,"NO2",0.250040383644624
"338",34.01194,-118.06995,"Los Angeles",1,"Ozone",0.261618855413003
"339",34.01194,-118.06995,"Los Angeles",2,"CO",0.00907681263460158
"340",34.01194,-118.06995,"Los Angeles",2,"NO2",0.140647153598281
"341",34.01194,-118.06995,"Los Angeles",2,"Ozone",0.44409257956056
"342",34.01194,-118.06995,"Los Angeles",3,"CO",0.00832332201619222
"343",34.01194,-118.06995,"Los Angeles",3,"NO2",0.159879798903108
"344",34.01194,-118.06995,"Los Angeles",3,"Ozone",0.387655208469481
"345",34.01194,-118.06995,"Los Angeles",4,"CO",0.0177875122589081
"346",34.01194,-118.06995,"Los Angeles",4,"NO2",0.243599633531837
"347",34.01194,-118.06995,"Los Angeles",4,"Ozone",0.183569794050343
"348",34.030833,-117.61722,"San Bernardino",1,"NO2",0.359658186864015
"349",34.030833,-117.61722,"San Bernardino",2,"NO2",0.282790174471993
"350",34.030833,-117.61722,"San Bernardino",3,"NO2",0.285874011857707
"351",34.030833,-117.61722,"San Bernardino",4,"NO2",0.310578508568782
"352",34.05111,-118.45636,"Los Angeles",1,"CO",0.010671256454389
