County,Month,Dayofweek,Pollutant,Sample,Latitude,Longitude
Humboldt,5,Wed,Ozone,0.366925466,40.776944,-124.1775
Humboldt,5,Wed,SO2,0.001765568,40.776944,-124.1775
Humboldt,5,Thurs,CO,0.005792779,40.776944,-124.1775
Humboldt,5,Thurs,NO2,0.023485876,40.776944,-124.1775
Humboldt,5,Thurs,Ozone,0.490634921,40.776944,-124.1775
Humboldt,5,Thurs,SO2,0.001854406,40.776944,-124.1775
Humboldt,5,Fri,CO,0.005790274,40.776944,-124.1775
Humboldt,5,Fri,NO2,0.022261111,40.776944,-124.1775
Humboldt,5,Fri,Ozone,0.470341615,40.776944,-124.1775
Humboldt,5,Fri,SO2,0.001748148,40.776944,-124.1775
Humboldt,5,Sat,CO,0.005760369,40.776944,-124.1775
Humboldt,5,Sat,NO2,0.019502793,40.776944,-124.1775
Humboldt,5,Sat,Ozone,0.398594848,40.776944,-124.1775
Humboldt,5,Sat,SO2,0.001832402,40.776944,-124.1775
Humboldt,6,Sun,CO,0.004944397,40.776944,-124.1775
Humboldt,6,Sun,NO2,0.013013986,40.776944,-124.1775
Humboldt,6,Sun,Ozone,0.340267857,40.776944,-124.1775
Humboldt,6,Sun,SO2,0.002086957,40.776944,-124.1775
Humboldt,6,Mon,CO,0.004825397,40.776944,-124.1775
Humboldt,6,Mon,NO2,0.013116279,40.776944,-124.1775
Humboldt,6,Mon,Ozone,0.349058085,40.776944,-124.1775
Humboldt,6,Mon,SO2,0.001790476,40.776944,-124.1775
Humboldt,6,Tues,CO,0.004876847,40.776944,-124.1775
Humboldt,6,Tues,NO2,0.01410119,40.776944,-124.1775
Humboldt,6,Tues,Ozone,0.322791082,40.776944,-124.1775
Humboldt,6,Tues,SO2,0.001894737,40.776944,-124.1775
Humboldt,6,Wed,CO,0.00473545,40.776944,-124.1775
Humboldt,6,Wed,NO2,0.017432039,40.776944,-124.1775
Humboldt,6,Wed,Ozone,0.331052985,40.776944,-124.1775
Humboldt,6,Wed,SO2,0.002439024,40.776944,-124.1775
Humboldt,6,Thurs,CO,0.004279131,40.776944,-124.1775
Humboldt,6,Thurs,NO2,0.015009901,40.776944,-124.1775
Humboldt,6,Thurs,Ozone,0.325701239,40.776944,-124.1775
Humboldt,6,Thurs,SO2,0.002068966,40.776944,-124.1775
Humboldt,6,Fri,CO,0.00501171,40.776944,-124.1775
Humboldt,6,Fri,NO2,0.017142857,40.776944,-124.1775
Humboldt,6,Fri,Ozone,0.374725275,40.776944,-124.1775
Humboldt,6,Fri,SO2,0.001732087,40.776944,-124.1775
Humboldt,6,Sat,CO,0.004850863,40.776944,-124.1775
Humboldt,6,Sat,NO2,0.014102273,40.776944,-124.1775
Humboldt,6,Sat,Ozone,0.350235479,40.776944,-124.1775
Humboldt,6,Sat,SO2,0.001944954,40.776944,-124.1775
Humboldt,7,Sun,CO,0.004152006,40.776944,-124.1775
Humboldt,7,Sun,NO2,0.006370588,40.776944,-124.1775
Humboldt,7,Sun,Ozone,0.270775925,40.776944,-124.1775
Humboldt,7,Sun,SO2,0.003733333,40.776944,-124.1775
Humboldt,7,Mon,CO,0.004223602,40.776944,-124.1775
Humboldt,7,Mon,NO2,0.009376404,40.776944,-124.1775
Humboldt,7,Mon,Ozone,0.25321821,40.776944,-124.1775
Humboldt,7,Mon,SO2,0.003288889,40.776944,-124.1775
Humboldt,7,Tues,CO,0.004201681,40.776944,-124.1775
Humboldt,7,Tues,NO2,0.011138122,40.776944,-124.1775
Humboldt,7,Tues,Ozone,0.261180124,40.776944,-124.1775
Humboldt,7,Tues,SO2,0.003782609,40.776944,-124.1775
Humboldt,7,Wed,CO,0.004270353,40.776944,-124.1775
Humboldt,7,Wed,NO2,0.008988764,40.776944,-124.1775
Humboldt,7,Wed,Ozone,0.264756672,40.776944,-124.1775
Humboldt,7,Wed,SO2,0.0036337,40.776944,-124.1775
Humboldt,7,Thurs,CO,0.00434992,40.776944,-124.1775
Humboldt,7,Thurs,NO2,0.008913295,40.776944,-124.1775
Humboldt,7,Thurs,Ozone,0.235832676,40.776944,-124.1775
Humboldt,7,Thurs,SO2,0.003623529,40.776944,-124.1775
Humboldt,7,Fri,CO,0.004137931,40.776944,-124.1775
Humboldt,7,Fri,NO2,0.008808036,40.776944,-124.1775
Humboldt,7,Fri,Ozone,0.218278228,40.776944,-124.1775
Humboldt,7,Fri,SO2,0.003578947,40.776944,-124.1775
Humboldt,7,Sat,CO,0.004175824,40.776944,-124.1775
Humboldt,7,Sat,NO2,0.006299107,40.776944,-124.1775
Humboldt,7,Sat,Ozone,0.257080474,40.776944,-124.1775
Humboldt,7,Sat,SO2,0.003443478,40.776944,-124.1775
Humboldt,8,Sun,CO,0.006142002,40.776944,-124.1775
Humboldt,8,Sun,NO2,0.006937063,40.776944,-124.1775
Humboldt,8,Sun,Ozone,0.269107143,40.776944,-124.1775
Humboldt,8,Sun,SO2,0.005368421,40.776944,-124.1775
Humboldt,8,Mon,CO,0.005909646,40.776944,-124.1775
Humboldt,8,Mon,NO2,0.010404444,40.776944,-124.1775
Humboldt,8,Mon,Ozone,0.245726762,40.776944,-124.1775
Humboldt,8,Mon,SO2,0.005495652,40.776944,-124.1775
Humboldt,8,Tues,CO,0.005962733,40.776944,-124.1775
Humboldt,8,Tues,NO2,0.009105023,40.776944,-124.1775
Humboldt,8,Tues,Ozone,0.239836375,40.776944,-124.1775
Humboldt,8,Tues,SO2,0.00547619,40.776944,-124.1775
Humboldt,8,Wed,CO,0.006283241,40.776944,-124.1775
Humboldt,8,Wed,NO2,0.011666667,40.776944,-124.1775
Humboldt,8,Wed,Ozone,0.238955318,40.776944,-124.1775
Humboldt,8,Wed,SO2,0.005545723,40.776944,-124.1775
Humboldt,8,Thurs,CO,0.005975422,40.776944,-124.1775
Humboldt,8,Thurs,NO2,0.007211429,40.776944,-124.1775
Humboldt,8,Thurs,Ozone,0.242696629,40.776944,-124.1775
Humboldt,8,Thurs,SO2,0.005492754,40.776944,-124.1775
Humboldt,8,Fri,CO,0.005883257,40.776944,-124.1775
Humboldt,8,Fri,NO2,0.009106742,40.776944,-124.1775
Humboldt,8,Fri,Ozone,0.256907378,40.776944,-124.1775
Humboldt,8,Fri,SO2,0.005391941,40.776944,-124.1775
Humboldt,8,Sat,CO,0.006104606,40.776944,-124.1775
Humboldt,8,Sat,NO2,0.010079096,40.776944,-124.1775
Humboldt,8,Sat,Ozone,0.283202512,40.776944,-124.1775
Humboldt,8,Sat,SO2,0.005168539,40.776944,-124.1775
Humboldt,9,Sun,CO,0.004716007,40.776944,-124.1775
Humboldt,9,Sun,NO2,0.012352518,40.776944,-124.1775
Humboldt,9,Sun,Ozone,0.27033667,40.776944,-124.1775
Humboldt,9,Sun,SO2,0.005568627,40.776944,-124.1775
Humboldt,9,Mon,CO,0.004612929,40.776944,-124.1775
Humboldt,9,Mon,NO2,0.015523256,40.776944,-124.1775
Humboldt,9,Mon,Ozone,0.301685393,40.776944,-124.1775
Humboldt,9,Mon,SO2,0.005783333,40.776944,-124.1775
Humboldt,9,Tues,CO,0.004812834,40.776944,-124.1775
Humboldt,9,Tues,NO2,0.015790055,40.776944,-124.1775
Humboldt,9,Tues,Ozone,0.289363354,40.776944,-124.1775
Humboldt,9,Tues,SO2,0.006962963,40.776944,-124.1775
Humboldt,9,Wed,CO,0.004803089,40.776944,-124.1775
Humboldt,9,Wed,NO2,0.014354286,40.776944,-124.1775
Humboldt,9,Wed,Ozone,0.315706393,40.776944,-124.1775
Humboldt,9,Wed,SO2,0.007156863,40.776944,-124.1775
Humboldt,9,Thurs,CO,0.004892368,40.776944,-124.1775
Humboldt,9,Thurs,NO2,0.013436019,40.776944,-124.1775
Humboldt,9,Thurs,Ozone,0.311764706,40.776944,-124.1775
Humboldt,9,Thurs,SO2,0.005686747,40.776944,-124.1775
Humboldt,9,Fri,CO,0.004972171,40.776944,-124.1775
Humboldt,9,Fri,NO2,0.015313364,40.776944,-124.1775
Humboldt,9,Fri,Ozone,0.297878977,40.776944,-124.1775
Humboldt,9,Fri,SO2,0.004011696,40.776944,-124.1775
Humboldt,9,Sat,CO,0.004583652,40.776944,-124.1775
Humboldt,9,Sat,NO2,0.011535912,40.776944,-124.1775
Humboldt,9,Sat,Ozone,0.245263975,40.776944,-124.1775
Humboldt,9,Sat,SO2,0.006626866,40.776944,-124.1775
Humboldt,10,Sun,CO,0.006936745,40.776944,-124.1775
Humboldt,10,Sun,NO2,0.009125984,40.776944,-124.1775
Humboldt,10,Sun,Ozone,0.392268041,40.776944,-124.1775
Humboldt,10,Sun,SO2,0.000145833,40.776944,-124.1775
Humboldt,10,Mon,CO,0.00713582,40.776944,-124.1775
Humboldt,10,Mon,NO2,0.010862319,40.776944,-124.1775
Humboldt,10,Mon,Ozone,0.418071429,40.776944,-124.1775
Humboldt,10,Mon,SO2,5.19E-05,40.776944,-124.1775
Humboldt,10,Tues,CO,0.007683616,40.776944,-124.1775
Humboldt,10,Tues,NO2,0.019816901,40.776944,-124.1775
Humboldt,10,Tues,Ozone,0.363666391,40.776944,-124.1775
Humboldt,10,Tues,SO2,0.000275862,40.776944,-124.1775
Humboldt,10,Wed,CO,0.007277032,40.776944,-124.1775
Humboldt,10,Wed,NO2,0.02308,40.776944,-124.1775
Humboldt,10,Wed,Ozone,0.317698413,40.776944,-124.1775
Humboldt,10,Wed,SO2,0.000102564,40.776944,-124.1775
Humboldt,10,Thurs,CO,0.007333843,40.776944,-124.1775
Humboldt,10,Thurs,NO2,0.020197605,40.776944,-124.1775
Humboldt,10,Thurs,Ozone,0.317619048,40.776944,-124.1775
Humboldt,10,Thurs,SO2,0.000146119,40.776944,-124.1775
Humboldt,10,Fri,CO,0.007235023,40.776944,-124.1775
Humboldt,10,Fri,NO2,0.016929412,40.776944,-124.1775
Humboldt,10,Fri,Ozone,0.323390895,40.776944,-124.1775
Humboldt,10,Fri,SO2,4.23E-05,40.776944,-124.1775
Humboldt,10,Sat,CO,0.007204969,40.776944,-124.1775
Humboldt,10,Sat,NO2,0.013557576,40.776944,-124.1775
Humboldt,10,Sat,Ozone,0.348772813,40.776944,-124.1775
Humboldt,10,Sat,SO2,0.00065,40.776944,-124.1775
Humboldt,11,Sun,CO,0.0094535,40.776944,-124.1775
Humboldt,11,Sun,NO2,0.012955752,40.776944,-124.1775
Humboldt,11,Sun,Ozone,0.373146474,40.776944,-124.1775
Humboldt,11,Sun,SO2,0.000689655,40.776944,-124.1775
Humboldt,11,Mon,CO,0.009484362,40.776944,-124.1775
Humboldt,11,Mon,NO2,0.019965035,40.776944,-124.1775
Humboldt,11,Mon,Ozone,0.36177394,40.776944,-124.1775
Humboldt,11,Mon,SO2,0.000742857,40.776944,-124.1775
Humboldt,11,Tues,CO,0.009252949,40.776944,-124.1775
Humboldt,11,Tues,NO2,0.019896175,40.776944,-124.1775
Humboldt,11,Tues,Ozone,0.344870988,40.776944,-124.1775
Humboldt,11,Tues,SO2,0.000934579,40.776944,-124.1775
Humboldt,11,Wed,CO,0.009460014,40.776944,-124.1775
Humboldt,11,Wed,NO2,0.019129944,40.776944,-124.1775
Humboldt,11,Wed,Ozone,0.374404762,40.776944,-124.1775
Humboldt,11,Wed,SO2,0.001777778,40.776944,-124.1775
Humboldt,11,Thurs,CO,0.009443099,40.776944,-124.1775
Humboldt,11,Thurs,NO2,0.02076087,40.776944,-124.1775
Humboldt,11,Thurs,Ozone,0.302301587,40.776944,-124.1775
Humboldt,11,Thurs,SO2,0.001671642,40.776944,-124.1775
Humboldt,11,Fri,CO,0.009330105,40.776944,-124.1775
Humboldt,11,Fri,NO2,0.01371223,40.776944,-124.1775
Humboldt,11,Fri,Ozone,0.368038741,40.776944,-124.1775
Humboldt,11,Fri,SO2,0.001651741,40.776944,-124.1775
Humboldt,11,Sat,CO,0.008959627,40.776944,-124.1775
Humboldt,11,Sat,NO2,0.010664179,40.776944,-124.1775
Humboldt,11,Sat,Ozone,0.443555901,40.776944,-124.1775
Humboldt,11,Sat,SO2,0.001062802,40.776944,-124.1775
Humboldt,12,Sun,CO,0.007662338,40.776944,-124.1775
Humboldt,12,Sun,NO2,0.030342105,40.776944,-124.1775
Humboldt,12,Sun,Ozone,0.328483245,40.776944,-124.1775
Humboldt,12,Sun,SO2,0.003087179,40.776944,-124.1775
Humboldt,12,Mon,CO,0.009193935,40.776944,-124.1775
Humboldt,12,Mon,NO2,0.046,40.776944,-124.1775
Humboldt,12,Mon,Ozone,0.317469388,40.776944,-124.1775
Humboldt,12,Mon,SO2,0.003627706,40.776944,-124.1775
Humboldt,12,Tues,CO,0.009174603,40.776944,-124.1775
Humboldt,12,Tues,NO2,0.036479167,40.776944,-124.1775
Humboldt,12,Tues,Ozone,0.288509317,40.776944,-124.1775
Humboldt,12,Tues,SO2,0.003384615,40.776944,-124.1775
Humboldt,12,Wed,CO,0.008537415,40.776944,-124.1775
Humboldt,12,Wed,NO2,0.045305785,40.776944,-124.1775
Humboldt,12,Wed,Ozone,0.279338176,40.776944,-124.1775
Humboldt,12,Wed,SO2,0.003257143,40.776944,-124.1775
Humboldt,12,Thurs,CO,0.007186147,40.776944,-124.1775
Humboldt,12,Thurs,NO2,0.028090909,40.776944,-124.1775
Humboldt,12,Thurs,Ozone,0.331637631,40.776944,-124.1775
Humboldt,12,Thurs,SO2,0.003035088,40.776944,-124.1775
Humboldt,12,Fri,CO,0.006851595,40.776944,-124.1775
Humboldt,12,Fri,NO2,0.027738372,40.776944,-124.1775
Humboldt,12,Fri,Ozone,0.368668047,40.776944,-124.1775
Humboldt,12,Fri,SO2,0.00320155,40.776944,-124.1775
Humboldt,12,Sat,CO,0.008430683,40.776944,-124.1775
Humboldt,12,Sat,NO2,0.031112994,40.776944,-124.1775
Humboldt,12,Sat,Ozone,0.346324549,40.776944,-124.1775
Humboldt,12,Sat,SO2,0.003481905,40.776944,-124.1775
Imperial,1,Sun,CO,0.01519677,32.676186,-115.484144
Imperial,1,Sun,NO2,0.094978261,32.676186,-115.484144
Imperial,1,Sun,Ozone,0.340407177,32.676186,-115.484144
Imperial,1,Sun,SO2,0.007014493,32.676186,-115.484144
Imperial,1,Mon,CO,0.02190989,32.676186,-115.484144
Imperial,1,Mon,NO2,0.157853261,32.676186,-115.484144
Imperial,1,Mon,Ozone,0.249698795,32.676186,-115.484144
Imperial,1,Mon,SO2,0.010028986,32.676186,-115.484144
Imperial,1,Tues,CO,0.01537764,32.676186,-115.484144
Imperial,1,Tues,NO2,0.140336957,32.676186,-115.484144
Imperial,1,Tues,Ozone,0.265465839,32.676186,-115.484144
Imperial,1,Tues,SO2,0.00657971,32.676186,-115.484144
Imperial,1,Wed,CO,0.01541087,32.676186,-115.484144
Imperial,1,Wed,NO2,0.128347826,32.676186,-115.484144
Imperial,1,Wed,Ozone,0.271428571,32.676186,-115.484144
Imperial,1,Wed,SO2,0.006768116,32.676186,-115.484144
Imperial,1,Thurs,CO,0.02133281,32.676186,-115.484144
Imperial,1,Thurs,NO2,0.151758427,32.676186,-115.484144
Imperial,1,Thurs,Ozone,0.258537616,32.676186,-115.484144
Imperial,1,Thurs,SO2,0.009787546,32.676186,-115.484144
Imperial,1,Fri,CO,0.021073043,32.676186,-115.484144
Imperial,1,Fri,NO2,0.135295652,32.676186,-115.484144
Imperial,1,Fri,Ozone,0.268875086,32.676186,-115.484144
Imperial,1,Fri,SO2,0.010168116,32.676186,-115.484144
Imperial,1,Sat,CO,0.016547826,32.676186,-115.484144
Imperial,1,Sat,NO2,0.121873913,32.676186,-115.484144
Imperial,1,Sat,Ozone,0.277743271,32.676186,-115.484144
Imperial,1,Sat,SO2,0.009611594,32.676186,-115.484144
Imperial,2,Sun,CO,0.014926398,32.676186,-115.484144
Imperial,2,Sun,NO2,0.099255435,32.676186,-115.484144
Imperial,2,Sun,Ozone,0.416473988,32.676186,-115.484144
Imperial,2,Sun,SO2,0.010144928,32.676186,-115.484144
Imperial,2,Mon,CO,0.014171925,32.676186,-115.484144
Imperial,2,Mon,NO2,0.105508696,32.676186,-115.484144
Imperial,2,Mon,Ozone,0.395825179,32.676186,-115.484144
Imperial,2,Mon,SO2,0.012857971,32.676186,-115.484144
Imperial,2,Tues,CO,0.017621118,32.676186,-115.484144
Imperial,2,Tues,NO2,0.13011413,32.676186,-115.484144
Imperial,2,Tues,Ozone,0.316770186,32.676186,-115.484144
Imperial,2,Tues,SO2,0.010115942,32.676186,-115.484144
Imperial,2,Wed,CO,0.01993202,32.676186,-115.484144
Imperial,2,Wed,NO2,0.147132948,32.676186,-115.484144
Imperial,2,Wed,Ozone,0.308507223,32.676186,-115.484144
Imperial,2,Wed,SO2,0.010957854,32.676186,-115.484144
Imperial,2,Thurs,CO,0.014422727,32.676186,-115.484144
Imperial,2,Thurs,NO2,0.119586592,32.676186,-115.484144
Imperial,2,Thurs,Ozone,0.340496198,32.676186,-115.484144
Imperial,2,Thurs,SO2,0.009378788,32.676186,-115.484144
Imperial,2,Fri,CO,0.016451553,32.676186,-115.484144
Imperial,2,Fri,NO2,0.127083333,32.676186,-115.484144
Imperial,2,Fri,Ozone,0.339285714,32.676186,-115.484144
Imperial,2,Fri,SO2,0.010898551,32.676186,-115.484144
Imperial,2,Sat,CO,0.015096273,32.676186,-115.484144
Imperial,2,Sat,NO2,0.142456522,32.676186,-115.484144
Imperial,2,Sat,Ozone,0.388769612,32.676186,-115.484144
Imperial,2,Sat,SO2,0.010043478,32.676186,-115.484144
Imperial,3,Sun,CO,0.006117764,32.676186,-115.484144
Imperial,3,Sun,NO2,0.052222826,32.676186,-115.484144
Imperial,3,Sun,Ozone,0.503820598,32.676186,-115.484144
Imperial,3,Sun,SO2,0.012028986,32.676186,-115.484144
Imperial,3,Mon,CO,0.005336149,32.676186,-115.484144
Imperial,3,Mon,NO2,0.039831522,32.676186,-115.484144
Imperial,3,Mon,Ozone,0.500825764,32.676186,-115.484144
Imperial,3,Mon,SO2,0.007710145,32.676186,-115.484144
Imperial,3,Tues,CO,0.008526087,32.676186,-115.484144
Imperial,3,Tues,NO2,0.077803493,32.676186,-115.484144
Imperial,3,Tues,Ozone,0.499309869,32.676186,-115.484144
Imperial,3,Tues,SO2,0.012753623,32.676186,-115.484144
Imperial,3,Wed,CO,0.00749234,32.676186,-115.484144
Imperial,3,Wed,NO2,0.08496875,32.676186,-115.484144
Imperial,3,Wed,Ozone,0.43029133,32.676186,-115.484144
Imperial,3,Wed,SO2,0.009681159,32.676186,-115.484144
Imperial,3,Thurs,CO,0.009131868,32.676186,-115.484144
Imperial,3,Thurs,NO2,0.084285068,32.676186,-115.484144
Imperial,3,Thurs,Ozone,0.42464986,32.676186,-115.484144
Imperial,3,Thurs,SO2,0.010464286,32.676186,-115.484144
Imperial,3,Fri,CO,0.009267578,32.676186,-115.484144
Imperial,3,Fri,NO2,0.097326087,32.676186,-115.484144
Imperial,3,Fri,Ozone,0.482194617,32.676186,-115.484144
Imperial,3,Fri,SO2,0.020362319,32.676186,-115.484144
Imperial,3,Sat,CO,0.007252174,32.676186,-115.484144
Imperial,3,Sat,NO2,0.073891304,32.676186,-115.484144
Imperial,3,Sat,Ozone,0.453250518,32.676186,-115.484144
Imperial,3,Sat,SO2,0.016478261,32.676186,-115.484144
Imperial,4,Sun,CO,0.003541792,32.676186,-115.484144
Imperial,4,Sun,NO2,0.044837349,32.676186,-115.484144
Imperial,4,Sun,Ozone,0.532030932,32.676186,-115.484144
Imperial,4,Sun,SO2,0.007697778,32.676186,-115.484144
Imperial,4,Mon,CO,0.004379616,32.676186,-115.484144
Imperial,4,Mon,NO2,0.057418478,32.676186,-115.484144
Imperial,4,Mon,Ozone,0.522969188,32.676186,-115.484144
Imperial,4,Mon,SO2,0.007768116,32.676186,-115.484144
Imperial,4,Tues,CO,0.005731296,32.676186,-115.484144
Imperial,4,Tues,NO2,0.073404624,32.676186,-115.484144
Imperial,4,Tues,Ozone,0.549558587,32.676186,-115.484144
Imperial,4,Tues,SO2,0.00952809,32.676186,-115.484144
Imperial,4,Wed,CO,0.004785315,32.676186,-115.484144
Imperial,4,Wed,NO2,0.071877095,32.676186,-115.484144
Imperial,4,Wed,Ozone,0.581149154,32.676186,-115.484144
Imperial,4,Wed,SO2,0.013797753,32.676186,-115.484144
Imperial,4,Thurs,CO,0.003345963,32.676186,-115.484144
Imperial,4,Thurs,NO2,0.041961957,32.676186,-115.484144
Imperial,4,Thurs,Ozone,0.574598826,32.676186,-115.484144
Imperial,4,Thurs,SO2,0.009468165,32.676186,-115.484144
Imperial,4,Fri,CO,0.00411528,32.676186,-115.484144
Imperial,4,Fri,NO2,0.051791304,32.676186,-115.484144
Imperial,4,Fri,Ozone,0.513447205,32.676186,-115.484144
Imperial,4,Fri,SO2,0.010365217,32.676186,-115.484144
Imperial,4,Sat,CO,0.003896939,32.676186,-115.484144
Imperial,4,Sat,NO2,0.044290179,32.676186,-115.484144
Imperial,4,Sat,Ozone,0.482599119,32.676186,-115.484144
Imperial,4,Sat,SO2,0.007755352,32.676186,-115.484144
Imperial,5,Sun,CO,0.002544845,32.676186,-115.484144
Imperial,5,Sun,NO2,0.021913043,32.676186,-115.484144
Imperial,5,Sun,Ozone,0.574161491,32.676186,-115.484144
Imperial,5,Sun,SO2,0.007756522,32.676186,-115.484144
Imperial,5,Mon,CO,0.003152919,32.676186,-115.484144
Imperial,5,Mon,NO2,0.03873913,32.676186,-115.484144
Imperial,5,Mon,Ozone,0.579689441,32.676186,-115.484144
Imperial,5,Mon,SO2,0.009089855,32.676186,-115.484144
Imperial,5,Tues,CO,0.003581888,32.676186,-115.484144
Imperial,5,Tues,NO2,0.053111607,32.676186,-115.484144
Imperial,5,Tues,Ozone,0.522981366,32.676186,-115.484144
Imperial,5,Tues,SO2,0.014005797,32.676186,-115.484144
Imperial,5,Wed,CO,0.003473658,32.676186,-115.484144
Imperial,5,Wed,NO2,0.042248555,32.676186,-115.484144
Imperial,5,Wed,Ozone,0.531911469,32.676186,-115.484144
Imperial,5,Wed,SO2,0.01037037,32.676186,-115.484144
Imperial,5,Thurs,CO,0.004764286,32.676186,-115.484144
Imperial,5,Thurs,NO2,0.046583333,32.676186,-115.484144
Imperial,5,Thurs,Ozone,0.574489796,32.676186,-115.484144
Imperial,5,Thurs,SO2,0.011426523,32.676186,-115.484144
Imperial,5,Fri,CO,0.00337236,32.676186,-115.484144
Imperial,5,Fri,NO2,0.044793478,32.676186,-115.484144
Imperial,5,Fri,Ozone,0.582491047,32.676186,-115.484144
Imperial,5,Fri,SO2,0.011985507,32.676186,-115.484144
Imperial,5,Sat,CO,0.002782453,32.676186,-115.484144
Imperial,5,Sat,NO2,0.029467391,32.676186,-115.484144
Imperial,5,Sat,Ozone,0.537810559,32.676186,-115.484144
Imperial,5,Sat,SO2,0.010434783,32.676186,-115.484144
Imperial,6,Sun,CO,0.004743789,32.676186,-115.484144
Imperial,6,Sun,NO2,0.030266304,32.676186,-115.484144
Imperial,6,Sun,Ozone,0.527251553,32.676186,-115.484144
Imperial,6,Sun,SO2,0.008623188,32.676186,-115.484144
Imperial,6,Mon,CO,0.00599441,32.676186,-115.484144
Imperial,6,Mon,NO2,0.03975,32.676186,-115.484144
Imperial,6,Mon,Ozone,0.585363955,32.676186,-115.484144
Imperial,6,Mon,SO2,0.01242029,32.676186,-115.484144
Imperial,6,Tues,CO,0.007143168,32.676186,-115.484144
Imperial,6,Tues,NO2,0.063853261,32.676186,-115.484144
Imperial,6,Tues,Ozone,0.539751553,32.676186,-115.484144
Imperial,6,Tues,SO2,0.023405797,32.676186,-115.484144
Imperial,6,Wed,CO,0.009668333,32.676186,-115.484144
Imperial,6,Wed,NO2,0.054188073,32.676186,-115.484144
Imperial,6,Wed,Ozone,0.542215088,32.676186,-115.484144
Imperial,6,Wed,SO2,0.017310145,32.676186,-115.484144
Imperial,6,Thurs,CO,0.007072547,32.676186,-115.484144
Imperial,6,Thurs,NO2,0.061414097,32.676186,-115.484144
Imperial,6,Thurs,Ozone,0.536685464,32.676186,-115.484144
Imperial,6,Thurs,SO2,0.015594203,32.676186,-115.484144
Imperial,6,Fri,CO,0.007877019,32.676186,-115.484144
Imperial,6,Fri,NO2,0.067043478,32.676186,-115.484144
Imperial,6,Fri,Ozone,0.51242236,32.676186,-115.484144
Imperial,6,Fri,SO2,0.019376812,32.676186,-115.484144
Imperial,6,Sat,CO,0.006131056,32.676186,-115.484144
Imperial,6,Sat,NO2,0.040244565,32.676186,-115.484144
Imperial,6,Sat,Ozone,0.495263975,32.676186,-115.484144
Imperial,6,Sat,SO2,0.009115942,32.676186,-115.484144
Imperial,7,Sun,CO,0.004539268,32.676186,-115.484144
Imperial,7,Sun,NO2,0.030504348,32.676186,-115.484144
Imperial,7,Sun,Ozone,0.422298137,32.676186,-115.484144
Imperial,7,Sun,SO2,0.007628986,32.676186,-115.484144
Imperial,7,Mon,CO,0.005291748,32.676186,-115.484144
Imperial,7,Mon,NO2,0.042108696,32.676186,-115.484144
Imperial,7,Mon,Ozone,0.558928571,32.676186,-115.484144
Imperial,7,Mon,SO2,0.010144928,32.676186,-115.484144
Imperial,7,Tues,CO,0.006289512,32.676186,-115.484144
Imperial,7,Tues,NO2,0.066546961,32.676186,-115.484144
Imperial,7,Tues,Ozone,0.57816047,32.676186,-115.484144
Imperial,7,Tues,SO2,0.012569288,32.676186,-115.484144
Imperial,7,Wed,CO,0.006201937,32.676186,-115.484144
Imperial,7,Wed,NO2,0.064119565,32.676186,-115.484144
Imperial,7,Wed,Ozone,0.549340062,32.676186,-115.484144
Imperial,7,Wed,SO2,0.014725926,32.676186,-115.484144
Imperial,7,Thurs,CO,0.005860142,32.676186,-115.484144
Imperial,7,Thurs,NO2,0.058779006,32.676186,-115.484144
Imperial,7,Thurs,Ozone,0.524970646,32.676186,-115.484144
Imperial,7,Thurs,SO2,0.009866667,32.676186,-115.484144
Imperial,7,Fri,CO,0.006182471,32.676186,-115.484144
Imperial,7,Fri,NO2,0.060652174,32.676186,-115.484144
Imperial,7,Fri,Ozone,0.505745342,32.676186,-115.484144
Imperial,7,Fri,SO2,0.012162319,32.676186,-115.484144
Imperial,7,Sat,CO,0.005387992,32.676186,-115.484144
Imperial,7,Sat,NO2,0.04346087,32.676186,-115.484144
Imperial,7,Sat,Ozone,0.484968944,32.676186,-115.484144
Imperial,7,Sat,SO2,0.010423188,32.676186,-115.484144
Imperial,8,Sun,CO,0.004821429,32.676186,-115.484144
Imperial,8,Sun,NO2,0.05151087,32.676186,-115.484144
Imperial,8,Sun,Ozone,0.4836853,32.676186,-115.484144
Imperial,8,Sun,SO2,0.010608696,32.676186,-115.484144
Imperial,8,Mon,CO,0.005130683,32.676186,-115.484144
Imperial,8,Mon,NO2,0.058952174,32.676186,-115.484144
Imperial,8,Mon,Ozone,0.468864469,32.676186,-115.484144
Imperial,8,Mon,SO2,0.008753623,32.676186,-115.484144
Imperial,8,Tues,CO,0.005455013,32.676186,-115.484144
Imperial,8,Tues,NO2,0.061666667,32.676186,-115.484144
Imperial,8,Tues,Ozone,0.483179724,32.676186,-115.484144
Imperial,8,Tues,SO2,0.008245614,32.676186,-115.484144
Imperial,8,Wed,CO,0.005939382,32.676186,-115.484144
Imperial,8,Wed,NO2,0.06868018,32.676186,-115.484144
Imperial,8,Wed,Ozone,0.418907563,32.676186,-115.484144
Imperial,8,Wed,SO2,0.008707246,32.676186,-115.484144
Imperial,8,Thurs,CO,0.005391837,32.676186,-115.484144
Imperial,8,Thurs,NO2,0.052977273,32.676186,-115.484144
Imperial,8,Thurs,Ozone,0.370012495,32.676186,-115.484144
Imperial,8,Thurs,SO2,0.005863636,32.676186,-115.484144
Imperial,8,Fri,CO,0.005863354,32.676186,-115.484144
Imperial,8,Fri,NO2,0.060603261,32.676186,-115.484144
