County,Hour,Weekend_day,Pollutant,Sample,Latitude,Longitude
Alameda,0,weekday,CO,0.011643177,37.743065,-122.169935
Alameda,0,weekday,NO2,0.096543266,37.687526,-121.784217
Alameda,0,weekday,Ozone,0.30150263,37.687526,-121.784217
Alameda,0,weekday,SO2,0.009056911,37.814781,-122.282347
Alameda,0,weekend,CO,0.012285714,37.743065,-122.169935
Alameda,0,weekend,NO2,0.093625,37.687526,-121.784217
Alameda,0,weekend,Ozone,0.31396648,37.687526,-121.784217
Alameda,0,weekend,SO2,0.0076633,37.814781,-122.282347
Alameda,1,weekday,CO,0.01107183,37.743065,-122.169935
Alameda,1,weekday,NO2,0.09164936,37.687526,-121.784217
Alameda,1,weekday,Ozone,0.299386371,37.687526,-121.784217
Alameda,1,weekday,SO2,0.008856369,37.814781,-122.282347
Alameda,1,weekend,CO,0.012049343,37.743065,-122.169935
Alameda,1,weekend,NO2,0.087891589,37.687526,-121.784217
Alameda,1,weekend,Ozone,0.313221601,37.687526,-121.784217
Alameda,1,weekend,SO2,0.007703704,37.814781,-122.282347
Alameda,2,weekday,CO,0.010308442,37.743065,-122.169935
Alameda,2,weekday,NO2,0.087473269,37.687526,-121.784217
Alameda,2,weekday,Ozone,0.304697987,37.687526,-121.784217
Alameda,2,weekday,SO2,0.008688705,37.814781,-122.282347
Alameda,2,weekend,CO,0.010215113,37.743065,-122.169935
Alameda,2,weekend,NO2,0.085683417,37.687526,-121.784217
Alameda,2,weekend,Ozone,0.303543454,37.687526,-121.784217
Alameda,2,weekend,SO2,0.007626667,37.814781,-122.282347
Alameda,3,weekday,CO,0.014977679,37.743065,-122.169935
Alameda,3,weekday,NO2,0.143403101,37.743065,-122.169935
Alameda,3,weekday,Ozone,0.162767154,37.743065,-122.169935
Alameda,3,weekend,CO,0.013828571,37.814781,-122.282347
Alameda,3,weekend,NO2,0.077352941,37.814781,-122.282347
Alameda,3,weekend,Ozone,0.3232493,37.814781,-122.282347
Alameda,4,weekday,CO,0.012096643,37.743065,-122.169935
Alameda,4,weekday,NO2,0.117440485,37.687526,-121.784217
Alameda,4,weekday,Ozone,0.260825301,37.687526,-121.784217
Alameda,4,weekday,SO2,0.009333333,37.814781,-122.282347
Alameda,4,weekend,CO,0.010887386,37.743065,-122.169935
Alameda,4,weekend,NO2,0.086363977,37.687526,-121.784217
Alameda,4,weekend,Ozone,0.297810414,37.687526,-121.784217
Alameda,4,weekend,SO2,0.009142857,37.814781,-122.282347
Alameda,5,weekday,CO,0.013817169,37.743065,-122.169935
Alameda,5,weekday,NO2,0.135517953,37.687526,-121.784217
Alameda,5,weekday,Ozone,0.248394495,37.687526,-121.784217
Alameda,5,weekday,SO2,0.010765027,37.814781,-122.282347
Alameda,5,weekend,CO,0.011755786,37.743065,-122.169935
Alameda,5,weekend,NO2,0.09460788,37.687526,-121.784217
Alameda,5,weekend,Ozone,0.289078772,37.687526,-121.784217
Alameda,5,weekend,SO2,0.008430976,37.814781,-122.282347
Alameda,6,weekday,CO,0.015498931,37.743065,-122.169935
Alameda,6,weekday,NO2,0.14848355,37.687526,-121.784217
Alameda,6,weekday,Ozone,0.247769231,37.687526,-121.784217
Alameda,6,weekday,SO2,0.011527778,37.814781,-122.282347
Alameda,6,weekend,CO,0.012649641,37.743065,-122.169935
Alameda,6,weekend,NO2,0.099673546,37.687526,-121.784217
Alameda,6,weekend,Ozone,0.293244326,37.687526,-121.784217
Alameda,6,weekend,SO2,0.008565657,37.814781,-122.282347
Alameda,7,weekday,CO,0.016445993,37.743065,-122.169935
Alameda,7,weekday,NO2,0.154397081,37.687526,-121.784217
Alameda,7,weekday,Ozone,0.257285824,37.687526,-121.784217
Alameda,7,weekday,SO2,0.013264368,37.814781,-122.282347
Alameda,7,weekend,CO,0.013296089,37.743065,-122.169935
Alameda,7,weekend,NO2,0.09784803,37.687526,-121.784217
Alameda,7,weekend,Ozone,0.312736983,37.687526,-121.784217
Alameda,7,weekend,SO2,0.009643098,37.814781,-122.282347
Alameda,8,weekday,CO,0.015326158,37.743065,-122.169935
Alameda,8,weekday,NO2,0.151178899,37.687526,-121.784217
Alameda,8,weekday,Ozone,0.28510453,37.687526,-121.784217
Alameda,8,weekday,SO2,0.015518672,37.814781,-122.282347
Alameda,8,weekend,CO,0.013103175,37.743065,-122.169935
Alameda,8,weekend,NO2,0.091983114,37.687526,-121.784217
Alameda,8,weekend,Ozone,0.339505188,37.687526,-121.784217
Alameda,8,weekend,SO2,0.011178451,37.814781,-122.282347
Alameda,9,weekday,CO,0.013414595,37.743065,-122.169935
Alameda,9,weekday,NO2,0.138694785,37.687526,-121.784217
Alameda,9,weekday,Ozone,0.324887966,37.687526,-121.784217
Alameda,9,weekday,SO2,0.018495868,37.814781,-122.282347
Alameda,9,weekend,CO,0.012230159,37.743065,-122.169935
Alameda,9,weekend,NO2,0.079018762,37.687526,-121.784217
Alameda,9,weekend,Ozone,0.382761373,37.687526,-121.784217
Alameda,9,weekend,SO2,0.011851852,37.814781,-122.282347
Alameda,10,weekday,CO,0.012275012,37.743065,-122.169935
Alameda,10,weekday,NO2,0.124829099,37.687526,-121.784217
Alameda,10,weekday,Ozone,0.374243924,37.687526,-121.784217
Alameda,10,weekday,SO2,0.018476965,37.814781,-122.282347
Alameda,10,weekend,CO,0.011777778,37.743065,-122.169935
Alameda,10,weekend,NO2,0.070377111,37.687526,-121.784217
Alameda,10,weekend,Ozone,0.425906183,37.687526,-121.784217
Alameda,10,weekend,SO2,0.01193266,37.814781,-122.282347
Alameda,11,weekday,CO,0.011561992,37.743065,-122.169935
Alameda,11,weekday,NO2,0.111940996,37.687526,-121.784217
Alameda,11,weekday,Ozone,0.421751011,37.687526,-121.784217
Alameda,11,weekday,SO2,0.015519568,37.814781,-122.282347
Alameda,11,weekend,CO,0.011404762,37.743065,-122.169935
Alameda,11,weekend,NO2,0.063525328,37.687526,-121.784217
Alameda,11,weekend,Ozone,0.471108742,37.687526,-121.784217
Alameda,11,weekend,SO2,0.01173064,37.814781,-122.282347
Alameda,12,weekday,CO,0.011243717,37.743065,-122.169935
Alameda,12,weekday,NO2,0.102810069,37.687526,-121.784217
Alameda,12,weekday,Ozone,0.462489111,37.687526,-121.784217
Alameda,12,weekday,SO2,0.014553763,37.814781,-122.282347
Alameda,12,weekend,CO,0.011222222,37.743065,-122.169935
Alameda,12,weekend,NO2,0.060386492,37.687526,-121.784217
Alameda,12,weekend,Ozone,0.502665245,37.687526,-121.784217
Alameda,12,weekend,SO2,0.011407407,37.814781,-122.282347
Alameda,13,weekday,CO,0.011067398,37.743065,-122.169935
Alameda,13,weekday,NO2,0.099687121,37.687526,-121.784217
Alameda,13,weekday,Ozone,0.486081694,37.687526,-121.784217
Alameda,13,weekday,SO2,0.014731183,37.814781,-122.282347
Alameda,13,weekend,CO,0.011045491,37.743065,-122.169935
Alameda,13,weekend,NO2,0.05893985,37.687526,-121.784217
Alameda,13,weekend,Ozone,0.520652755,37.687526,-121.784217
Alameda,13,weekend,SO2,0.011333333,37.814781,-122.282347
Alameda,14,weekday,CO,0.01109375,37.743065,-122.169935
Alameda,14,weekday,NO2,0.098787378,37.687526,-121.784217
Alameda,14,weekday,Ozone,0.488134504,37.687526,-121.784217
Alameda,14,weekday,SO2,0.013301461,37.814781,-122.282347
Alameda,14,weekend,CO,0.011116447,37.743065,-122.169935
Alameda,14,weekend,NO2,0.061024436,37.687526,-121.784217
Alameda,14,weekend,Ozone,0.521602787,37.687526,-121.784217
Alameda,14,weekend,SO2,0.010006873,37.814781,-122.282347
Alameda,15,weekday,CO,0.011275168,37.743065,-122.169935
Alameda,15,weekday,NO2,0.102135886,37.687526,-121.784217
Alameda,15,weekday,Ozone,0.473046833,37.687526,-121.784217
Alameda,15,weekday,SO2,0.014698539,37.814781,-122.282347
Alameda,15,weekend,CO,0.011212485,37.743065,-122.169935
Alameda,15,weekend,NO2,0.065221805,37.687526,-121.784217
Alameda,15,weekend,Ozone,0.506444683,37.687526,-121.784217
Alameda,15,weekend,SO2,0.009786942,37.814781,-122.282347
Alameda,16,weekday,CO,0.01150838,37.743065,-122.169935
Alameda,16,weekday,NO2,0.107146287,37.687526,-121.784217
Alameda,16,weekday,Ozone,0.441668451,37.687526,-121.784217
Alameda,16,weekday,SO2,0.012369478,37.814781,-122.282347
Alameda,16,weekend,CO,0.011564246,37.743065,-122.169935
Alameda,16,weekend,NO2,0.07272045,37.687526,-121.784217
Alameda,16,weekend,Ozone,0.475261324,37.687526,-121.784217
Alameda,16,weekend,SO2,0.009182131,37.814781,-122.282347
Alameda,17,weekday,CO,0.012006385,37.743065,-122.169935
Alameda,17,weekday,NO2,0.118644411,37.687526,-121.784217
Alameda,17,weekday,Ozone,0.395609338,37.687526,-121.784217
Alameda,17,weekday,SO2,0.012862115,37.814781,-122.282347
Alameda,17,weekend,CO,0.011779729,37.743065,-122.169935
Alameda,17,weekend,NO2,0.086801126,37.687526,-121.784217
Alameda,17,weekend,Ozone,0.434414366,37.687526,-121.784217
Alameda,17,weekend,SO2,0.008604811,37.814781,-122.282347
Alameda,18,weekday,CO,0.012618781,37.743065,-122.169935
Alameda,18,weekday,NO2,0.12868595,37.687526,-121.784217
Alameda,18,weekday,Ozone,0.353627693,37.687526,-121.784217
Alameda,18,weekday,SO2,0.011483871,37.814781,-122.282347
Alameda,18,weekend,CO,0.012404962,37.743065,-122.169935
Alameda,18,weekend,NO2,0.099723684,37.687526,-121.784217
Alameda,18,weekend,Ozone,0.389876477,37.687526,-121.784217
Alameda,18,weekend,SO2,0.008206186,37.814781,-122.282347
Alameda,19,weekday,CO,0.013066709,37.743065,-122.169935
Alameda,19,weekday,NO2,0.130658408,37.687526,-121.784217
Alameda,19,weekday,Ozone,0.327681253,37.687526,-121.784217
Alameda,19,weekday,SO2,0.009630229,37.814781,-122.282347
Alameda,19,weekend,CO,0.013060088,37.743065,-122.169935
Alameda,19,weekend,NO2,0.105255639,37.687526,-121.784217
Alameda,19,weekend,Ozone,0.35912624,37.687526,-121.784217
Alameda,19,weekend,SO2,0.007959184,37.814781,-122.282347
Alameda,20,weekday,CO,0.01318706,37.743065,-122.169935
Alameda,20,weekday,NO2,0.12842042,37.687526,-121.784217
Alameda,20,weekday,Ozone,0.313052338,37.687526,-121.784217
Alameda,20,weekday,SO2,0.00905803,37.814781,-122.282347
Alameda,20,weekend,CO,0.013497811,37.743065,-122.169935
Alameda,20,weekend,NO2,0.107289474,37.687526,-121.784217
Alameda,20,weekend,Ozone,0.340208668,37.687526,-121.784217
Alameda,20,weekend,SO2,0.007891156,37.814781,-122.282347
Alameda,21,weekday,CO,0.013215887,37.743065,-122.169935
Alameda,21,weekday,NO2,0.123743994,37.687526,-121.784217
Alameda,21,weekday,Ozone,0.304132231,37.687526,-121.784217
Alameda,21,weekday,SO2,0.008840108,37.814781,-122.282347
Alameda,21,weekend,CO,0.013460317,37.743065,-122.169935
Alameda,21,weekend,NO2,0.105921053,37.687526,-121.784217
Alameda,21,weekend,Ozone,0.330676972,37.687526,-121.784217
Alameda,21,weekend,SO2,0.007973064,37.814781,-122.282347
Alameda,22,weekday,CO,0.012994875,37.743065,-122.169935
Alameda,22,weekday,NO2,0.117211712,37.687526,-121.784217
Alameda,22,weekday,Ozone,0.300053665,37.687526,-121.784217
Alameda,22,weekday,SO2,0.008910569,37.814781,-122.282347
Alameda,22,weekend,CO,0.013238095,37.743065,-122.169935
Alameda,22,weekend,NO2,0.101962406,37.687526,-121.784217
Alameda,22,weekend,Ozone,0.322814499,37.687526,-121.784217
Alameda,22,weekend,SO2,0.007905724,37.814781,-122.282347
Alameda,23,weekday,CO,0.012325432,37.743065,-122.169935
Alameda,23,weekday,NO2,0.107547297,37.687526,-121.784217
Alameda,23,weekday,Ozone,0.300375657,37.687526,-121.784217
Alameda,23,weekday,SO2,0.009295393,37.814781,-122.282347
Alameda,23,weekend,CO,0.01281337,37.743065,-122.169935
Alameda,23,weekend,NO2,0.095917137,37.687526,-121.784217
Alameda,23,weekend,Ozone,0.319136461,37.687526,-121.784217
Alameda,23,weekend,SO2,0.008,37.814781,-122.282347
Contra Costa,0,weekday,CO,0.008828168,37.936013,-122.026154
Contra Costa,0,weekday,NO2,0.059775916,37.936013,-122.026154
Contra Costa,0,weekday,Ozone,0.27448018,37.936013,-122.026154
Contra Costa,0,weekday,SO2,0.012955083,37.936013,-122.026154
Contra Costa,0,weekend,CO,0.009071884,37.936013,-122.026154
Contra Costa,0,weekend,NO2,0.060123684,37.936013,-122.026154
Contra Costa,0,weekend,Ozone,0.287060583,37.936013,-122.026154
Contra Costa,0,weekend,SO2,0.013307733,37.936013,-122.026154
Contra Costa,1,weekday,CO,0.008578764,37.936013,-122.026154
Contra Costa,1,weekday,NO2,0.05693089,37.936013,-122.026154
Contra Costa,1,weekday,Ozone,0.267688856,37.936013,-122.026154
Contra Costa,1,weekday,SO2,0.012806882,37.936013,-122.026154
Contra Costa,1,weekend,CO,0.008890917,37.936013,-122.026154
Contra Costa,1,weekend,NO2,0.056005277,37.936013,-122.026154
Contra Costa,1,weekend,Ozone,0.282339708,37.936013,-122.026154
Contra Costa,1,weekend,SO2,0.012876068,37.936013,-122.026154
Contra Costa,2,weekday,CO,0.008316393,37.936013,-122.026154
Contra Costa,2,weekday,NO2,0.054355485,37.936013,-122.026154
Contra Costa,2,weekday,Ozone,0.264074744,37.936013,-122.026154
Contra Costa,2,weekday,SO2,0.012955599,37.936013,-122.026154
Contra Costa,2,weekend,CO,0.00851819,37.936013,-122.026154
Contra Costa,2,weekend,NO2,0.056505155,37.936013,-122.026154
Contra Costa,2,weekend,Ozone,0.279413919,37.936013,-122.026154
Contra Costa,2,weekend,SO2,0.012681296,37.936013,-122.026154
Contra Costa,3,weekday,CO,0.006285714,37.9604,-122.356811
Contra Costa,3,weekday,NO2,0.0484,37.9604,-122.356811
Contra Costa,3,weekday,Ozone,0.337142857,37.9604,-122.356811
Contra Costa,3,weekday,SO2,0.008,37.9604,-122.356811
Contra Costa,3,weekend,CO,0.008992674,37.936013,-122.026154
Contra Costa,3,weekend,NO2,0.050047619,37.936013,-122.026154
Contra Costa,3,weekend,Ozone,0.264887218,37.936013,-122.026154
Contra Costa,3,weekend,SO2,0.016683544,37.948172,-122.364852
Contra Costa,4,weekday,CO,0.008974263,37.936013,-122.026154
Contra Costa,4,weekday,NO2,0.068887593,37.936013,-122.026154
Contra Costa,4,weekday,Ozone,0.225571883,37.936013,-122.026154
Contra Costa,4,weekday,SO2,0.018420779,37.948172,-122.364852
Contra Costa,4,weekend,CO,0.00840712,37.936013,-122.026154
Contra Costa,4,weekend,NO2,0.052562005,37.936013,-122.026154
Contra Costa,4,weekend,Ozone,0.260367454,37.936013,-122.026154
Contra Costa,4,weekend,SO2,0.015219373,37.936013,-122.026154
Contra Costa,5,weekday,CO,0.009823518,37.936013,-122.026154
Contra Costa,5,weekday,NO2,0.086088889,37.936013,-122.026154
Contra Costa,5,weekday,Ozone,0.205865457,37.936013,-122.026154
Contra Costa,5,weekday,SO2,0.015017044,37.936013,-122.026154
Contra Costa,5,weekend,CO,0.008598813,37.936013,-122.026154
Contra Costa,5,weekend,NO2,0.057844327,37.936013,-122.026154
Contra Costa,5,weekend,Ozone,0.251593551,37.936013,-122.026154
Contra Costa,5,weekend,SO2,0.013986133,37.936013,-122.026154
Contra Costa,6,weekday,CO,0.010844494,37.936013,-122.026154
Contra Costa,6,weekday,NO2,0.095252119,37.936013,-122.026154
Contra Costa,6,weekday,Ozone,0.206213152,37.936013,-122.026154
Contra Costa,6,weekday,SO2,0.014945777,37.936013,-122.026154
Contra Costa,6,weekend,CO,0.009046098,37.936013,-122.026154
Contra Costa,6,weekend,NO2,0.062295515,37.936013,-122.026154
Contra Costa,6,weekend,Ozone,0.256580427,37.936013,-122.026154
Contra Costa,6,weekend,SO2,0.013960533,37.936013,-122.026154
Contra Costa,7,weekday,CO,0.011258327,37.936013,-122.026154
Contra Costa,7,weekday,NO2,0.092481598,37.936013,-122.026154
Contra Costa,7,weekday,Ozone,0.234096041,37.936013,-122.026154
Contra Costa,7,weekday,SO2,0.015968811,37.936013,-122.026154
Contra Costa,7,weekend,CO,0.009584665,37.936013,-122.026154
Contra Costa,7,weekend,NO2,0.060984169,37.936013,-122.026154
Contra Costa,7,weekend,Ozone,0.283989501,37.936013,-122.026154
Contra Costa,7,weekend,SO2,0.014773333,37.936013,-122.026154
Contra Costa,8,weekday,CO,0.010478674,37.936013,-122.026154
Contra Costa,8,weekday,NO2,0.078990446,37.936013,-122.026154
Contra Costa,8,weekday,Ozone,0.28641189,37.936013,-122.026154
Contra Costa,8,weekday,SO2,0.017029945,37.936013,-122.026154
Contra Costa,8,weekend,CO,0.009520767,37.936013,-122.026154
Contra Costa,8,weekend,NO2,0.054973615,37.936013,-122.026154
Contra Costa,8,weekend,Ozone,0.329546307,37.936013,-122.026154
Contra Costa,8,weekend,SO2,0.015694933,37.936013,-122.026154
Contra Costa,9,weekday,CO,0.009654528,37.936013,-122.026154
Contra Costa,9,weekday,NO2,0.067579171,37.936013,-122.026154
Contra Costa,9,weekday,Ozone,0.345653495,37.936013,-122.026154
Contra Costa,9,weekday,SO2,0.017721133,37.936013,-122.026154
Contra Costa,9,weekend,CO,0.009064354,37.936013,-122.026154
Contra Costa,9,weekend,NO2,0.045986807,37.936013,-122.026154
Contra Costa,9,weekend,Ozone,0.388376453,37.936013,-122.026154
Contra Costa,9,weekend,SO2,0.0166912,37.936013,-122.026154
Contra Costa,10,weekday,CO,0.009008403,37.936013,-122.026154
Contra Costa,10,weekday,NO2,0.05880064,37.936013,-122.026154
Contra Costa,10,weekday,Ozone,0.406967899,37.936013,-122.026154
Contra Costa,10,weekday,SO2,0.018417917,37.936013,-122.026154
Contra Costa,10,weekend,CO,0.00882702,37.936013,-122.026154
Contra Costa,10,weekend,NO2,0.039978892,37.936013,-122.026154
Contra Costa,10,weekend,Ozone,0.444694413,37.936013,-122.026154
Contra Costa,10,weekend,SO2,0.0172032,37.936013,-122.026154
Contra Costa,11,weekday,CO,0.008783482,37.936013,-122.026154
Contra Costa,11,weekday,NO2,0.053267021,37.936013,-122.026154
Contra Costa,11,weekday,Ozone,0.461196296,37.936013,-122.026154
Contra Costa,11,weekday,SO2,0.019065972,37.936013,-122.026154
Contra Costa,11,weekend,CO,0.008708791,37.936013,-122.026154
Contra Costa,11,weekend,NO2,0.036343008,37.936013,-122.026154
Contra Costa,11,weekend,Ozone,0.494053852,37.936013,-122.026154
Contra Costa,11,weekend,SO2,0.017757867,37.936013,-122.026154
Contra Costa,12,weekday,CO,0.008519548,37.936013,-122.026154
Contra Costa,12,weekday,NO2,0.047803818,37.936013,-122.026154
Contra Costa,12,weekday,Ozone,0.506468717,37.936013,-122.026154
Contra Costa,12,weekday,SO2,0.018848603,37.936013,-122.026154
Contra Costa,12,weekend,CO,0.008534799,37.936013,-122.026154
Contra Costa,12,weekend,NO2,0.033039578,37.936013,-122.026154
Contra Costa,12,weekend,Ozone,0.528983877,37.936013,-122.026154
Contra Costa,12,weekend,SO2,0.017842697,37.936013,-122.026154
Contra Costa,13,weekday,CO,0.008379476,37.936013,-122.026154
Contra Costa,13,weekday,NO2,0.044737064,37.936013,-122.026154
Contra Costa,13,weekday,Ozone,0.532689697,37.936013,-122.026154
Contra Costa,13,weekday,SO2,0.018807335,37.936013,-122.026154
Contra Costa,13,weekend,CO,0.008351648,37.936013,-122.026154
Contra Costa,13,weekend,NO2,0.030662269,37.936013,-122.026154
Contra Costa,13,weekend,Ozone,0.551781027,37.936013,-122.026154
Contra Costa,13,weekend,SO2,0.017947566,37.936013,-122.026154
Contra Costa,14,weekday,CO,0.008380463,37.936013,-122.026154
Contra Costa,14,weekday,NO2,0.043452731,37.936013,-122.026154
Contra Costa,14,weekday,Ozone,0.539034627,37.936013,-122.026154
Contra Costa,14,weekday,SO2,0.018008591,37.936013,-122.026154
Contra Costa,14,weekend,CO,0.008352351,37.936013,-122.026154
Contra Costa,14,weekend,NO2,0.029705263,37.936013,-122.026154
Contra Costa,14,weekend,Ozone,0.553664921,37.936013,-122.026154
Contra Costa,14,weekend,SO2,0.017434246,37.936013,-122.026154
Contra Costa,15,weekday,CO,0.008443059,37.936013,-122.026154
Contra Costa,15,weekday,NO2,0.044686583,37.936013,-122.026154
Contra Costa,15,weekday,Ozone,0.525471698,37.936013,-122.026154
Contra Costa,15,weekday,SO2,0.017373582,37.936013,-122.026154
Contra Costa,15,weekend,CO,0.008324966,37.936013,-122.026154
Contra Costa,15,weekend,NO2,0.030173684,37.936013,-122.026154
Contra Costa,15,weekend,Ozone,0.542520568,37.936013,-122.026154
Contra Costa,15,weekend,SO2,0.017307568,37.936013,-122.026154
Contra Costa,16,weekday,CO,0.008684982,37.936013,-122.026154
Contra Costa,16,weekday,NO2,0.050029319,37.936013,-122.026154
Contra Costa,16,weekday,Ozone,0.491548242,37.936013,-122.026154
Contra Costa,16,weekday,SO2,0.016783911,37.936013,-122.026154
Contra Costa,16,weekend,CO,0.008525787,37.936013,-122.026154
Contra Costa,16,weekend,NO2,0.035739474,37.936013,-122.026154
Contra Costa,16,weekend,Ozone,0.515706806,37.936013,-122.026154
Contra Costa,16,weekend,SO2,0.017191626,37.936013,-122.026154
Contra Costa,17,weekday,CO,0.009282051,37.936013,-122.026154
Contra Costa,17,weekday,NO2,0.06425445,37.936013,-122.026154
Contra Costa,17,weekday,Ozone,0.434689604,37.936013,-122.026154
Contra Costa,17,weekday,SO2,0.016598972,37.936013,-122.026154
Contra Costa,17,weekend,CO,0.009301689,37.936013,-122.026154
Contra Costa,17,weekend,NO2,0.047242105,37.936013,-122.026154
Contra Costa,17,weekend,Ozone,0.464697083,37.936013,-122.026154
Contra Costa,17,weekend,SO2,0.015772043,37.936013,-122.026154
Contra Costa,18,weekday,CO,0.009798535,37.936013,-122.026154
Contra Costa,18,weekday,NO2,0.07593089,37.936013,-122.026154
Contra Costa,18,weekday,Ozone,0.378339566,37.936013,-122.026154
Contra Costa,18,weekday,SO2,0.016119185,37.936013,-122.026154
Contra Costa,18,weekend,CO,0.009840256,37.936013,-122.026154
Contra Costa,18,weekend,NO2,0.058194737,37.936013,-122.026154
Contra Costa,18,weekend,Ozone,0.414285714,37.936013,-122.026154
Contra Costa,18,weekend,SO2,0.015015054,37.936013,-122.026154
Contra Costa,19,weekday,CO,0.009985348,37.936013,-122.026154
Contra Costa,19,weekday,NO2,0.081312042,37.936013,-122.026154
Contra Costa,19,weekday,Ozone,0.333956619,37.936013,-122.026154
Contra Costa,19,weekday,SO2,0.015231231,37.936013,-122.026154
Contra Costa,19,weekend,CO,0.009949795,37.936013,-122.026154
Contra Costa,19,weekend,NO2,0.0612,37.936013,-122.026154
Contra Costa,19,weekend,Ozone,0.37842184,37.936013,-122.026154
Contra Costa,19,weekend,SO2,0.014733333,37.936013,-122.026154
Contra Costa,20,weekday,CO,0.009937729,37.936013,-122.026154
Contra Costa,20,weekday,NO2,0.080318325,37.936013,-122.026154
Contra Costa,20,weekday,Ozone,0.308930441,37.936013,-122.026154
Contra Costa,20,weekday,SO2,0.015120549,37.936013,-122.026154
Contra Costa,20,weekend,CO,0.009831127,37.936013,-122.026154
Contra Costa,20,weekend,NO2,0.062713158,37.936013,-122.026154
Contra Costa,20,weekend,Ozone,0.352056844,37.936013,-122.026154
Contra Costa,20,weekend,SO2,0.014457728,37.936013,-122.026154
Contra Costa,21,weekday,CO,0.009917477,37.936013,-122.026154
Contra Costa,21,weekday,NO2,0.078191824,37.936013,-122.026154
Contra Costa,21,weekday,Ozone,0.291075172,37.936013,-122.026154
Contra Costa,21,weekday,SO2,0.014548263,37.936013,-122.026154
Contra Costa,21,weekend,CO,0.009895025,37.936013,-122.026154
Contra Costa,21,weekend,NO2,0.063105263,37.936013,-122.026154
Contra Costa,21,weekend,Ozone,0.329880329,37.936013,-122.026154
Contra Costa,21,weekend,SO2,0.014216478,37.936013,-122.026154
Contra Costa,22,weekday,CO,0.009545788,37.936013,-122.026154
Contra Costa,22,weekday,NO2,0.073163351,37.936013,-122.026154
Contra Costa,22,weekday,Ozone,0.282647719,37.936013,-122.026154
Contra Costa,22,weekday,SO2,0.013928403,37.936013,-122.026154
Contra Costa,22,weekend,CO,0.009666819,37.936013,-122.026154
Contra Costa,22,weekend,NO2,0.058713158,37.936013,-122.026154
Contra Costa,22,weekend,Ozone,0.320568437,37.936013,-122.026154
Contra Costa,22,weekend,SO2,0.013714593,37.936013,-122.026154
Contra Costa,23,weekday,CO,0.009172161,37.936013,-122.026154
Contra Costa,23,weekday,NO2,0.067,37.936013,-122.026154
Contra Costa,23,weekday,Ozone,0.27771788,37.936013,-122.026154
Contra Costa,23,weekday,SO2,0.01339507,37.936013,-122.026154
Contra Costa,23,weekend,CO,0.009438613,37.936013,-122.026154
Contra Costa,23,weekend,NO2,0.057144737,37.936013,-122.026154
Contra Costa,23,weekend,Ozone,0.304225879,37.936013,-122.026154
Contra Costa,23,weekend,SO2,0.01333548,37.936013,-122.026154
Fresno,0,weekday,CO,0.009112719,36.785322,-119.774174
Fresno,0,weekday,NO2,0.104723434,36.705506,-119.741966
Fresno,0,weekday,Ozone,0.292327305,36.705506,-119.741966
Fresno,0,weekday,SO2,0.003732304,36.785322,-119.774174
Fresno,0,weekend,CO,0.009005178,36.785322,-119.774174
Fresno,0,weekend,NO2,0.099316344,36.705506,-119.741966
Fresno,0,weekend,Ozone,0.302640394,36.705506,-119.741966
Fresno,0,weekend,SO2,0.003820513,36.785322,-119.774174
Fresno,1,weekday,CO,0.008633364,36.785322,-119.774174
Fresno,1,weekday,NO2,0.10045429,36.705506,-119.741966
Fresno,1,weekday,Ozone,0.255396415,36.705506,-119.741966
Fresno,1,weekday,SO2,0.003135135,36.785322,-119.774174
Fresno,1,weekend,CO,0.008568407,36.785322,-119.774174
Fresno,1,weekend,NO2,0.093619298,36.705506,-119.741966
Fresno,1,weekend,Ozone,0.269942857,36.705506,-119.741966
Fresno,1,weekend,SO2,0.003238095,36.785322,-119.774174
Fresno,2,weekday,CO,0.008243029,36.785322,-119.774174
Fresno,2,weekday,NO2,0.099663842,36.705506,-119.741966
Fresno,2,weekday,Ozone,0.248124058,36.705506,-119.741966
Fresno,2,weekday,SO2,0.002857143,36.785322,-119.774174
Fresno,2,weekend,CO,0.008412643,36.785322,-119.774174
Fresno,2,weekend,NO2,0.090696649,36.705506,-119.741966
Fresno,2,weekend,Ozone,0.264000786,36.705506,-119.741966
Fresno,2,weekend,SO2,0.003533333,36.785322,-119.774174
Fresno,3,weekday,CO,0.006233401,36.785322,-119.774174
Fresno,3,weekday,NO2,0.100639871,36.705506,-119.741966
Fresno,3,weekday,Ozone,0.266943815,36.705506,-119.741966
Fresno,3,weekday,SO2,0.002696429,36.785322,-119.774174
Fresno,3,weekend,CO,0.00618696,36.785322,-119.774174
Fresno,3,weekend,NO2,0.098072,36.705506,-119.741966
Fresno,3,weekend,Ozone,0.286774797,36.705506,-119.741966
Fresno,3,weekend,SO2,0.002833333,36.785322,-119.774174
Fresno,4,weekday,CO,0.009147619,36.785322,-119.774174
Fresno,4,weekday,NO2,0.119457312,36.705506,-119.741966
Fresno,4,weekday,Ozone,0.20220636,36.705506,-119.741966
Fresno,4,weekday,SO2,0.002326898,36.785322,-119.774174
Fresno,4,weekend,CO,0.007917926,36.785322,-119.774174
Fresno,4,weekend,NO2,0.098675958,36.705506,-119.741966
Fresno,4,weekend,Ozone,0.247302341,36.705506,-119.741966
Fresno,4,weekend,SO2,0.002783172,36.785322,-119.774174
Fresno,5,weekday,CO,0.009018428,36.785322,-119.774174
Fresno,5,weekday,NO2,0.132791148,36.705506,-119.741966
