County,Hour,Weekend_day,Pollutant,Sample,Latitude,Longitude
Santa Cruz,13,weekend,Ozone,0.488765603,36.983921,-121.989328
Santa Cruz,14,weekday,Ozone,0.485490196,36.983921,-121.989328
Santa Cruz,14,weekend,Ozone,0.487517337,36.983921,-121.989328
Santa Cruz,15,weekday,Ozone,0.477042802,36.983921,-121.989328
Santa Cruz,15,weekend,Ozone,0.482524272,36.983921,-121.989328
Santa Cruz,16,weekday,Ozone,0.453322259,36.983921,-121.989328
Santa Cruz,16,weekend,Ozone,0.45852982,36.983921,-121.989328
Santa Cruz,17,weekday,Ozone,0.397120709,36.983921,-121.989328
Santa Cruz,17,weekend,Ozone,0.418487395,36.983921,-121.989328
Santa Cruz,18,weekday,Ozone,0.357807309,36.983921,-121.989328
Santa Cruz,18,weekend,Ozone,0.381932773,36.983921,-121.989328
Santa Cruz,19,weekday,Ozone,0.342967885,36.983921,-121.989328
Santa Cruz,19,weekend,Ozone,0.356033287,36.983921,-121.989328
Santa Cruz,20,weekday,Ozone,0.312458472,36.983921,-121.989328
Santa Cruz,20,weekend,Ozone,0.316227462,36.983921,-121.989328
Santa Cruz,21,weekday,Ozone,0.278571429,36.983921,-121.989328
Santa Cruz,21,weekend,Ozone,0.285436893,36.983921,-121.989328
Santa Cruz,22,weekday,Ozone,0.257696567,36.983921,-121.989328
Santa Cruz,22,weekend,Ozone,0.264632455,36.983921,-121.989328
Santa Cruz,23,weekday,Ozone,0.242081949,36.983921,-121.989328
Santa Cruz,23,weekend,Ozone,0.254923717,36.983921,-121.989328
