"","Latitude","Longitude","County","Dayofweek","Pollutant","Sample"
"1",32.579361,-116.929486,"San Diego","Sun","NO2",0.0557890070921986
"2",32.579361,-116.929486,"San Diego","Sun","Ozone",0.517598704695479
"3",32.579361,-116.929486,"San Diego","Mon","NO2",0.0717418772563177
"4",32.579361,-116.929486,"San Diego","Mon","Ozone",0.490836053226211
"5",32.579361,-116.929486,"San Diego","Tues","NO2",0.081044912923923
"6",32.579361,-116.929486,"San Diego","Tues","Ozone",0.475291286727457
"7",32.579361,-116.929486,"San Diego","Wed","NO2",0.0864986498649865
"8",32.579361,-116.929486,"San Diego","Wed","Ozone",0.477710767684382
"9",32.579361,-116.929486,"San Diego","Thurs","NO2",0.0914156898106402
"10",32.579361,-116.929486,"San Diego","Thurs","Ozone",0.47846975088968
"11",32.579361,-116.929486,"San Diego","Fri","NO2",0.0893598615916955
"12",32.579361,-116.929486,"San Diego","Fri","Ozone",0.489116233205966
"13",32.579361,-116.929486,"San Diego","Sat","NO2",0.0704861111111111
"14",32.579361,-116.929486,"San Diego","Sat","Ozone",0.506496830814237
"15",32.631231,-117.059075,"San Diego","Sun","NO2",0.0679965156794425
"16",32.631231,-117.059075,"San Diego","Sun","Ozone",0.434494773519164
"17",32.631231,-117.059075,"San Diego","Mon","NO2",0.0856176735798016
"18",32.631231,-117.059075,"San Diego","Mon","Ozone",0.41000506585613
"19",32.631231,-117.059075,"San Diego","Tues","NO2",0.100488021295475
"20",32.631231,-117.059075,"San Diego","Tues","Ozone",0.385058051489147
"21",32.631231,-117.059075,"San Diego","Wed","NO2",0.104032403240324
"22",32.631231,-117.059075,"San Diego","Wed","Ozone",0.390247619047619
"23",32.631231,-117.059075,"San Diego","Thurs","NO2",0.102914027149321
"24",32.631231,-117.059075,"San Diego","Thurs","Ozone",0.399694695331383
"25",32.631231,-117.059075,"San Diego","Fri","NO2",0.09736568457539
"26",32.631231,-117.059075,"San Diego","Fri","Ozone",0.415422639644093
"27",32.631231,-117.059075,"San Diego","Sat","NO2",0.0800428449014567
"28",32.631231,-117.059075,"San Diego","Sat","Ozone",0.427298322928143
"29",32.676186,-115.484144,"Imperial","Sun","CO",0.0088043356473024
"30",32.676186,-115.484144,"Imperial","Sun","NO2",0.0897342954159593
"31",32.676186,-115.484144,"Imperial","Sun","Ozone",0.476878398418191
"32",32.676186,-115.484144,"Imperial","Sun","SO2",0.00828837998303647
"33",32.676186,-115.484144,"Imperial","Mon","CO",0.00931699070160609
"34",32.676186,-115.484144,"Imperial","Mon","NO2",0.104621553884712
"35",32.676186,-115.484144,"Imperial","Mon","Ozone",0.485967450271248
"36",32.676186,-115.484144,"Imperial","Mon","SO2",0.00844035674470457
"37",32.676186,-115.484144,"Imperial","Tues","CO",0.0104833414043584
"38",32.676186,-115.484144,"Imperial","Tues","NO2",0.122417796610169
"39",32.676186,-115.484144,"Imperial","Tues","Ozone",0.446636177638705
"40",32.676186,-115.484144,"Imperial","Tues","SO2",0.00999325463743676
"41",32.676186,-115.484144,"Imperial","Wed","CO",0.00980899067005937
"42",32.676186,-115.484144,"Imperial","Wed","NO2",0.123512403763901
"43",32.676186,-115.484144,"Imperial","Wed","Ozone",0.427482762791823
"44",32.676186,-115.484144,"Imperial","Wed","SO2",0.00943050847457627
"45",32.676186,-115.484144,"Imperial","Thurs","CO",0.0105433397683398
"46",32.676186,-115.484144,"Imperial","Thurs","NO2",0.123273037542662
"47",32.676186,-115.484144,"Imperial","Thurs","Ozone",0.434138389083444
"48",32.676186,-115.484144,"Imperial","Thurs","SO2",0.008793867120954
"49",32.676186,-115.484144,"Imperial","Fri","CO",0.0112115785772882
"50",32.676186,-115.484144,"Imperial","Fri","NO2",0.128786710418376
"51",32.676186,-115.484144,"Imperial","Fri","Ozone",0.428583244712277
"52",32.676186,-115.484144,"Imperial","Fri","SO2",0.0109062072737216
"53",32.676186,-115.484144,"Imperial","Sat","CO",0.00992167568839727
"54",32.676186,-115.484144,"Imperial","Sat","NO2",0.112183017312448
"55",32.676186,-115.484144,"Imperial","Sat","Ozone",0.449314574314574
"56",32.676186,-115.484144,"Imperial","Sat","SO2",0.00979939543830723
"57",32.701492,-117.149653,"San Diego","Sun","CO",0.00703153988868275
"58",32.701492,-117.149653,"San Diego","Sun","NO2",0.0936257928118393
"59",32.701492,-117.149653,"San Diego","Sun","Ozone",0.444986408939897
"60",32.701492,-117.149653,"San Diego","Mon","CO",0.00778425655976676
"61",32.701492,-117.149653,"San Diego","Mon","NO2",0.116795580110497
"62",32.701492,-117.149653,"San Diego","Mon","Ozone",0.408918792051322
"63",32.701492,-117.149653,"San Diego","Tues","CO",0.00777220514479858
"64",32.701492,-117.149653,"San Diego","Tues","NO2",0.122541436464088
"65",32.701492,-117.149653,"San Diego","Tues","Ozone",0.395606826801517
"66",32.701492,-117.149653,"San Diego","Wed","CO",0.00848406406730303
"67",32.701492,-117.149653,"San Diego","Wed","NO2",0.1321714922049
"68",32.701492,-117.149653,"San Diego","Wed","Ozone",0.399240626483151
"69",32.701492,-117.149653,"San Diego","Thurs","CO",0.00839224629418472
"70",32.701492,-117.149653,"San Diego","Thurs","NO2",0.126222222222222
"71",32.701492,-117.149653,"San Diego","Thurs","Ozone",0.404920634920635
"72",32.701492,-117.149653,"San Diego","Fri","CO",0.00885209713024282
"73",32.701492,-117.149653,"San Diego","Fri","NO2",0.127371244635193
"74",32.701492,-117.149653,"San Diego","Fri","Ozone",0.419037400367872
"75",32.701492,-117.149653,"San Diego","Sat","CO",0.00776882553455222
"76",32.701492,-117.149653,"San Diego","Sat","NO2",0.102970401691332
"77",32.701492,-117.149653,"San Diego","Sat","Ozone",0.429419784881079
"78",32.725226,-116.365203,"San Diego","Sun","Ozone",0.657520907320426
"79",32.725226,-116.365203,"San Diego","Mon","Ozone",0.675443889984913
"80",32.725226,-116.365203,"San Diego","Tues","Ozone",0.69168657429527
"81",32.725226,-116.365203,"San Diego","Wed","Ozone",0.717930387905777
"82",32.725226,-116.365203,"San Diego","Thurs","Ozone",0.712658829117682
"83",32.725226,-116.365203,"San Diego","Fri","Ozone",0.688816911012615
"84",32.725226,-116.365203,"San Diego","Sat","Ozone",0.679055118110236
"85",32.789561,-116.944222,"San Diego","Sun","CO",0.00904485407066052
"86",32.789561,-116.944222,"San Diego","Sun","NO2",0.0919139784946237
"87",32.789561,-116.944222,"San Diego","Sun","Ozone",0.430629041740153
"88",32.789561,-116.944222,"San Diego","Sun","SO2",0.000865949820788531
"89",32.789561,-116.944222,"San Diego","Mon","CO",0.00963958464443046
"90",32.789561,-116.944222,"San Diego","Mon","NO2",0.105569620253165
"91",32.789561,-116.944222,"San Diego","Mon","Ozone",0.401590636254502
"92",32.789561,-116.944222,"San Diego","Mon","SO2",0.00106666666666667
"93",32.789561,-116.944222,"San Diego","Tues","CO",0.00960412844036697
"94",32.789561,-116.944222,"San Diego","Tues","NO2",0.110921658986175
"95",32.789561,-116.944222,"San Diego","Tues","Ozone",0.376867771178493
"96",32.789561,-116.944222,"San Diego","Tues","SO2",0.00108009153318078
"97",32.789561,-116.944222,"San Diego","Wed","CO",0.0102371296905859
"98",32.789561,-116.944222,"San Diego","Wed","NO2",0.117416481069042
"99",32.789561,-116.944222,"San Diego","Wed","Ozone",0.38718671679198
"100",32.789561,-116.944222,"San Diego","Wed","SO2",0.00118314176245211
"101",32.789561,-116.944222,"San Diego","Thurs","CO",0.0100506196999348
"102",32.789561,-116.944222,"San Diego","Thurs","NO2",0.123810572687225
"103",32.789561,-116.944222,"San Diego","Thurs","Ozone",0.405527031108426
"104",32.789561,-116.944222,"San Diego","Thurs","SO2",0.00125400457665904
"105",32.789561,-116.944222,"San Diego","Fri","CO",0.00978940886699507
"106",32.789561,-116.944222,"San Diego","Fri","NO2",0.120450819672131
"107",32.789561,-116.944222,"San Diego","Fri","Ozone",0.428600230414746
"108",32.789561,-116.944222,"San Diego","Fri","SO2",0.00128745519713262
"109",32.789561,-116.944222,"San Diego","Sat","CO",0.0092047619047619
"110",32.789561,-116.944222,"San Diego","Sat","NO2",0.105717213114754
"111",32.789561,-116.944222,"San Diego","Sat","Ozone",0.446999154691462
"112",32.789561,-116.944222,"San Diego","Sat","SO2",0.00103703703703704
"113",32.79222,-115.56306,"Imperial","Sun","CO",0.00193788819875776
"114",32.79222,-115.56306,"Imperial","Sun","NO2",0.0332207357859532
"115",32.79222,-115.56306,"Imperial","Sun","Ozone",0.510796492510047
"116",32.79222,-115.56306,"Imperial","Mon","CO",0.00242768411712511
"117",32.79222,-115.56306,"Imperial","Mon","NO2",0.0455016722408027
"118",32.79222,-115.56306,"Imperial","Mon","Ozone",0.525173547679942
"119",32.79222,-115.56306,"Imperial","Tues","CO",0.00281407035175879
"120",32.79222,-115.56306,"Imperial","Tues","NO2",0.0568963774220725
"121",32.79222,-115.56306,"Imperial","Tues","Ozone",0.495127353266888
"122",32.79222,-115.56306,"Imperial","Wed","CO",0.00357972350230415
"123",32.79222,-115.56306,"Imperial","Wed","NO2",0.058979020979021
"124",32.79222,-115.56306,"Imperial","Wed","Ozone",0.478512069647804
"125",32.79222,-115.56306,"Imperial","Thurs","CO",0.00272873194221509
"126",32.79222,-115.56306,"Imperial","Thurs","NO2",0.0546518771331058
"127",32.79222,-115.56306,"Imperial","Thurs","Ozone",0.486561417019638
"128",32.79222,-115.56306,"Imperial","Fri","CO",0.00262939958592133
"129",32.79222,-115.56306,"Imperial","Fri","NO2",0.0570872427983539
"130",32.79222,-115.56306,"Imperial","Fri","Ozone",0.485383767903048
"131",32.79222,-115.56306,"Imperial","Sat","CO",0.00243616287094548
"132",32.79222,-115.56306,"Imperial","Sat","NO2",0.0469056603773585
"133",32.79222,-115.56306,"Imperial","Sat","Ozone",0.484727804165144
"134",32.817978,-116.968133,"San Diego","Sun","CO",0.00715046583850932
"135",32.817978,-116.968133,"San Diego","Sun","NO2",0.0560691823899371
"136",32.817978,-116.968133,"San Diego","Sun","Ozone",0.486070904132578
"137",32.817978,-116.968133,"San Diego","Sun","SO2",0.000938753387533876
"138",32.817978,-116.968133,"San Diego","Mon","CO",0.00843870788081314
"139",32.817978,-116.968133,"San Diego","Mon","NO2",0.0883940397350993
"140",32.817978,-116.968133,"San Diego","Mon","Ozone",0.436473214285714
"141",32.817978,-116.968133,"San Diego","Mon","SO2",0.00140880503144654
"142",32.817978,-116.968133,"San Diego","Tues","CO",0.00833347107438017
"143",32.817978,-116.968133,"San Diego","Tues","NO2",0.103967741935484
"144",32.817978,-116.968133,"San Diego","Tues","Ozone",0.434248487668683
"145",32.817978,-116.968133,"San Diego","Tues","SO2",0.00152245862884161
"146",32.817978,-116.968133,"San Diego","Wed","CO",0.00847365079365079
"147",32.817978,-116.968133,"San Diego","Wed","NO2",0.109372056514914
"148",32.817978,-116.968133,"San Diego","Wed","Ozone",0.441889400921659
"149",32.817978,-116.968133,"San Diego","Wed","SO2",0.00158144927536232
"150",32.817978,-116.968133,"San Diego","Thurs","CO",0.0086258962011771
"151",32.817978,-116.968133,"San Diego","Thurs","NO2",0.101336477987421
"152",32.817978,-116.968133,"San Diego","Thurs","Ozone",0.447304582210243
"153",32.817978,-116.968133,"San Diego","Thurs","SO2",0.0015728813559322
"154",32.817978,-116.968133,"San Diego","Fri","CO",0.00893291450423382
"155",32.817978,-116.968133,"San Diego","Fri","NO2",0.100016233766234
"156",32.817978,-116.968133,"San Diego","Fri","Ozone",0.445732542218165
"157",32.817978,-116.968133,"San Diego","Fri","SO2",0.00160090702947846
"158",32.817978,-116.968133,"San Diego","Sat","CO",0.00800618712273642
"159",32.817978,-116.968133,"San Diego","Sat","NO2",0.0689209726443769
"160",32.817978,-116.968133,"San Diego","Sat","Ozone",0.477906731377928
"161",32.817978,-116.968133,"San Diego","Sat","SO2",0.00125329120589784
"162",32.842242,-116.768225,"San Diego","Sun","NO2",0.0258813263525305
"163",32.842242,-116.768225,"San Diego","Sun","Ozone",0.629992520568437
"164",32.842242,-116.768225,"San Diego","Mon","NO2",0.035072202166065
"165",32.842242,-116.768225,"San Diego","Mon","Ozone",0.607326657371023
"166",32.842242,-116.768225,"San Diego","Tues","NO2",0.0400456621004566
"167",32.842242,-116.768225,"San Diego","Tues","Ozone",0.614891696750902
"168",32.842242,-116.768225,"San Diego","Wed","NO2",0.0436591928251121
"169",32.842242,-116.768225,"San Diego","Wed","Ozone",0.618474466709761
"170",32.842242,-116.768225,"San Diego","Thurs","NO2",0.0461879432624114
"171",32.842242,-116.768225,"San Diego","Thurs","Ozone",0.627944188428059
"172",32.842242,-116.768225,"San Diego","Fri","NO2",0.0482046834345186
"173",32.842242,-116.768225,"San Diego","Fri","Ozone",0.631904348903482
"174",32.842242,-116.768225,"San Diego","Sat","NO2",0.0353333333333333
"175",32.842242,-116.768225,"San Diego","Sat","Ozone",0.645238095238095
"176",32.845467,-117.123894,"San Diego","Sun","NO2",0.0583917340521114
"177",32.845467,-117.123894,"San Diego","Sun","Ozone",0.493155025985549
"178",32.845467,-117.123894,"San Diego","Mon","NO2",0.0914299424184261
"179",32.845467,-117.123894,"San Diego","Mon","Ozone",0.445727513227513
"180",32.845467,-117.123894,"San Diego","Tues","NO2",0.106321393998064
"181",32.845467,-117.123894,"San Diego","Tues","Ozone",0.432978031977122
"182",32.845467,-117.123894,"San Diego","Wed","NO2",0.108862745098039
"183",32.845467,-117.123894,"San Diego","Wed","Ozone",0.434199529903369
"184",32.845467,-117.123894,"San Diego","Thurs","NO2",0.106620959843291
"185",32.845467,-117.123894,"San Diego","Thurs","Ozone",0.444736140724947
"186",32.845467,-117.123894,"San Diego","Fri","NO2",0.104406028368794
"187",32.845467,-117.123894,"San Diego","Fri","Ozone",0.464665587246232
"188",32.845467,-117.123894,"San Diego","Sat","NO2",0.0723826086956522
"189",32.845467,-117.123894,"San Diego","Sat","Ozone",0.49147465437788
"190",32.952124,-117.264088,"San Diego","Sun","Ozone",0.501259157509158
"191",32.952124,-117.264088,"San Diego","Mon","Ozone",0.482864038616251
"192",32.952124,-117.264088,"San Diego","Tues","Ozone",0.462109744560076
"193",32.952124,-117.264088,"San Diego","Wed","Ozone",0.466851939451277
"194",32.952124,-117.264088,"San Diego","Thurs","Ozone",0.466274052478134
"195",32.952124,-117.264088,"San Diego","Fri","Ozone",0.48048257977224
"196",32.952124,-117.264088,"San Diego","Sat","Ozone",0.488701707097933
"197",32.985442,-117.08218,"San Diego","Sun","CO",0.0159472049689441
"198",32.985442,-117.08218,"San Diego","Sun","NO2",0.119477477477477
"199",32.985442,-117.08218,"San Diego","Mon","CO",0.0159781619654231
"200",32.985442,-117.08218,"San Diego","Mon","NO2",0.167036363636364
"201",32.985442,-117.08218,"San Diego","Tues","CO",0.0161775712995225
"202",32.985442,-117.08218,"San Diego","Tues","NO2",0.181448212648946
"203",32.985442,-117.08218,"San Diego","Wed","CO",0.0168099109562524
"204",32.985442,-117.08218,"San Diego","Wed","NO2",0.19078125
"205",32.985442,-117.08218,"San Diego","Thurs","CO",0.0165494308735132
"206",32.985442,-117.08218,"San Diego","Thurs","NO2",0.192019837691614
"207",32.985442,-117.08218,"San Diego","Fri","CO",0.0169793086358568
"208",32.985442,-117.08218,"San Diego","Fri","NO2",0.19257217847769
"209",32.985442,-117.08218,"San Diego","Sat","CO",0.0169143861410997
"210",32.985442,-117.08218,"San Diego","Sat","NO2",0.147938325991189
"211",33.0325,-115.62361,"Imperial","Sun","Ozone",0.426460303069551
"212",33.0325,-115.62361,"Imperial","Mon","Ozone",0.427839498104823
"213",33.0325,-115.62361,"Imperial","Tues","Ozone",0.428332003192338
"214",33.0325,-115.62361,"Imperial","Wed","Ozone",0.417578332448221
"215",33.0325,-115.62361,"Imperial","Thurs","Ozone",0.417622621281158
"216",33.0325,-115.62361,"Imperial","Fri","Ozone",0.410030116537907
"217",33.0325,-115.62361,"Imperial","Sat","Ozone",0.408630952380952
"218",33.213611,-115.54528,"Imperial","Sun","Ozone",0.38962215320911
"219",33.213611,-115.54528,"Imperial","Mon","Ozone",0.38863781437508
"220",33.213611,-115.54528,"Imperial","Tues","Ozone",0.396216283716284
"221",33.213611,-115.54528,"Imperial","Wed","Ozone",0.39095873015873
"222",33.213611,-115.54528,"Imperial","Thurs","Ozone",0.369889715311618
"223",33.213611,-115.54528,"Imperial","Fri","Ozone",0.381879365079365
"224",33.213611,-115.54528,"Imperial","Sat","Ozone",0.373239614994934
"225",33.217025,-117.396158,"San Diego","Sun","NO2",0.0448653500897666
"226",33.217025,-117.396158,"San Diego","Sun","Ozone",0.538355988715055
"227",33.217025,-117.396158,"San Diego","Mon","NO2",0.0586090909090909
"228",33.217025,-117.396158,"San Diego","Mon","Ozone",0.51687012987013
"229",33.217025,-117.396158,"San Diego","Tues","NO2",0.0742722117202268
"230",33.217025,-117.396158,"San Diego","Tues","Ozone",0.489908982983775
"231",33.217025,-117.396158,"San Diego","Wed","NO2",0.0731121495327103
"232",33.217025,-117.396158,"San Diego","Wed","Ozone",0.500473123932186
"233",33.217025,-117.396158,"San Diego","Thurs","NO2",0.0767796610169491
"234",33.217025,-117.396158,"San Diego","Thurs","Ozone",0.49512067840835
"235",33.217025,-117.396158,"San Diego","Fri","NO2",0.067099725526075
"236",33.217025,-117.396158,"San Diego","Fri","Ozone",0.516981607457798
"237",33.217025,-117.396158,"San Diego","Sat","NO2",0.0508553791887125
"238",33.217025,-117.396158,"San Diego","Sat","Ozone",0.526898893360161
"239",33.362593,-117.09023,"San Diego","Sun","Ozone",0.417044413919414
"240",33.362593,-117.09023,"San Diego","Mon","Ozone",0.424336080586081
"241",33.362593,-117.09023,"San Diego","Tues","Ozone",0.411527014652015
"242",33.362593,-117.09023,"San Diego","Wed","Ozone",0.411939102564103
"243",33.362593,-117.09023,"San Diego","Thurs","Ozone",0.426991758241758
"244",33.362593,-117.09023,"San Diego","Fri","Ozone",0.415577206298856
"245",33.362593,-117.09023,"San Diego","Sat","Ozone",0.438556677635311
"246",33.447867,-117.088649,"Riverside","Sun","NO2",0.0395772357723577
"247",33.447867,-117.088649,"Riverside","Sun","Ozone",0.453387916431395
"248",33.447867,-117.088649,"Riverside","Mon","NO2",0.0410277511961722
"249",33.447867,-117.088649,"Riverside","Mon","Ozone",0.44626547729996
"250",33.447867,-117.088649,"Riverside","Tues","NO2",0.0459203109815355
"251",33.447867,-117.088649,"Riverside","Tues","Ozone",0.433995703544576
"252",33.447867,-117.088649,"Riverside","Wed","NO2",0.0491010587102984
"253",33.447867,-117.088649,"Riverside","Wed","Ozone",0.428116639914393
"254",33.447867,-117.088649,"Riverside","Thurs","NO2",0.0475898931000972
"255",33.447867,-117.088649,"Riverside","Thurs","Ozone",0.446323229577273
"256",33.447867,-117.088649,"Riverside","Fri","NO2",0.0462553788587465
"257",33.447867,-117.088649,"Riverside","Fri","Ozone",0.451277638024626
"258",33.447867,-117.088649,"Riverside","Sat","NO2",0.0425929694727105
"259",33.447867,-117.088649,"Riverside","Sat","Ozone",0.456059204440333
"260",33.583333,-117.083333,"Riverside","Sun","Ozone",0.584660123591421
"261",33.583333,-117.083333,"Riverside","Mon","Ozone",0.579689440993789
"262",33.583333,-117.083333,"Riverside","Tues","Ozone",0.579427549194991
"263",33.583333,-117.083333,"Riverside","Wed","Ozone",0.58034632034632
"264",33.583333,-117.083333,"Riverside","Thurs","Ozone",0.587966650074664
"265",33.583333,-117.083333,"Riverside","Fri","Ozone",0.59157755616965
"266",33.583333,-117.083333,"Riverside","Sat","Ozone",0.592566686425608
"267",33.590833,-116.088333,"Riverside","Sun","Ozone",0.359279533815999
"268",33.590833,-116.088333,"Riverside","Mon","Ozone",0.36594387755102
"269",33.590833,-116.088333,"Riverside","Tues","Ozone",0.32531911173282
"270",33.590833,-116.088333,"Riverside","Wed","Ozone",0.329505020257178
"271",33.590833,-116.088333,"Riverside","Thurs","Ozone",0.356211562115621
"272",33.590833,-116.088333,"Riverside","Fri","Ozone",0.347619047619048
"273",33.590833,-116.088333,"Riverside","Sat","Ozone",0.347775460549183
"274",33.612406,-114.602886,"Riverside","Sun","Ozone",0.426346280447663
"275",33.612406,-114.602886,"Riverside","Mon","Ozone",0.42617519968574
"276",33.612406,-114.602886,"Riverside","Tues","Ozone",0.415444719364501
"277",33.612406,-114.602886,"Riverside","Wed","Ozone",0.410157867494824
"278",33.612406,-114.602886,"Riverside","Thurs","Ozone",0.399421370708499
"279",33.612406,-114.602886,"Riverside","Fri","Ozone",0.399523391446131
"280",33.612406,-114.602886,"Riverside","Sat","Ozone",0.419004407570651
"281",33.63003,-117.67593,"Orange","Sun","CO",0.00248468512619456
"282",33.63003,-117.67593,"Orange","Sun","Ozone",0.511067892503536
"283",33.63003,-117.67593,"Orange","Mon","CO",0.00301628106255356
"284",33.63003,-117.67593,"Orange","Mon","Ozone",0.482605111294312
"285",33.63003,-117.67593,"Orange","Tues","CO",0.00372240548084243
"286",33.63003,-117.67593,"Orange","Tues","Ozone",0.468905380333952
"287",33.63003,-117.67593,"Orange","Wed","CO",0.00380290430681395
"288",33.63003,-117.67593,"Orange","Wed","Ozone",0.469786673058485
"289",33.63003,-117.67593,"Orange","Thurs","CO",0.00410605872878206
"290",33.63003,-117.67593,"Orange","Thurs","Ozone",0.47559573703748
"291",33.63003,-117.67593,"Orange","Fri","CO",0.00377736549165121
"292",33.63003,-117.67593,"Orange","Fri","Ozone",0.495849894786065
"293",33.63003,-117.67593,"Orange","Sat","CO",0.00340565577766943
"294",33.63003,-117.67593,"Orange","Sat","Ozone",0.502702702702703
"295",33.67464,-117.92568,"Orange","Sun","CO",0.00587132309855854
"296",33.67464,-117.92568,"Orange","Sun","NO2",0.0726175468483816
"297",33.67464,-117.92568,"Orange","Sun","Ozone",0.484929742388759
"298",33.67464,-117.92568,"Orange","Sun","SO2",0.00114854771784232
"299",33.67464,-117.92568,"Orange","Mon","CO",0.00611706512778236
"300",33.67464,-117.92568,"Orange","Mon","NO2",0.0887549271636675
"301",33.67464,-117.92568,"Orange","Mon","Ozone",0.455894476504534
"302",33.67464,-117.92568,"Orange","Mon","SO2",0.00124874791318865
"303",33.67464,-117.92568,"Orange","Tues","CO",0.00754452769929984
"304",33.67464,-117.92568,"Orange","Tues","NO2",0.111154804270463
"305",33.67464,-117.92568,"Orange","Tues","Ozone",0.439196658887115
"306",33.67464,-117.92568,"Orange","Tues","SO2",0.00160389796503296
"307",33.67464,-117.92568,"Orange","Wed","CO",0.00842079269045561
"308",33.67464,-117.92568,"Orange","Wed","NO2",0.123313075506446
"309",33.67464,-117.92568,"Orange","Wed","Ozone",0.426830472897889
"310",33.67464,-117.92568,"Orange","Wed","SO2",0.00174556040756914
"311",33.67464,-117.92568,"Orange","Thurs","CO",0.00843146718146718
"312",33.67464,-117.92568,"Orange","Thurs","NO2",0.123574021012416
"313",33.67464,-117.92568,"Orange","Thurs","Ozone",0.425687741312741
"314",33.67464,-117.92568,"Orange","Thurs","SO2",0.00194188034188034
"315",33.67464,-117.92568,"Orange","Fri","CO",0.00753114793758316
"316",33.67464,-117.92568,"Orange","Fri","NO2",0.104242314647378
"317",33.67464,-117.92568,"Orange","Fri","Ozone",0.457384782871658
"318",33.67464,-117.92568,"Orange","Fri","SO2",0.00151546391752577
"319",33.67464,-117.92568,"Orange","Sat","CO",0.00637433648742211
"320",33.67464,-117.92568,"Orange","Sat","NO2",0.0891915422885572
"321",33.67464,-117.92568,"Orange","Sat","Ozone",0.463281790906993
"322",33.67464,-117.92568,"Orange","Sat","SO2",0.00140408163265306
"323",33.67649,-117.33098,"Riverside","Sun","CO",0.00337984496124031
"324",33.67649,-117.33098,"Riverside","Sun","NO2",0.0592740805604203
"325",33.67649,-117.33098,"Riverside","Sun","Ozone",0.502040816326531
"326",33.67649,-117.33098,"Riverside","Mon","CO",0.00324080343037689
"327",33.67649,-117.33098,"Riverside","Mon","NO2",0.0687712014134276
"328",33.67649,-117.33098,"Riverside","Mon","Ozone",0.493492459327871
"329",33.67649,-117.33098,"Riverside","Tues","CO",0.00430347627505709
"330",33.67649,-117.33098,"Riverside","Tues","NO2",0.088365275142315
"331",33.67649,-117.33098,"Riverside","Tues","Ozone",0.470550245414621
"332",33.67649,-117.33098,"Riverside","Wed","CO",0.00387921022067364
"333",33.67649,-117.33098,"Riverside","Wed","NO2",0.0932486818980668
"334",33.67649,-117.33098,"Riverside","Wed","Ozone",0.470942249240122
"335",33.67649,-117.33098,"Riverside","Thurs","CO",0.00418367346938775
"336",33.67649,-117.33098,"Riverside","Thurs","NO2",0.0947976929902396
"337",33.67649,-117.33098,"Riverside","Thurs","Ozone",0.490610845880769
"338",33.67649,-117.33098,"Riverside","Fri","CO",0.00396356365252166
"339",33.67649,-117.33098,"Riverside","Fri","NO2",0.0910333333333333
"340",33.67649,-117.33098,"Riverside","Fri","Ozone",0.502704634814726
"341",33.67649,-117.33098,"Riverside","Sat","CO",0.00381098901098901
"342",33.67649,-117.33098,"Riverside","Sat","NO2",0.0745987708516242
"343",33.67649,-117.33098,"Riverside","Sat","Ozone",0.515417971573115
"344",33.70853,-116.21537,"Riverside","Sun","Ozone",0.541183558709332
"345",33.70853,-116.21537,"Riverside","Mon","Ozone",0.543263806900171
"346",33.70853,-116.21537,"Riverside","Tues","Ozone",0.529036845507434
"347",33.70853,-116.21537,"Riverside","Wed","Ozone",0.529683257918552
"348",33.70853,-116.21537,"Riverside","Thurs","Ozone",0.540458322165639
"349",33.70853,-116.21537,"Riverside","Fri","Ozone",0.534625597450876
"350",33.70853,-116.21537,"Riverside","Sat","Ozone",0.538714419350528
"351",33.7411,-115.8206,"Riverside","Sun","Ozone",0.650963015479144
"352",33.7411,-115.8206,"Riverside","Mon","Ozone",0.665393491807062
"353",33.7411,-115.8206,"Riverside","Tues","Ozone",0.675749913803011
"354",33.7411,-115.8206,"Riverside","Wed","Ozone",0.674241363211951
"355",33.7411,-115.8206,"Riverside","Thurs","Ozone",0.665581232492997
"356",33.7411,-115.8206,"Riverside","Fri","Ozone",0.654977660671325
"357",33.7411,-115.8206,"Riverside","Sat","Ozone",0.655117010129235
"358",33.78942,-117.22764,"Riverside","Sun","Ozone",0.46375815056313
"359",33.78942,-117.22764,"Riverside","Mon","Ozone",0.440347970173985
"360",33.78942,-117.22764,"Riverside","Tues","Ozone",0.427377968731352
"361",33.78942,-117.22764,"Riverside","Wed","Ozone",0.429332065604944
"362",33.78942,-117.22764,"Riverside","Thurs","Ozone",0.443024227234753
"363",33.78942,-117.22764,"Riverside","Fri","Ozone",0.450238677378042
"364",33.78942,-117.22764,"Riverside","Sat","Ozone",0.459593495934959
"365",33.8025,-118.22,"Los Angeles","Sun","CO",0.00875457875457875
"366",33.8025,-118.22,"Los Angeles","Sun","NO2",0.130059513830679
"367",33.8025,-118.22,"Los Angeles","Sun","Ozone",0.36797608881298
"368",33.8025,-118.22,"Los Angeles","Sun","SO2",0.00983986371379898
"369",33.8025,-118.22,"Los Angeles","Mon","CO",0.00957997557997558
"370",33.8025,-118.22,"Los Angeles","Mon","NO2",0.186471081307628
"371",33.8025,-118.22,"Los Angeles","Mon","Ozone",0.309194265941671
"372",33.8025,-118.22,"Los Angeles","Mon","SO2",0.0120204778156997
"373",33.8025,-118.22,"Los Angeles","Tues","CO",0.00995551161641127
"374",33.8025,-118.22,"Los Angeles","Tues","NO2",0.207910652920962
"375",33.8025,-118.22,"Los Angeles","Tues","Ozone",0.31002621231979
"376",33.8025,-118.22,"Los Angeles","Tues","SO2",0.0123359217716422
"377",33.8025,-118.22,"Los Angeles","Wed","CO",0.0111092003439381
"378",33.8025,-118.22,"Los Angeles","Wed","NO2",0.22017398794143
"379",33.8025,-118.22,"Los Angeles","Wed","Ozone",0.296631716906946
"380",33.8025,-118.22,"Los Angeles","Wed","SO2",0.0130221445221445
