"","County","Dayofweek","Pollutant","Sample","Latitude","Longitude"
"377","Riverside","Sat","Ozone",0.528887460496009,33.7411,-115.8206
"378","Riverside","Sat","SO2",0.00332083672914969,33.99958,-117.41601
"379","Sacramento","Sun","CO",0.0103258697261288,38.71209,-121.38109
"380","Sacramento","Sun","NO2",0.0521552258064516,38.71209,-121.38109
"381","Sacramento","Sun","Ozone",0.41058559336673,38.71209,-121.38109
"382","Sacramento","Sun","SO2",0.03556038647343,38.613779,-121.368014
"383","Sacramento","Mon","CO",0.0106807554522029,38.71209,-121.38109
"384","Sacramento","Mon","NO2",0.0693023803295841,38.71209,-121.38109
"385","Sacramento","Mon","Ozone",0.390797481267809,38.71209,-121.38109
"386","Sacramento","Mon","SO2",0.0358297101449275,38.613779,-121.368014
"387","Sacramento","Tues","CO",0.0107813277238136,38.71209,-121.38109
"388","Sacramento","Tues","NO2",0.0750952874158467,38.71209,-121.38109
"389","Sacramento","Tues","Ozone",0.383408850233495,38.71209,-121.38109
"390","Sacramento","Tues","SO2",0.0360226595110316,38.613779,-121.368014
"391","Sacramento","Wed","CO",0.010734467020944,38.71209,-121.38109
"392","Sacramento","Wed","NO2",0.0775217849150981,38.71209,-121.38109
"393","Sacramento","Wed","Ozone",0.375172924901186,38.71209,-121.38109
"394","Sacramento","Wed","SO2",0.0375003003003003,38.613779,-121.368014
"395","Sacramento","Thurs","CO",0.0105440947588836,38.71209,-121.38109
"396","Sacramento","Thurs","NO2",0.0730425782785274,38.71209,-121.38109
"397","Sacramento","Thurs","Ozone",0.377227687921294,38.71209,-121.38109
"398","Sacramento","Thurs","SO2",0.0351361161524501,38.613779,-121.368014
"399","Sacramento","Fri","CO",0.0110379064669346,38.71209,-121.38109
"400","Sacramento","Fri","NO2",0.0730269035532995,38.71209,-121.38109
"401","Sacramento","Fri","Ozone",0.380177717019822,38.71209,-121.38109
"402","Sacramento","Fri","SO2",0.0339165237278445,38.613779,-121.368014
"403","Sacramento","Sat","CO",0.0103488598467778,38.71209,-121.38109
"404","Sacramento","Sat","NO2",0.0586824087956022,38.71209,-121.38109
"405","Sacramento","Sat","Ozone",0.401174328477883,38.71209,-121.38109
"406","Sacramento","Sat","SO2",0.0344486301369863,38.613779,-121.368014
"407","San Bernardino","Sun","CO",0.0101509411025792,34.895007,-117.024484
"408","San Bernardino","Sun","NO2",0.132841820391031,34.895007,-117.024484
"409","San Bernardino","Sun","Ozone",0.570308806146572,34.895007,-117.024484
"410","San Bernardino","Sun","SO2",0.00860257913247362,34.510014,-117.331433
"411","San Bernardino","Mon","CO",0.0102934417895272,34.895007,-117.024484
"412","San Bernardino","Mon","NO2",0.173642689338852,34.895007,-117.024484
"413","San Bernardino","Mon","Ozone",0.550518582999819,34.895007,-117.024484
"414","San Bernardino","Mon","SO2",0.00865180782565627,34.510014,-117.331433
"415","San Bernardino","Tues","CO",0.011074559572514,34.895007,-117.024484
"416","San Bernardino","Tues","NO2",0.199022871376812,34.895007,-117.024484
"417","San Bernardino","Tues","Ozone",0.547208171311591,34.895007,-117.024484
"418","San Bernardino","Tues","SO2",0.00904645972813958,34.510014,-117.331433
"419","San Bernardino","Wed","CO",0.0116068878279675,34.895007,-117.024484
"420","San Bernardino","Wed","NO2",0.205657171469901,34.895007,-117.024484
"421","San Bernardino","Wed","Ozone",0.551473787484537,34.895007,-117.024484
"422","San Bernardino","Wed","SO2",0.00891112442580387,34.510014,-117.331433
"423","San Bernardino","Thurs","CO",0.0116365642366787,34.895007,-117.024484
"424","San Bernardino","Thurs","NO2",0.210961273091476,34.895007,-117.024484
"425","San Bernardino","Thurs","Ozone",0.55443082348942,34.895007,-117.024484
"426","San Bernardino","Thurs","SO2",0.00939015487816908,34.510014,-117.331433
"427","San Bernardino","Fri","CO",0.0117454117928382,34.895007,-117.024484
"428","San Bernardino","Fri","NO2",0.203060493961484,34.895007,-117.024484
"429","San Bernardino","Fri","Ozone",0.554065982221109,34.895007,-117.024484
"430","San Bernardino","Fri","SO2",0.00917350402482785,34.510014,-117.331433
"431","San Bernardino","Sat","CO",0.011178991015895,34.895007,-117.024484
"432","San Bernardino","Sat","NO2",0.161238392466053,34.895007,-117.024484
"433","San Bernardino","Sat","Ozone",0.572206110123595,34.895007,-117.024484
"434","San Bernardino","Sat","SO2",0.00861276924562929,34.510014,-117.331433
"435","San Diego","Sun","CO",0.0105930283837673,32.701492,-117.149653
"436","San Diego","Sun","NO2",0.0664558255734726,32.631231,-117.059075
"437","San Diego","Sun","Ozone",0.511111111111111,32.631231,-117.059075
"438","San Diego","Sun","SO2",0.000907407407407408,32.817978,-116.968133
"439","San Diego","Mon","CO",0.0112385152161272,32.701492,-117.149653
"440","San Diego","Mon","NO2",0.0895801169590643,32.631231,-117.059075
"441","San Diego","Mon","Ozone",0.491040520765,32.631231,-117.059075
"442","San Diego","Mon","SO2",0.00125883108542068,32.817978,-116.968133
"443","San Diego","Tues","CO",0.0113375355915562,32.701492,-117.149653
"444","San Diego","Tues","NO2",0.101181689141235,32.631231,-117.059075
"445","San Diego","Tues","Ozone",0.479134447014916,32.631231,-117.059075
"446","San Diego","Tues","SO2",0.00132933732933733,32.817978,-116.968133
"447","San Diego","Wed","CO",0.0119004355699114,32.701492,-117.149653
"448","San Diego","Wed","NO2",0.105692434404048,32.631231,-117.059075
"449","San Diego","Wed","Ozone",0.486420792205473,32.631231,-117.059075
"450","San Diego","Wed","SO2",0.00140990099009901,32.817978,-116.968133
"451","San Diego","Thurs","CO",0.0117512185723919,32.701492,-117.149653
"452","San Diego","Thurs","NO2",0.106148521820741,32.631231,-117.059075
"453","San Diego","Thurs","Ozone",0.49117126297688,32.631231,-117.059075
"454","San Diego","Thurs","SO2",0.00143719571567673,32.817978,-116.968133
"455","San Diego","Fri","CO",0.0120851421067442,32.701492,-117.149653
"456","San Diego","Fri","NO2",0.103978336906239,32.631231,-117.059075
"457","San Diego","Fri","Ozone",0.498424478524582,32.631231,-117.059075
"458","San Diego","Fri","SO2",0.0014624881291548,32.817978,-116.968133
"459","San Diego","Sat","CO",0.011378438388843,32.701492,-117.149653
"460","San Diego","Sat","NO2",0.0799022222222222,32.631231,-117.059075
"461","San Diego","Sat","Ozone",0.511956429240065,32.631231,-117.059075
"462","San Diego","Sat","SO2",0.00115936848376527,32.817978,-116.968133
"463","San Francisco","Sun","CO",0.0102317247969422,37.765946,-122.399044
"464","San Francisco","Sun","NO2",0.0768687552921253,37.765946,-122.399044
"465","San Francisco","Sun","Ozone",0.355673674151935,37.765946,-122.399044
"466","San Francisco","Mon","CO",0.0113323713323713,37.765946,-122.399044
"467","San Francisco","Mon","NO2",0.113984680851064,37.765946,-122.399044
"468","San Francisco","Mon","Ozone",0.322084486701167,37.765946,-122.399044
"469","San Francisco","Tues","CO",0.011965811965812,37.765946,-122.399044
"470","San Francisco","Tues","NO2",0.130021182700794,37.765946,-122.399044
"471","San Francisco","Tues","Ozone",0.296019536019536,37.765946,-122.399044
"472","San Francisco","Wed","CO",0.0117427589592538,37.765946,-122.399044
"473","San Francisco","Wed","NO2",0.12342304230423,37.765946,-122.399044
"474","San Francisco","Wed","Ozone",0.297029945999018,37.765946,-122.399044
"475","San Francisco","Thurs","CO",0.0117519305019305,37.765946,-122.399044
"476","San Francisco","Thurs","NO2",0.119733968804159,37.765946,-122.399044
"477","San Francisco","Thurs","Ozone",0.296054536679537,37.765946,-122.399044
"478","San Francisco","Fri","CO",0.0110993533215755,37.765946,-122.399044
"479","San Francisco","Fri","NO2",0.10359173553719,37.765946,-122.399044
"480","San Francisco","Fri","Ozone",0.32641975308642,37.765946,-122.399044
"481","San Francisco","Sat","CO",0.0105043396669012,37.765946,-122.399044
"482","San Francisco","Sat","NO2",0.0822528830313015,37.765946,-122.399044
"483","San Francisco","Sat","Ozone",0.34750966834642,37.765946,-122.399044
"484","San Joaquin","Sun","CO",0.00700681763430499,37.950741,-121.268523
"485","San Joaquin","Sun","NO2",0.0643909395973154,37.950741,-121.268523
"486","San Joaquin","Sun","Ozone",0.416550596499727,37.950741,-121.268523
"487","San Joaquin","Mon","CO",0.00767513047699964,37.950741,-121.268523
"488","San Joaquin","Mon","NO2",0.0872550106609808,37.950741,-121.268523
"489","San Joaquin","Mon","Ozone",0.401875344732488,37.950741,-121.268523
"490","San Joaquin","Tues","CO",0.0076919319022946,37.950741,-121.268523
"491","San Joaquin","Tues","NO2",0.0909240121580547,37.950741,-121.268523
"492","San Joaquin","Tues","Ozone",0.388002985260277,37.950741,-121.268523
"493","San Joaquin","Wed","CO",0.00794521963824289,37.950741,-121.268523
"494","San Joaquin","Wed","NO2",0.0934799651567944,37.950741,-121.268523
"495","San Joaquin","Wed","Ozone",0.392343846629561,37.950741,-121.268523
"496","San Joaquin","Thurs","CO",0.00784052631578947,37.950741,-121.268523
"497","San Joaquin","Thurs","NO2",0.0921329833770779,37.950741,-121.268523
"498","San Joaquin","Thurs","Ozone",0.371822272215973,37.950741,-121.268523
"499","San Joaquin","Fri","CO",0.00769336990221798,37.950741,-121.268523
"500","San Joaquin","Fri","NO2",0.0917067669172932,37.950741,-121.268523
"501","San Joaquin","Fri","Ozone",0.382208994708995,37.950741,-121.268523
"502","San Joaquin","Sat","CO",0.00701100354191263,37.950741,-121.268523
"503","San Joaquin","Sat","NO2",0.0720891423743135,37.950741,-121.268523
"504","San Joaquin","Sat","Ozone",0.41719610334604,37.950741,-121.268523
"505","San Mateo","Sun","CO",0.00924510272336359,37.482934,-122.20337
"506","San Mateo","Sun","NO2",0.067435618729097,37.482934,-122.20337
"507","San Mateo","Sun","Ozone",0.331270903010033,37.482934,-122.20337
"508","San Mateo","Mon","CO",0.0107612623464225,37.482934,-122.20337
"509","San Mateo","Mon","NO2",0.0964371308016878,37.482934,-122.20337
"510","San Mateo","Mon","Ozone",0.299301373163093,37.482934,-122.20337
"511","San Mateo","Tues","CO",0.0110029354207436,37.482934,-122.20337
"512","San Mateo","Tues","NO2",0.108262531860663,37.482934,-122.20337
"513","San Mateo","Tues","Ozone",0.287364971477121,37.482934,-122.20337
"514","San Mateo","Wed","CO",0.0109168081494058,37.482934,-122.20337
"515","San Mateo","Wed","NO2",0.105515691263783,37.482934,-122.20337
"516","San Mateo","Wed","Ozone",0.278880407124682,37.482934,-122.20337
"517","San Mateo","Thurs","CO",0.0111019015114578,37.482934,-122.20337
"518","San Mateo","Thurs","NO2",0.105,37.482934,-122.20337
"519","San Mateo","Thurs","Ozone",0.273462428449641,37.482934,-122.20337
"520","San Mateo","Fri","CO",0.0104659919981172,37.482934,-122.20337
"521","San Mateo","Fri","NO2",0.097701652892562,37.482934,-122.20337
"522","San Mateo","Fri","Ozone",0.293963285478936,37.482934,-122.20337
"523","San Mateo","Sat","CO",0.00971896955503513,37.482934,-122.20337
"524","San Mateo","Sat","NO2",0.0793672131147541,37.482934,-122.20337
"525","San Mateo","Sat","Ozone",0.318325526932084,37.482934,-122.20337
"526","Santa Barbara","Sun","CO",0.00500747141450475,34.427775,-119.691218
"527","Santa Barbara","Sun","NO2",0.0181342249041833,34.46245,-120.02551
"528","Santa Barbara","Sun","Ozone",0.435604661077164,34.46245,-120.02551
"529","Santa Barbara","Sun","SO2",0.00231306471306471,34.46245,-120.02551
"530","Santa Barbara","Mon","CO",0.00518417755814206,34.427775,-119.691218
"531","Santa Barbara","Mon","NO2",0.0257601703755216,34.46245,-120.02551
"532","Santa Barbara","Mon","Ozone",0.435287451839541,34.46245,-120.02551
"533","Santa Barbara","Mon","SO2",0.00269608615707906,34.46245,-120.02551
"534","Santa Barbara","Tues","CO",0.00531542840760157,34.427775,-119.691218
"535","Santa Barbara","Tues","NO2",0.0291642377599476,34.46245,-120.02551
"536","Santa Barbara","Tues","Ozone",0.427832618466148,34.46245,-120.02551
"537","Santa Barbara","Tues","SO2",0.00265787370103917,34.46245,-120.02551
"538","Santa Barbara","Wed","CO",0.00558885693892118,34.427775,-119.691218
"539","Santa Barbara","Wed","NO2",0.0303894445799789,34.46245,-120.02551
"540","Santa Barbara","Wed","Ozone",0.419015698699076,34.46245,-120.02551
"541","Santa Barbara","Wed","SO2",0.00262447007788623,34.46245,-120.02551
"542","Santa Barbara","Thurs","CO",0.00553014790918498,34.427775,-119.691218
"543","Santa Barbara","Thurs","NO2",0.0295790156490716,34.46245,-120.02551
"544","Santa Barbara","Thurs","Ozone",0.41730326597244,34.46245,-120.02551
"545","Santa Barbara","Thurs","SO2",0.00246774432745069,34.46245,-120.02551
"546","Santa Barbara","Fri","CO",0.00557718715393134,34.427775,-119.691218
"547","Santa Barbara","Fri","NO2",0.0288134186818397,34.46245,-120.02551
"548","Santa Barbara","Fri","Ozone",0.425617611735864,34.46245,-120.02551
"549","Santa Barbara","Fri","SO2",0.00248146553785813,34.46245,-120.02551
"550","Santa Barbara","Sat","CO",0.00535204039530817,34.427775,-119.691218
"551","Santa Barbara","Sat","NO2",0.0246697406794356,34.46245,-120.02551
"552","Santa Barbara","Sat","Ozone",0.428044935353375,34.46245,-120.02551
"553","Santa Barbara","Sat","SO2",0.00243098123069613,34.46245,-120.02551
"554","Santa Clara","Sun","CO",0.0121589897260274,37.348497,-121.894898
"555","Santa Clara","Sun","NO2",0.101804920155373,37.348497,-121.894898
"556","Santa Clara","Sun","Ozone",0.38080921607193,36.999571,-121.574684
"557","Santa Clara","Sun","SO2",0.00227744107744108,37.348497,-121.894898
"558","Santa Clara","Mon","CO",0.013319168562819,37.348497,-121.894898
"559","Santa Clara","Mon","NO2",0.142888024210981,37.348497,-121.894898
"560","Santa Clara","Mon","Ozone",0.348559304910083,36.999571,-121.574684
"561","Santa Clara","Mon","SO2",0.00253851132686084,37.348497,-121.894898
"562","Santa Clara","Tues","CO",0.0139187166439121,37.348497,-121.894898
"563","Santa Clara","Tues","NO2",0.155339457567804,37.348497,-121.894898
"564","Santa Clara","Tues","Ozone",0.342718525766471,36.999571,-121.574684
"565","Santa Clara","Tues","SO2",0.00301325573876495,37.348497,-121.894898
"566","Santa Clara","Wed","CO",0.0139125054089139,37.348497,-121.894898
"567","Santa Clara","Wed","NO2",0.152303968600087,37.348497,-121.894898
"568","Santa Clara","Wed","Ozone",0.333083997547517,36.999571,-121.574684
"569","Santa Clara","Wed","SO2",0.00317594369801664,37.348497,-121.894898
"570","Santa Clara","Thurs","CO",0.01412694035822,37.348497,-121.894898
"571","Santa Clara","Thurs","NO2",0.147785344827586,37.348497,-121.894898
"572","Santa Clara","Thurs","Ozone",0.325395904153884,36.999571,-121.574684
"573","Santa Clara","Thurs","SO2",0.00307761674718196,37.348497,-121.894898
"574","Santa Clara","Fri","CO",0.0134446151076978,37.348497,-121.894898
"575","Santa Clara","Fri","NO2",0.140033613445378,37.348497,-121.894898
"576","Santa Clara","Fri","Ozone",0.339814740876787,36.999571,-121.574684
"577","Santa Clara","Fri","SO2",0.00258097038437303,37.348497,-121.894898
"578","Santa Clara","Sat","CO",0.0127584077693184,37.348497,-121.894898
"579","Santa Clara","Sat","NO2",0.116708770457407,37.348497,-121.894898
"580","Santa Clara","Sat","Ozone",0.368627529553196,36.999571,-121.574684
"581","Santa Clara","Sat","SO2",0.00225631313131313,37.348497,-121.894898
"582","Solano","Sun","CO",0.0104819129368486,38.102507,-122.237976
"583","Solano","Sun","NO2",0.0564283319362951,38.102507,-122.237976
"584","Solano","Sun","Ozone",0.384696100662487,38.102507,-122.237976
"585","Solano","Sun","SO2",0.00921723518850988,38.102507,-122.237976
"586","Solano","Mon","CO",0.0104916037965442,38.102507,-122.237976
"587","Solano","Mon","NO2",0.0714125636672326,38.102507,-122.237976
"588","Solano","Mon","Ozone",0.366908395248476,38.102507,-122.237976
"589","Solano","Mon","SO2",0.00947674074074074,38.102507,-122.237976
"590","Solano","Tues","CO",0.0109243697478992,38.102507,-122.237976
"591","Solano","Tues","NO2",0.0815941176470588,38.102507,-122.237976
"592","Solano","Tues","Ozone",0.356068977809464,38.102507,-122.237976
"593","Solano","Tues","SO2",0.00999882835383714,38.102507,-122.237976
"594","Solano","Wed","CO",0.0112785774767146,38.102507,-122.237976
"595","Solano","Wed","NO2",0.0802099915325995,38.102507,-122.237976
"596","Solano","Wed","Ozone",0.345830721003135,38.102507,-122.237976
"597","Solano","Wed","SO2",0.0103079646017699,38.102507,-122.237976
"598","Solano","Thurs","CO",0.011678814382896,38.102507,-122.237976
"599","Solano","Thurs","NO2",0.0788434042553191,38.102507,-122.237976
"600","Solano","Thurs","Ozone",0.345250067343091,38.102507,-122.237976
"601","Solano","Thurs","SO2",0.0102135231316726,38.102507,-122.237976
"602","Solano","Fri","CO",0.0107683270676692,38.102507,-122.237976
"603","Solano","Fri","NO2",0.0746164609053498,38.102507,-122.237976
"604","Solano","Fri","Ozone",0.360466027874564,38.102507,-122.237976
"605","Solano","Fri","SO2",0.0098659793814433,38.102507,-122.237976
"606","Solano","Sat","CO",0.0102649006622517,38.102507,-122.237976
"607","Solano","Sat","NO2",0.0613875205254516,38.102507,-122.237976
"608","Solano","Sat","Ozone",0.385201130680583,38.102507,-122.237976
"609","Solano","Sat","SO2",0.00901587301587302,38.102507,-122.237976
"610","Sonoma","Sun","CO",0.00975772765246449,38.403765,-122.818294
"611","Sonoma","Sun","NO2",0.033531328320802,38.403765,-122.818294
"612","Sonoma","Sun","Ozone",0.334254992319508,38.403765,-122.818294
"613","Sonoma","Mon","CO",0.0101150527325024,38.403765,-122.818294
"614","Sonoma","Mon","NO2",0.0455201342281879,38.403765,-122.818294
"615","Sonoma","Mon","Ozone",0.326791979949875,38.403765,-122.818294
"616","Sonoma","Tues","CO",0.0103685092127303,38.403765,-122.818294
"617","Sonoma","Tues","NO2",0.0493735343383585,38.403765,-122.818294
"618","Sonoma","Tues","Ozone",0.315798104956268,38.403765,-122.818294
"619","Sonoma","Wed","CO",0.0105451919605247,38.403765,-122.818294
"620","Sonoma","Wed","NO2",0.0489435551811289,38.403765,-122.818294
"621","Sonoma","Wed","Ozone",0.308276691729323,38.403765,-122.818294
"622","Sonoma","Thurs","CO",0.0106578631452581,38.403765,-122.818294
"623","Sonoma","Thurs","NO2",0.0460823529411765,38.403765,-122.818294
"624","Sonoma","Thurs","Ozone",0.305963525835866,38.403765,-122.818294
"625","Sonoma","Fri","CO",0.010313417067731,38.403765,-122.818294
"626","Sonoma","Fri","NO2",0.0454535743631882,38.403765,-122.818294
"627","Sonoma","Fri","Ozone",0.329323308270677,38.403765,-122.818294
"628","Sonoma","Sat","CO",0.00991334894613583,38.403765,-122.818294
"629","Sonoma","Sat","NO2",0.0379754098360656,38.403765,-122.818294
"630","Sonoma","Sat","Ozone",0.339595812912204,38.403765,-122.818294
"631","Stanislaus","Sun","CO",0.0075238656878084,37.641583,-120.994622
"632","Stanislaus","Sun","NO2",0.0784778453518679,37.487981,-120.837005
"633","Stanislaus","Sun","Ozone",0.404130223517979,37.641583,-120.994622
"634","Stanislaus","Mon","CO",0.00799591141396934,37.641583,-120.994622
"635","Stanislaus","Mon","NO2",0.0886525198938992,37.487981,-120.837005
"636","Stanislaus","Mon","Ozone",0.394835680751174,37.641583,-120.994622
"637","Stanislaus","Tues","CO",0.00820859073359073,37.641583,-120.994622
"638","Stanislaus","Tues","NO2",0.0972693984306888,37.487981,-120.837005
"639","Stanislaus","Tues","Ozone",0.376925874295412,37.641583,-120.994622
"640","Stanislaus","Wed","CO",0.00805395483637242,37.641583,-120.994622
"641","Stanislaus","Wed","NO2",0.10151273046532,37.487981,-120.837005
"642","Stanislaus","Wed","Ozone",0.384120855549427,37.641583,-120.994622
"643","Stanislaus","Thurs","CO",0.00808925840514626,37.641583,-120.994622
"644","Stanislaus","Thurs","NO2",0.0979072438162544,37.487981,-120.837005
"645","Stanislaus","Thurs","Ozone",0.368621118012422,37.641583,-120.994622
"646","Stanislaus","Fri","CO",0.00824447595415337,37.641583,-120.994622
"647","Stanislaus","Fri","NO2",0.0930727117194183,37.487981,-120.837005
"648","Stanislaus","Fri","Ozone",0.387439671814672,37.641583,-120.994622
"649","Stanislaus","Sat","CO",0.0073529231494578,37.641583,-120.994622
"650","Stanislaus","Sat","NO2",0.0809973309608541,37.487981,-120.837005
"651","Stanislaus","Sat","Ozone",0.412095442031202,37.641583,-120.994622
"652","Sutter","Sun","CO",0.00346995622761639,39.205572,-121.820362
"653","Sutter","Sun","NO2",0.05463,39.138773,-121.618549
"654","Sutter","Sun","Ozone",0.481817489915519,39.138773,-121.618549
"655","Sutter","Mon","CO",0.00323198667221991,39.205572,-121.820362
"656","Sutter","Mon","NO2",0.0762912621359223,39.138773,-121.618549
"657","Sutter","Mon","Ozone",0.472873967574182,39.138773,-121.618549
"658","Sutter","Tues","CO",0.00375811688311688,39.205572,-121.820362
"659","Sutter","Tues","NO2",0.0841490683229814,39.138773,-121.618549
"660","Sutter","Tues","Ozone",0.465879894753134,39.138773,-121.618549
"661","Sutter","Wed","CO",0.00373983739837398,39.205572,-121.820362
"662","Sutter","Wed","NO2",0.0829078947368421,39.138773,-121.618549
"663","Sutter","Wed","Ozone",0.48212165600185,39.138773,-121.618549
"664","Sutter","Thurs","CO",0.00399559309585017,39.205572,-121.820362
"665","Sutter","Thurs","NO2",0.0814338983050847,39.138773,-121.618549
"666","Sutter","Thurs","Ozone",0.469926028663893,39.138773,-121.618549
"667","Sutter","Fri","CO",0.00430370636919755,39.205572,-121.820362
"668","Sutter","Fri","NO2",0.077360248447205,39.138773,-121.618549
"669","Sutter","Fri","Ozone",0.477141343825666,39.138773,-121.618549
"670","Sutter","Sat","CO",0.00362193362193362,39.205572,-121.820362
"671","Sutter","Sat","NO2",0.0647133333333333,39.138773,-121.618549
"672","Sutter","Sat","Ozone",0.476132679984923,39.138773,-121.618549
"673","Kings","Sun","NO2",0.0775672159583695,36.314399,-119.64457
"674","Kings","Sun","Ozone",0.446133349482226,36.233274,-119.766212
"675","Kings","Mon","NO2",0.085547703180212,36.314399,-119.64457
"676","Kings","Mon","Ozone",0.440380952380952,36.233274,-119.766212
"677","Kings","Tues","NO2",0.0888227731864095,36.314399,-119.64457
"678","Kings","Tues","Ozone",0.429037267080745,36.233274,-119.766212
"679","Kings","Wed","NO2",0.09243,36.314399,-119.64457
"680","Kings","Wed","Ozone",0.438926257327985,36.233274,-119.766212
"681","Kings","Thurs","NO2",0.0954941704035874,36.314399,-119.64457
"682","Kings","Thurs","Ozone",0.434242517741438,36.233274,-119.766212
"683","Kings","Fri","NO2",0.0921425041186161,36.314399,-119.64457
"684","Kings","Fri","Ozone",0.434128624579224,36.233274,-119.766212
"685","Kings","Sat","NO2",0.0813686477174849,36.314399,-119.64457
"686","Kings","Sat","Ozone",0.445650740363288,36.233274,-119.766212
"687","Merced","Sun","NO2",0.0590883602378929,37.281598,-120.434992
"688","Merced","Sun","Ozone",0.429595238095238,37.281598,-120.434992
"689","Merced","Mon","NO2",0.0673589519650655,37.281598,-120.434992
"690","Merced","Mon","Ozone",0.424099589074208,37.281598,-120.434992
"691","Merced","Tues","NO2",0.0711491071428571,37.281598,-120.434992
"692","Merced","Tues","Ozone",0.414819306330342,37.281598,-120.434992
"693","Merced","Wed","NO2",0.0771181244364292,37.281598,-120.434992
"694","Merced","Wed","Ozone",0.419824325972917,37.281598,-120.434992
"695","Merced","Thurs","NO2",0.0755119574844996,37.281598,-120.434992
"696","Merced","Thurs","Ozone",0.408456556275205,37.281598,-120.434992
"697","Merced","Fri","NO2",0.0708502538071066,37.281598,-120.434992
"698","Merced","Fri","Ozone",0.426643151087595,37.281598,-120.434992
"699","Merced","Sat","NO2",0.0624574652777778,37.281598,-120.434992
"700","Merced","Sat","Ozone",0.444732675678967,37.281598,-120.434992
"701","Placer","Sun","NO2",0.0646675675675676,38.745726,-121.266312
"702","Placer","Sun","Ozone",0.478881586532918,38.935578,-121.100648
"703","Placer","Mon","NO2",0.0848351449275362,38.745726,-121.266312
"704","Placer","Mon","Ozone",0.464819497120382,38.935578,-121.100648
"705","Placer","Tues","NO2",0.0843072824156306,38.745726,-121.266312
"706","Placer","Tues","Ozone",0.452093231102121,38.935578,-121.100648
"707","Placer","Wed","NO2",0.0883812154696133,38.745726,-121.266312
"708","Placer","Wed","Ozone",0.463072865933335,38.935578,-121.100648
"709","Placer","Thurs","NO2",0.0836254545454545,38.745726,-121.266312
"710","Placer","Thurs","Ozone",0.460146036980332,38.935578,-121.100648
"711","Placer","Fri","NO2",0.0851280214861235,38.745726,-121.266312
"712","Placer","Fri","Ozone",0.46643543956044,38.935578,-121.100648
"713","Placer","Sat","NO2",0.0772574692442882,38.745726,-121.266312
"714","Placer","Sat","Ozone",0.472725420966866,38.935578,-121.100648
"715","San Luis Obispo","Sun","NO2",0.0219727626459144,35.36631,-120.84271
"716","San Luis Obispo","Sun","Ozone",0.44533966335779,35.631629,-120.690977
"717","San Luis Obispo","Sun","SO2",0.000479375696767001,35.02083,-120.56388
"718","San Luis Obispo","Mon","NO2",0.0273754940711462,35.36631,-120.84271
"719","San Luis Obispo","Mon","Ozone",0.442626951434802,35.631629,-120.690977
"720","San Luis Obispo","Mon","SO2",0.000672834314550042,35.02083,-120.56388
"721","San Luis Obispo","Tues","NO2",0.0360977532518723,35.36631,-120.84271
"722","San Luis Obispo","Tues","Ozone",0.432783084163898,35.631629,-120.690977
"723","San Luis Obispo","Tues","SO2",0.000460157126823794,35.02083,-120.56388
"724","San Luis Obispo","Wed","NO2",0.0365147975077882,35.36631,-120.84271
"725","San Luis Obispo","Wed","Ozone",0.429245979300046,35.631629,-120.690977
"726","San Luis Obispo","Wed","SO2",0.000384180790960452,35.02083,-120.56388
"727","San Luis Obispo","Thurs","NO2",0.0341307752545027,35.36631,-120.84271
"728","San Luis Obispo","Thurs","Ozone",0.430120978120978,35.631629,-120.690977
"729","San Luis Obispo","Thurs","SO2",0.000506756756756757,35.02083,-120.56388
"730","San Luis Obispo","Fri","NO2",0.0336051829268293,35.36631,-120.84271
"731","San Luis Obispo","Fri","Ozone",0.427176544275727,35.631629,-120.690977
"732","San Luis Obispo","Fri","SO2",0.000472267984623833,35.02083,-120.56388
"733","San Luis Obispo","Sat","NO2",0.0281663516068053,35.36631,-120.84271
"734","San Luis Obispo","Sat","Ozone",0.437944201201507,35.631629,-120.690977
"735","San Luis Obispo","Sat","SO2",0.000491803278688525,35.02083,-120.56388
"736","Tulare","Sun","NO2",0.070950135992747,36.332179,-119.291228
"737","Tulare","Sun","Ozone",0.532465394436232,36.567178,-118.778995
"738","Tulare","Mon","NO2",0.0850585544373285,36.332179,-119.291228
"739","Tulare","Mon","Ozone",0.520466774280334,36.567178,-118.778995
"740","Tulare","Tues","NO2",0.0967060931899642,36.332179,-119.291228
"741","Tulare","Tues","Ozone",0.531331168831169,36.567178,-118.778995
"742","Tulare","Wed","NO2",0.0992433425160698,36.332179,-119.291228
"743","Tulare","Wed","Ozone",0.546389453007957,36.567178,-118.778995
"744","Tulare","Thurs","NO2",0.0942396694214876,36.332179,-119.291228
"745","Tulare","Thurs","Ozone",0.550814889336016,36.567178,-118.778995
"746","Tulare","Fri","NO2",0.0981503496503496,36.332179,-119.291228
"747","Tulare","Fri","Ozone",0.549393779652082,36.567178,-118.778995
"748","Tulare","Sat","NO2",0.0821065719360568,36.332179,-119.291228
"749","Tulare","Sat","Ozone",0.543627386438446,36.567178,-118.778995
"750","Ventura","Sun","NO2",0.0457400419287212,34.276362,-118.683757
"751","Ventura","Sun","Ozone",0.438272414358302,34.210154,-118.870496
"752","Ventura","Mon","NO2",0.0591854636591479,34.276362,-118.683757
"753","Ventura","Mon","Ozone",0.433311421528348,34.210154,-118.870496
"754","Ventura","Tues","NO2",0.0726882625157762,34.276362,-118.683757
"755","Ventura","Tues","Ozone",0.423195439125518,34.210154,-118.870496
