County,Hour,Season,Pollutant,Sample,Latitude,Longitude
Fresno,8,3,NO2,0.109631679,36.705506,-119.741966
Fresno,8,3,Ozone,0.558861789,36.705506,-119.741966
Fresno,8,3,SO2,0.018307116,36.785322,-119.774174
Fresno,8,4,CO,0.010103743,36.785322,-119.774174
Fresno,8,4,NO2,0.13245815,36.705506,-119.741966
Fresno,8,4,Ozone,0.238845083,36.705506,-119.741966
Fresno,8,4,SO2,0.004864469,36.785322,-119.774174
Fresno,9,1,CO,0.01076711,36.785322,-119.774174
Fresno,9,1,NO2,0.093660417,36.705506,-119.741966
Fresno,9,1,Ozone,0.300731995,36.705506,-119.741966
Fresno,9,1,SO2,0.001228464,36.785322,-119.774174
Fresno,9,2,CO,0.005420424,36.785322,-119.774174
Fresno,9,2,NO2,0.069315464,36.705506,-119.741966
Fresno,9,2,Ozone,0.616592869,36.705506,-119.741966
Fresno,9,2,SO2,0.012511628,36.785322,-119.774174
Fresno,9,3,CO,0.006450401,36.785322,-119.774174
Fresno,9,3,NO2,0.101066667,36.705506,-119.741966
Fresno,9,3,Ozone,0.703089431,36.705506,-119.741966
Fresno,9,3,SO2,0.017439394,36.785322,-119.774174
Fresno,9,4,CO,0.008376692,36.785322,-119.774174
Fresno,9,4,NO2,0.121981941,36.705506,-119.741966
Fresno,9,4,Ozone,0.334049587,36.705506,-119.741966
Fresno,9,4,SO2,0.005113553,36.785322,-119.774174
Fresno,10,1,CO,0.009878013,36.785322,-119.774174
Fresno,10,1,NO2,0.085106383,36.705506,-119.741966
Fresno,10,1,Ozone,0.379981047,36.705506,-119.741966
Fresno,10,1,SO2,0.00180303,36.785322,-119.774174
Fresno,10,2,CO,0.005314955,36.785322,-119.774174
Fresno,10,2,NO2,0.065077083,36.705506,-119.741966
Fresno,10,2,Ozone,0.697478992,36.705506,-119.741966
Fresno,10,2,SO2,0.014590038,36.785322,-119.774174
Fresno,10,3,CO,0.006348228,36.785322,-119.774174
Fresno,10,3,NO2,0.095850379,36.705506,-119.741966
Fresno,10,3,Ozone,0.827371336,36.705506,-119.741966
Fresno,10,3,SO2,0.01719697,36.785322,-119.774174
Fresno,10,4,CO,0.007397879,36.785322,-119.774174
Fresno,10,4,NO2,0.112114943,36.705506,-119.741966
Fresno,10,4,Ozone,0.41761745,36.705506,-119.741966
Fresno,10,4,SO2,0.005198502,36.785322,-119.774174
Fresno,11,1,CO,0.009561721,36.785322,-119.774174
Fresno,11,1,NO2,0.078476395,36.705506,-119.741966
Fresno,11,1,Ozone,0.446636558,36.705506,-119.741966
Fresno,11,1,SO2,0.001902622,36.785322,-119.774174
Fresno,11,2,CO,0.005229785,36.785322,-119.774174
Fresno,11,2,NO2,0.061176349,36.705506,-119.741966
Fresno,11,2,Ozone,0.764692218,36.705506,-119.741966
Fresno,11,2,SO2,0.015969697,36.785322,-119.774174
Fresno,11,3,CO,0.006183935,36.785322,-119.774174
Fresno,11,3,NO2,0.086079395,36.705506,-119.741966
Fresno,11,3,Ozone,0.93124424,36.705506,-119.741966
Fresno,11,3,SO2,0.015439394,36.785322,-119.774174
Fresno,11,4,CO,0.006696832,36.785322,-119.774174
Fresno,11,4,NO2,0.103466513,36.705506,-119.741966
Fresno,11,4,Ozone,0.493120805,36.705506,-119.741966
Fresno,11,4,SO2,0.005558052,36.785322,-119.774174
Fresno,12,1,CO,0.009470484,36.785322,-119.774174
Fresno,12,1,NO2,0.072622845,36.705506,-119.741966
Fresno,12,1,Ozone,0.502593116,36.705506,-119.741966
Fresno,12,1,SO2,0.001896296,36.785322,-119.774174
Fresno,12,2,CO,0.005065559,36.785322,-119.774174
Fresno,12,2,NO2,0.057927386,36.705506,-119.741966
Fresno,12,2,Ozone,0.806501981,36.705506,-119.741966
Fresno,12,2,SO2,0.01554023,36.785322,-119.774174
Fresno,12,3,CO,0.005898052,36.785322,-119.774174
Fresno,12,3,NO2,0.076625235,36.705506,-119.741966
Fresno,12,3,Ozone,0.987525797,36.705506,-119.741966
Fresno,12,3,SO2,0.01294382,36.785322,-119.774174
Fresno,12,4,CO,0.006372979,36.785322,-119.774174
Fresno,12,4,NO2,0.096324138,36.705506,-119.741966
Fresno,12,4,Ozone,0.549251248,36.705506,-119.741966
Fresno,12,4,SO2,0.005081481,36.785322,-119.774174
Fresno,13,1,CO,0.009352565,36.785322,-119.774174
Fresno,13,1,NO2,0.071097826,36.705506,-119.741966
Fresno,13,1,Ozone,0.543874172,36.705506,-119.741966
Fresno,13,1,SO2,0.002,36.785322,-119.774174
Fresno,13,2,CO,0.004922868,36.785322,-119.774174
Fresno,13,2,NO2,0.057097252,36.705506,-119.741966
Fresno,13,2,Ozone,0.833840749,36.705506,-119.741966
Fresno,13,2,SO2,0.015700375,36.785322,-119.774174
Fresno,13,3,CO,0.005684758,36.785322,-119.774174
Fresno,13,3,NO2,0.071590994,36.705506,-119.741966
Fresno,13,3,Ozone,1.001866359,36.705506,-119.741966
Fresno,13,3,SO2,0.011445693,36.785322,-119.774174
Fresno,13,4,CO,0.006252236,36.785322,-119.774174
Fresno,13,4,NO2,0.093186788,36.705506,-119.741966
Fresno,13,4,Ozone,0.58346736,36.705506,-119.741966
Fresno,13,4,SO2,0.004592593,36.785322,-119.774174
Fresno,14,1,CO,0.009403722,36.785322,-119.774174
Fresno,14,1,NO2,0.068827214,36.705506,-119.741966
Fresno,14,1,Ozone,0.566650977,36.705506,-119.741966
Fresno,14,1,SO2,0.001919414,36.785322,-119.774174
Fresno,14,2,CO,0.004843024,36.785322,-119.774174
Fresno,14,2,NO2,0.055541053,36.705506,-119.741966
Fresno,14,2,Ozone,0.849420223,36.705506,-119.741966
Fresno,14,2,SO2,0.014786517,36.785322,-119.774174
Fresno,14,3,CO,0.00552479,36.785322,-119.774174
Fresno,14,3,NO2,0.069875465,36.705506,-119.741966
Fresno,14,3,Ozone,1.000958466,36.705506,-119.741966
Fresno,14,3,SO2,0.010844444,36.785322,-119.774174
Fresno,14,4,CO,0.006124675,36.785322,-119.774174
Fresno,14,4,NO2,0.095509091,36.705506,-119.741966
Fresno,14,4,Ozone,0.600047148,36.705506,-119.741966
Fresno,14,4,SO2,0.004148148,36.785322,-119.774174
Fresno,15,1,CO,0.009305234,36.785322,-119.774174
Fresno,15,1,NO2,0.072382096,36.705506,-119.741966
Fresno,15,1,Ozone,0.573844367,36.705506,-119.741966
Fresno,15,1,SO2,0.001992509,36.785322,-119.774174
Fresno,15,2,CO,0.004806787,36.785322,-119.774174
Fresno,15,2,NO2,0.054925,36.705506,-119.741966
Fresno,15,2,Ozone,0.85024,36.705506,-119.741966
Fresno,15,2,SO2,0.013378788,36.785322,-119.774174
Fresno,15,3,CO,0.005473274,36.785322,-119.774174
Fresno,15,3,NO2,0.068690741,36.705506,-119.741966
Fresno,15,3,Ozone,0.99632069,36.705506,-119.741966
Fresno,15,3,SO2,0.010217228,36.785322,-119.774174
Fresno,15,4,CO,0.006215849,36.785322,-119.774174
Fresno,15,4,NO2,0.100317568,36.705506,-119.741966
Fresno,15,4,Ozone,0.595784543,36.705506,-119.741966
Fresno,15,4,SO2,0.003865169,36.785322,-119.774174
Fresno,16,1,CO,0.009663966,36.785322,-119.774174
Fresno,16,1,NO2,0.080412664,36.705506,-119.741966
Fresno,16,1,Ozone,0.555400138,36.705506,-119.741966
Fresno,16,1,SO2,0.001748148,36.785322,-119.774174
Fresno,16,2,CO,0.004809269,36.785322,-119.774174
Fresno,16,2,NO2,0.053513347,36.705506,-119.741966
Fresno,16,2,Ozone,0.843197279,36.705506,-119.741966
Fresno,16,2,SO2,0.011865169,36.785322,-119.774174
Fresno,16,3,CO,0.005529614,36.785322,-119.774174
Fresno,16,3,NO2,0.067523897,36.705506,-119.741966
Fresno,16,3,Ozone,0.973828213,36.705506,-119.741966
Fresno,16,3,SO2,0.009692884,36.785322,-119.774174
Fresno,16,4,CO,0.007218977,36.785322,-119.774174
Fresno,16,4,NO2,0.122909692,36.705506,-119.741966
Fresno,16,4,Ozone,0.530299539,36.705506,-119.741966
Fresno,16,4,SO2,0.003651515,36.785322,-119.774174
Fresno,17,1,CO,0.010805061,36.785322,-119.774174
Fresno,17,1,NO2,0.108793548,36.705506,-119.741966
Fresno,17,1,Ozone,0.472518737,36.705506,-119.741966
Fresno,17,1,SO2,0.001465201,36.785322,-119.774174
Fresno,17,2,CO,0.004888095,36.785322,-119.774174
Fresno,17,2,NO2,0.051789809,36.705506,-119.741966
Fresno,17,2,Ozone,0.816975588,36.705506,-119.741966
Fresno,17,2,SO2,0.010593407,36.785322,-119.774174
Fresno,17,3,CO,0.005813452,36.785322,-119.774174
Fresno,17,3,NO2,0.071517691,36.705506,-119.741966
Fresno,17,3,Ozone,0.9253074,36.705506,-119.741966
Fresno,17,3,SO2,0.009066667,36.785322,-119.774174
Fresno,17,4,CO,0.009940031,36.785322,-119.774174
Fresno,17,4,NO2,0.181401302,36.705506,-119.741966
Fresno,17,4,Ozone,0.388962071,36.705506,-119.741966
Fresno,17,4,SO2,0.003516484,36.785322,-119.774174
Fresno,18,1,CO,0.012652504,36.785322,-119.774174
Fresno,18,1,NO2,0.143756757,36.705506,-119.741966
Fresno,18,1,Ozone,0.367800454,36.705506,-119.741966
Fresno,18,1,SO2,0.001142857,36.785322,-119.774174
Fresno,18,2,CO,0.005163127,36.785322,-119.774174
Fresno,18,2,NO2,0.063073009,36.705506,-119.741966
Fresno,18,2,Ozone,0.753119349,36.705506,-119.741966
Fresno,18,2,SO2,0.009802198,36.785322,-119.774174
Fresno,18,3,CO,0.006546924,36.785322,-119.774174
Fresno,18,3,NO2,0.101262,36.705506,-119.741966
Fresno,18,3,Ozone,0.824776786,36.705506,-119.741966
Fresno,18,3,SO2,0.008992593,36.785322,-119.774174
Fresno,18,4,CO,0.011885714,36.785322,-119.774174
Fresno,18,4,NO2,0.21003268,36.705506,-119.741966
Fresno,18,4,Ozone,0.301950113,36.705506,-119.741966
Fresno,18,4,SO2,0.003463768,36.785322,-119.774174
Fresno,19,1,CO,0.014034475,36.785322,-119.774174
Fresno,19,1,NO2,0.157431493,36.705506,-119.741966
Fresno,19,1,Ozone,0.302494331,36.705506,-119.741966
Fresno,19,1,SO2,0.000864469,36.785322,-119.774174
Fresno,19,2,CO,0.005683658,36.785322,-119.774174
Fresno,19,2,NO2,0.082375276,36.705506,-119.741966
Fresno,19,2,Ozone,0.657165497,36.705506,-119.741966
Fresno,19,2,SO2,0.009377289,36.785322,-119.774174
Fresno,19,3,CO,0.007107821,36.785322,-119.774174
Fresno,19,3,NO2,0.123728682,36.705506,-119.741966
Fresno,19,3,Ozone,0.708169643,36.705506,-119.741966
Fresno,19,3,SO2,0.009511111,36.785322,-119.774174
Fresno,19,4,CO,0.013105527,36.785322,-119.774174
Fresno,19,4,NO2,0.211954248,36.705506,-119.741966
Fresno,19,4,Ozone,0.252009993,36.705506,-119.741966
Fresno,19,4,SO2,0.004115942,36.785322,-119.774174
Fresno,20,1,CO,0.015269782,36.785322,-119.774174
Fresno,20,1,NO2,0.16396334,36.705506,-119.741966
Fresno,20,1,Ozone,0.256255687,36.705506,-119.741966
Fresno,20,1,SO2,0.000835165,36.785322,-119.774174
Fresno,20,2,CO,0.005744166,36.785322,-119.774174
Fresno,20,2,NO2,0.093270833,36.705506,-119.741966
Fresno,20,2,Ozone,0.584559656,36.705506,-119.741966
Fresno,20,2,SO2,0.008592593,36.785322,-119.774174
Fresno,20,3,CO,0.007170803,36.785322,-119.774174
Fresno,20,3,NO2,0.122869811,36.705506,-119.741966
Fresno,20,3,Ozone,0.618482143,36.705506,-119.741966
Fresno,20,3,SO2,0.010237037,36.785322,-119.774174
Fresno,20,4,CO,0.013786444,36.785322,-119.774174
Fresno,20,4,NO2,0.198052061,36.705506,-119.741966
Fresno,20,4,Ozone,0.223620259,36.705506,-119.741966
Fresno,20,4,SO2,0.003797101,36.785322,-119.774174
Fresno,21,1,CO,0.015655975,36.785322,-119.774174
Fresno,21,1,NO2,0.155311111,36.705506,-119.741966
Fresno,21,1,Ozone,0.226842584,36.705506,-119.741966
Fresno,21,1,SO2,0.000791209,36.785322,-119.774174
Fresno,21,2,CO,0.005691472,36.785322,-119.774174
Fresno,21,2,NO2,0.087754639,36.705506,-119.741966
Fresno,21,2,Ozone,0.5340729,36.705506,-119.741966
Fresno,21,2,SO2,0.007748148,36.785322,-119.774174
Fresno,21,3,CO,0.006933368,36.785322,-119.774174
Fresno,21,3,NO2,0.114160377,36.705506,-119.741966
Fresno,21,3,Ozone,0.559598214,36.705506,-119.741966
Fresno,21,3,SO2,0.010074074,36.785322,-119.774174
Fresno,21,4,CO,0.013550782,36.785322,-119.774174
Fresno,21,4,NO2,0.184835141,36.705506,-119.741966
Fresno,21,4,Ozone,0.203798908,36.705506,-119.741966
Fresno,21,4,SO2,0.003202899,36.785322,-119.774174
Fresno,22,1,CO,0.015090388,36.785322,-119.774174
Fresno,22,1,NO2,0.141163968,36.705506,-119.741966
Fresno,22,1,Ozone,0.206880838,36.705506,-119.741966
Fresno,22,1,SO2,0.000688645,36.785322,-119.774174
Fresno,22,2,CO,0.005538077,36.785322,-119.774174
Fresno,22,2,NO2,0.080930328,36.705506,-119.741966
Fresno,22,2,Ozone,0.492347747,36.705506,-119.741966
Fresno,22,2,SO2,0.006518519,36.785322,-119.774174
Fresno,22,3,CO,0.006745892,36.785322,-119.774174
Fresno,22,3,NO2,0.103189687,36.705506,-119.741966
Fresno,22,3,Ozone,0.515267857,36.705506,-119.741966
Fresno,22,3,SO2,0.010414815,36.785322,-119.774174
Fresno,22,4,CO,0.013194682,36.785322,-119.774174
Fresno,22,4,NO2,0.170578261,36.705506,-119.741966
Fresno,22,4,Ozone,0.184005468,36.705506,-119.741966
Fresno,22,4,SO2,0.002913043,36.785322,-119.774174
Fresno,23,1,CO,0.014091217,36.785322,-119.774174
Fresno,23,1,NO2,0.125578947,36.705506,-119.741966
Fresno,23,1,Ozone,0.19731146,36.705506,-119.741966
Fresno,23,1,SO2,0.000395604,36.785322,-119.774174
Fresno,23,2,CO,0.005372732,36.785322,-119.774174
Fresno,23,2,NO2,0.075092025,36.705506,-119.741966
Fresno,23,2,Ozone,0.449626443,36.705506,-119.741966
Fresno,23,2,SO2,0.004874074,36.785322,-119.774174
Fresno,23,3,CO,0.006542229,36.785322,-119.774174
Fresno,23,3,NO2,0.098152294,36.705506,-119.741966
Fresno,23,3,Ozone,0.459065504,36.705506,-119.741966
Fresno,23,3,SO2,0.010044444,36.785322,-119.774174
Fresno,23,4,CO,0.012277685,36.785322,-119.774174
Fresno,23,4,NO2,0.152154684,36.705506,-119.741966
Fresno,23,4,Ozone,0.176828435,36.705506,-119.741966
Fresno,23,4,SO2,0.002869565,36.785322,-119.774174
Humboldt,0,1,CO,0.007698888,40.776944,-124.1775
Humboldt,0,1,NO2,0.014348387,40.776944,-124.1775
Humboldt,0,1,Ozone,0.356873315,40.776944,-124.1775
Humboldt,0,1,SO2,0.005288889,40.776944,-124.1775
Humboldt,0,2,CO,0.005442177,40.776944,-124.1775
Humboldt,0,2,NO2,0.016309677,40.776944,-124.1775
Humboldt,0,2,Ozone,0.36364414,40.776944,-124.1775
Humboldt,0,2,SO2,0.001424936,40.776944,-124.1775
Humboldt,0,3,CO,0.004878864,40.776944,-124.1775
Humboldt,0,3,NO2,0.007158228,40.776944,-124.1775
Humboldt,0,3,Ozone,0.236758563,40.776944,-124.1775
Humboldt,0,3,SO2,0.004630631,40.776944,-124.1775
Humboldt,0,4,CO,0.00844404,40.776944,-124.1775
Humboldt,0,4,NO2,0.015882353,40.776944,-124.1775
Humboldt,0,4,Ozone,0.30855432,40.776944,-124.1775
Humboldt,0,4,SO2,0.002059072,40.776944,-124.1775
Humboldt,1,1,CO,0.007476476,40.776944,-124.1775
Humboldt,1,1,NO2,0.013441558,40.776944,-124.1775
Humboldt,1,1,Ozone,0.357699443,40.776944,-124.1775
Humboldt,1,1,SO2,0.005164444,40.776944,-124.1775
Humboldt,1,2,CO,0.005323129,40.776944,-124.1775
Humboldt,1,2,NO2,0.01663354,40.776944,-124.1775
Humboldt,1,2,Ozone,0.370452529,40.776944,-124.1775
Humboldt,1,2,SO2,0.00152518,40.776944,-124.1775
Humboldt,1,3,CO,0.004862155,40.776944,-124.1775
Humboldt,1,3,NO2,0.006371795,40.776944,-124.1775
Humboldt,1,3,Ozone,0.238065099,40.776944,-124.1775
Humboldt,1,3,SO2,0.004730594,40.776944,-124.1775
Humboldt,1,4,CO,0.008205575,40.776944,-124.1775
Humboldt,1,4,NO2,0.013652542,40.776944,-124.1775
Humboldt,1,4,Ozone,0.320719016,40.776944,-124.1775
Humboldt,1,4,SO2,0.00199177,40.776944,-124.1775
Humboldt,2,1,CO,0.007373824,40.776944,-124.1775
Humboldt,2,1,NO2,0.013316129,40.776944,-124.1775
Humboldt,2,1,Ozone,0.356603774,40.776944,-124.1775
Humboldt,2,1,SO2,0.005218543,40.776944,-124.1775
Humboldt,2,2,CO,0.005289116,40.776944,-124.1775
Humboldt,2,2,NO2,0.016242236,40.776944,-124.1775
Humboldt,2,2,Ozone,0.342526837,40.776944,-124.1775
Humboldt,2,2,SO2,0.001578431,40.776944,-124.1775
Humboldt,2,3,CO,0.004828739,40.776944,-124.1775
Humboldt,2,3,NO2,0.006133758,40.776944,-124.1775
Humboldt,2,3,Ozone,0.219632414,40.776944,-124.1775
Humboldt,2,3,SO2,0.004675799,40.776944,-124.1775
Humboldt,2,4,CO,0.007879326,40.776944,-124.1775
Humboldt,2,4,NO2,0.013692982,40.776944,-124.1775
Humboldt,2,4,Ozone,0.308383234,40.776944,-124.1775
Humboldt,2,4,SO2,0.002108527,40.776944,-124.1775
Humboldt,3,1,CO,0.006985962,40.776944,-124.1775
Humboldt,3,1,NO2,0.013391026,40.776944,-124.1775
Humboldt,3,1,Ozone,0.369907016,40.776944,-124.1775
Humboldt,3,1,SO2,0.005030303,40.776944,-124.1775
Humboldt,3,2,CO,0.005301587,40.776944,-124.1775
Humboldt,3,2,NO2,0.016645963,40.776944,-124.1775
Humboldt,3,2,Ozone,0.340672269,40.776944,-124.1775
Humboldt,3,2,SO2,0.001396396,40.776944,-124.1775
Humboldt,3,3,CO,0.00484472,40.776944,-124.1775
Humboldt,3,3,NO2,0.007056962,40.776944,-124.1775
Humboldt,3,3,Ozone,0.214703425,40.776944,-124.1775
Humboldt,3,3,SO2,0.004777778,40.776944,-124.1775
Humboldt,3,4,CO,0.007783251,40.776944,-124.1775
Humboldt,3,4,NO2,0.014,40.776944,-124.1775
Humboldt,3,4,Ozone,0.319879518,40.776944,-124.1775
Humboldt,3,4,SO2,0.002474074,40.776944,-124.1775
Humboldt,4,1,CO,0.006915114,40.776944,-124.1775
Humboldt,4,1,NO2,0.015141509,40.776944,-124.1775
Humboldt,4,1,Ozone,0.354658385,40.776944,-124.1775
Humboldt,4,1,SO2,0.005371429,40.776944,-124.1775
Humboldt,4,2,CO,0.005303327,40.776944,-124.1775
Humboldt,4,2,NO2,0.018436508,40.776944,-124.1775
Humboldt,4,2,Ozone,0.334505495,40.776944,-124.1775
Humboldt,4,2,SO2,0.001369048,40.776944,-124.1775
Humboldt,4,3,CO,0.004842958,40.776944,-124.1775
Humboldt,4,3,NO2,0.010017699,40.776944,-124.1775
Humboldt,4,3,Ozone,0.191451991,40.776944,-124.1775
Humboldt,4,3,SO2,0.004497175,40.776944,-124.1775
Humboldt,4,4,CO,0.007505669,40.776944,-124.1775
Humboldt,4,4,NO2,0.014829545,40.776944,-124.1775
Humboldt,4,4,Ozone,0.321370499,40.776944,-124.1775
Humboldt,4,4,SO2,0.002153846,40.776944,-124.1775
Humboldt,5,1,CO,0.006679281,40.776944,-124.1775
Humboldt,5,1,NO2,0.014713333,40.776944,-124.1775
Humboldt,5,1,Ozone,0.381756757,40.776944,-124.1775
Humboldt,5,1,SO2,0.004399093,40.776944,-124.1775
Humboldt,5,2,CO,0.005456221,40.776944,-124.1775
Humboldt,5,2,NO2,0.023141935,40.776944,-124.1775
Humboldt,5,2,Ozone,0.321978022,40.776944,-124.1775
Humboldt,5,2,SO2,0.00159596,40.776944,-124.1775
Humboldt,5,3,CO,0.005098039,40.776944,-124.1775
Humboldt,5,3,NO2,0.011352941,40.776944,-124.1775
Humboldt,5,3,Ozone,0.19449113,40.776944,-124.1775
Humboldt,5,3,SO2,0.00497619,40.776944,-124.1775
Humboldt,5,4,CO,0.0076,40.776944,-124.1775
Humboldt,5,4,NO2,0.013214876,40.776944,-124.1775
Humboldt,5,4,Ozone,0.334555985,40.776944,-124.1775
Humboldt,5,4,SO2,0.001771689,40.776944,-124.1775
Humboldt,6,1,CO,0.007168216,40.776944,-124.1775
Humboldt,6,1,NO2,0.023485207,40.776944,-124.1775
Humboldt,6,1,Ozone,0.365257819,40.776944,-124.1775
Humboldt,6,1,SO2,0.005034343,40.776944,-124.1775
Humboldt,6,2,CO,0.00579932,40.776944,-124.1775
Humboldt,6,2,NO2,0.029668639,40.776944,-124.1775
Humboldt,6,2,Ozone,0.317075232,40.776944,-124.1775
Humboldt,6,2,SO2,0.001544828,40.776944,-124.1775
Humboldt,6,3,CO,0.005380117,40.776944,-124.1775
Humboldt,6,3,NO2,0.016397661,40.776944,-124.1775
Humboldt,6,3,Ozone,0.184294069,40.776944,-124.1775
Humboldt,6,3,SO2,0.004882883,40.776944,-124.1775
Humboldt,6,4,CO,0.007804878,40.776944,-124.1775
Humboldt,6,4,NO2,0.022940299,40.776944,-124.1775
Humboldt,6,4,Ozone,0.314285714,40.776944,-124.1775
Humboldt,6,4,SO2,0.002088353,40.776944,-124.1775
Humboldt,7,1,CO,0.007750592,40.776944,-124.1775
Humboldt,7,1,NO2,0.027790055,40.776944,-124.1775
Humboldt,7,1,Ozone,0.352644041,40.776944,-124.1775
Humboldt,7,1,SO2,0.005340996,40.776944,-124.1775
Humboldt,7,2,CO,0.006087662,40.776944,-124.1775
Humboldt,7,2,NO2,0.02973743,40.776944,-124.1775
Humboldt,7,2,Ozone,0.332801277,40.776944,-124.1775
Humboldt,7,2,SO2,0.001574194,40.776944,-124.1775
Humboldt,7,3,CO,0.005512422,40.776944,-124.1775
Humboldt,7,3,NO2,0.017459016,40.776944,-124.1775
Humboldt,7,3,Ozone,0.186102484,40.776944,-124.1775
Humboldt,7,3,SO2,0.004899225,40.776944,-124.1775
Humboldt,7,4,CO,0.008380952,40.776944,-124.1775
Humboldt,7,4,NO2,0.03102027,40.776944,-124.1775
Humboldt,7,4,Ozone,0.293136472,40.776944,-124.1775
Humboldt,7,4,SO2,0.002143791,40.776944,-124.1775
Humboldt,8,1,CO,0.008018942,40.776944,-124.1775
Humboldt,8,1,NO2,0.027044199,40.776944,-124.1775
Humboldt,8,1,Ozone,0.36101026,40.776944,-124.1775
Humboldt,8,1,SO2,0.00543295,40.776944,-124.1775
Humboldt,8,2,CO,0.005830565,40.776944,-124.1775
Humboldt,8,2,NO2,0.026678161,40.776944,-124.1775
Humboldt,8,2,Ozone,0.360163265,40.776944,-124.1775
Humboldt,8,2,SO2,0.001578947,40.776944,-124.1775
Humboldt,8,3,CO,0.005355191,40.776944,-124.1775
Humboldt,8,3,NO2,0.01506044,40.776944,-124.1775
Humboldt,8,3,Ozone,0.210226386,40.776944,-124.1775
Humboldt,8,3,SO2,0.004863636,40.776944,-124.1775
Humboldt,8,4,CO,0.008635634,40.776944,-124.1775
Humboldt,8,4,NO2,0.030593103,40.776944,-124.1775
Humboldt,8,4,Ozone,0.305246166,40.776944,-124.1775
Humboldt,8,4,SO2,0.0025,40.776944,-124.1775
Humboldt,9,1,CO,0.007725459,40.776944,-124.1775
Humboldt,9,1,NO2,0.024166667,40.776944,-124.1775
Humboldt,9,1,Ozone,0.38047619,40.776944,-124.1775
Humboldt,9,1,SO2,0.005340996,40.776944,-124.1775
Humboldt,9,2,CO,0.005730994,40.776944,-124.1775
Humboldt,9,2,NO2,0.023052326,40.776944,-124.1775
Humboldt,9,2,Ozone,0.395706028,40.776944,-124.1775
Humboldt,9,2,SO2,0.001741497,40.776944,-124.1775
Humboldt,9,3,CO,0.005235435,40.776944,-124.1775
Humboldt,9,3,NO2,0.011916201,40.776944,-124.1775
Humboldt,9,3,Ozone,0.24222573,40.776944,-124.1775
Humboldt,9,3,SO2,0.004878788,40.776944,-124.1775
Humboldt,9,4,CO,0.008504202,40.776944,-124.1775
Humboldt,9,4,NO2,0.027158273,40.776944,-124.1775
Humboldt,9,4,Ozone,0.326754748,40.776944,-124.1775
Humboldt,9,4,SO2,0.002454545,40.776944,-124.1775
Humboldt,10,1,CO,0.007344633,40.776944,-124.1775
Humboldt,10,1,NO2,0.021864407,40.776944,-124.1775
Humboldt,10,1,Ozone,0.394413408,40.776944,-124.1775
Humboldt,10,1,SO2,0.005171484,40.776944,-124.1775
Humboldt,10,2,CO,0.005512605,40.776944,-124.1775
Humboldt,10,2,NO2,0.019715976,40.776944,-124.1775
Humboldt,10,2,Ozone,0.428654485,40.776944,-124.1775
Humboldt,10,2,SO2,0.001771562,40.776944,-124.1775
Humboldt,10,3,CO,0.005146014,40.776944,-124.1775
Humboldt,10,3,NO2,0.010331492,40.776944,-124.1775
Humboldt,10,3,Ozone,0.275644028,40.776944,-124.1775
Humboldt,10,3,SO2,0.00482963,40.776944,-124.1775
Humboldt,10,4,CO,0.008207792,40.776944,-124.1775
Humboldt,10,4,NO2,0.022823529,40.776944,-124.1775
Humboldt,10,4,Ozone,0.357477026,40.776944,-124.1775
Humboldt,10,4,SO2,0.002188406,40.776944,-124.1775
Humboldt,11,1,CO,0.007126806,40.776944,-124.1775
Humboldt,11,1,NO2,0.019303371,40.776944,-124.1775
Humboldt,11,1,Ozone,0.41500399,40.776944,-124.1775
Humboldt,11,1,SO2,0.004909804,40.776944,-124.1775
Humboldt,11,2,CO,0.005493197,40.776944,-124.1775
Humboldt,11,2,NO2,0.017682635,40.776944,-124.1775
Humboldt,11,2,Ozone,0.448235294,40.776944,-124.1775
Humboldt,11,2,SO2,0.00171831,40.776944,-124.1775
Humboldt,11,3,CO,0.004948125,40.776944,-124.1775
Humboldt,11,3,NO2,0.008853933,40.776944,-124.1775
Humboldt,11,3,Ozone,0.297632202,40.776944,-124.1775
Humboldt,11,3,SO2,0.004893939,40.776944,-124.1775
Humboldt,11,4,CO,0.007782647,40.776944,-124.1775
Humboldt,11,4,NO2,0.018521739,40.776944,-124.1775
Humboldt,11,4,Ozone,0.389055973,40.776944,-124.1775
Humboldt,11,4,SO2,0.002068966,40.776944,-124.1775
Humboldt,12,1,CO,0.006952931,40.776944,-124.1775
Humboldt,12,1,NO2,0.014925287,40.776944,-124.1775
Humboldt,12,1,Ozone,0.441162228,40.776944,-124.1775
Humboldt,12,1,SO2,0.00499002,40.776944,-124.1775
Humboldt,12,2,CO,0.005428571,40.776944,-124.1775
Humboldt,12,2,NO2,0.017303571,40.776944,-124.1775
Humboldt,12,2,Ozone,0.460115607,40.776944,-124.1775
Humboldt,12,2,SO2,0.001731481,40.776944,-124.1775
Humboldt,12,3,CO,0.004846093,40.776944,-124.1775
Humboldt,12,3,NO2,0.007625698,40.776944,-124.1775
Humboldt,12,3,Ozone,0.310079365,40.776944,-124.1775
Humboldt,12,3,SO2,0.005011494,40.776944,-124.1775
Humboldt,12,4,CO,0.007478992,40.776944,-124.1775
Humboldt,12,4,NO2,0.015873239,40.776944,-124.1775
Humboldt,12,4,Ozone,0.406941082,40.776944,-124.1775
Humboldt,12,4,SO2,0.002014184,40.776944,-124.1775
Humboldt,13,1,CO,0.006840336,40.776944,-124.1775
Humboldt,13,1,NO2,0.013317647,40.776944,-124.1775
Humboldt,13,1,Ozone,0.458456486,40.776944,-124.1775
