"","Latitude","Longitude","County","Weekend_day","Pollutant","Sample"
"71",33.447867,-117.088649,"Riverside","weekday","NO2",0.045971790443293
"72",33.447867,-117.088649,"Riverside","weekday","Ozone",0.441210336055697
"73",33.447867,-117.088649,"Riverside","weekend","NO2",0.0411559322033898
"74",33.447867,-117.088649,"Riverside","weekend","Ozone",0.454767592655791
"75",33.583333,-117.083333,"Riverside","weekday","Ozone",0.583874007936508
"76",33.583333,-117.083333,"Riverside","weekend","Ozone",0.588656519654842
"77",33.590833,-116.088333,"Riverside","weekday","Ozone",0.344748420977929
"78",33.590833,-116.088333,"Riverside","weekend","Ozone",0.353481650170798
"79",33.612406,-114.602886,"Riverside","weekday","Ozone",0.410019590658349
"80",33.612406,-114.602886,"Riverside","weekend","Ozone",0.422646809066562
"81",33.63003,-117.67593,"Orange","weekday","CO",0.00368319093979734
"82",33.63003,-117.67593,"Orange","weekday","Ozone",0.478708906156605
"83",33.63003,-117.67593,"Orange","weekend","CO",0.00294635219357204
"84",33.63003,-117.67593,"Orange","weekend","Ozone",0.506869825612119
"85",33.67464,-117.92568,"Orange","weekday","CO",0.00759821731337499
"86",33.67464,-117.92568,"Orange","weekday","NO2",0.109784267631103
"87",33.67464,-117.92568,"Orange","weekday","Ozone",0.441135009446301
"88",33.67464,-117.92568,"Orange","weekday","SO2",0.00160890410958904
"89",33.67464,-117.92568,"Orange","weekend","CO",0.00612477469620327
"90",33.67464,-117.92568,"Orange","weekend","NO2",0.0810159663865546
"91",33.67464,-117.92568,"Orange","weekend","Ozone",0.47402650238289
"92",33.67464,-117.92568,"Orange","weekend","SO2",0.00127736625514403
"93",33.67649,-117.33098,"Riverside","weekday","CO",0.00390414146114472
"94",33.67649,-117.33098,"Riverside","weekday","NO2",0.0872326954033268
"95",33.67649,-117.33098,"Riverside","weekday","Ozone",0.48593894993895
"96",33.67649,-117.33098,"Riverside","weekend","CO",0.00359624931053502
"97",33.67649,-117.33098,"Riverside","weekend","NO2",0.0669263480929417
"98",33.67649,-117.33098,"Riverside","weekend","Ozone",0.508718133718134
"99",33.70853,-116.21537,"Riverside","weekday","Ozone",0.535358521280227
"100",33.70853,-116.21537,"Riverside","weekend","Ozone",0.539947833065811
"101",33.7411,-115.8206,"Riverside","weekday","Ozone",0.667165525536639
"102",33.7411,-115.8206,"Riverside","weekend","Ozone",0.653055360075064
"103",33.78942,-117.22764,"Riverside","weekday","Ozone",0.438121298270552
"104",33.78942,-117.22764,"Riverside","weekend","Ozone",0.46165444411851
"105",33.8025,-118.22,"Los Angeles","weekday","CO",0.0105789913077641
"106",33.8025,-118.22,"Los Angeles","weekday","NO2",0.204110676640598
"107",33.8025,-118.22,"Los Angeles","weekday","Ozone",0.30798672283927
"108",33.8025,-118.22,"Los Angeles","weekday","SO2",0.0130269865930146
"109",33.8025,-118.22,"Los Angeles","weekend","CO",0.00905517114689854
"110",33.8025,-118.22,"Los Angeles","weekend","NO2",0.138509243697479
"111",33.8025,-118.22,"Los Angeles","weekend","Ozone",0.363743842364532
"112",33.8025,-118.22,"Los Angeles","weekend","SO2",0.010409796383312
"113",33.819305,-117.918759,"Orange","weekday","CO",0.0243923879214084
"114",33.819305,-117.918759,"Orange","weekday","NO2",0.251557576769025
"115",33.819305,-117.918759,"Orange","weekend","CO",0.0229066620602292
"116",33.819305,-117.918759,"Orange","weekend","NO2",0.19093567961165
"117",33.83062,-117.93845,"Orange","weekday","CO",0.0168669703639249
"118",33.83062,-117.93845,"Orange","weekday","NO2",0.158851845216768
"119",33.83062,-117.93845,"Orange","weekday","Ozone",0.359262292983848
"120",33.83062,-117.93845,"Orange","weekend","CO",0.0157419273778113
"121",33.83062,-117.93845,"Orange","weekend","NO2",0.122698768689534
"122",33.83062,-117.93845,"Orange","weekend","Ozone",0.398473426309838
"123",33.85275,-116.54101,"Riverside","weekday","CO",0.00367770637666831
"124",33.85275,-116.54101,"Riverside","weekday","NO2",0.0626931040533427
"125",33.85275,-116.54101,"Riverside","weekday","Ozone",0.605024371953506
"126",33.85275,-116.54101,"Riverside","weekend","CO",0.00381091414668057
"127",33.85275,-116.54101,"Riverside","weekend","NO2",0.0546565217391304
"128",33.85275,-116.54101,"Riverside","weekend","Ozone",0.595324900793651
"129",33.859444,-118.200278,"Los Angeles","weekday","NO2",0.272705825399387
"130",33.859444,-118.200278,"Los Angeles","weekend","NO2",0.156827600161878
"131",33.901389,-118.205,"Los Angeles","weekday","CO",0.0191677465098653
"132",33.901389,-118.205,"Los Angeles","weekday","NO2",0.166603592814371
"133",33.901389,-118.205,"Los Angeles","weekday","Ozone",0.362136627906977
"134",33.901389,-118.205,"Los Angeles","weekend","CO",0.0182337444617411
"135",33.901389,-118.205,"Los Angeles","weekend","NO2",0.129539396479464
"136",33.901389,-118.205,"Los Angeles","weekend","Ozone",0.396616212159119
"137",33.92086,-116.85841,"Riverside","weekday","NO2",0.0844483126110124
"138",33.92086,-116.85841,"Riverside","weekday","Ozone",0.560441648161855
"139",33.92086,-116.85841,"Riverside","weekend","NO2",0.0668942307692308
"140",33.92086,-116.85841,"Riverside","weekend","Ozone",0.567567085143095
"141",33.92513,-117.95264,"Orange","weekday","CO",0.00834538410285517
"142",33.92513,-117.95264,"Orange","weekday","NO2",0.155861398071625
