Country or Area,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970
Greece,17787.950751035,21460.2816055924,21696.8297756689,22113.2440108454,25804.4129545572,26782.4947906406,29516.7573034848,31757.9030429658,28611.3511186151,24625.9250049686,22383.4150559442,21772.0307870626,18306.7886215262,13970.6746716986,12394.7640428619,12024.7237628812,13670.410887245,13300.0905613839,13256.8328263777,13599.0220399689,12863.8271877915,11060.1829188981,10429.2729951564,11260.4275953043,10290.2635731487,9662.00893296793,7864.3727332341,7612.82131449898,6577.84298775618,5668.76811828885,4826.11303794774,4867.01747865587,5031.12766112286,5588.3099202756,5393.55620111464,5908.83940476045,5726.91104222432,4713.90889561295,3908.16038296165,3412.20498697217,3160.28926026581,2830.29289536954,2510.62004027408,1905.74453857446,1653.77086333329,1496.0947265287
Greenland,36976.6552767488,43429.6860051611,42993.7455668923,41814.9587280783,44360.7746724732,40450.4203421671,40850.9550640659,40533.63418648,35854.4098060616,31799.4452888998,28968.6175018239,28470.3440424242,24727.4686858152,20335.762424515,18956.7206209097,18693.1205427782,19849.2261940902,20206.7018308988,18865.47596064,21087.9201462341,21298.1090193888,17718.1633185504,16324.1841502303,18270.2172044256,17915.0451768685,18017.809613329,16532.2330958916,16099.0286252268,14238.3138329915,11020.2285442738,7631.92282189569,7100.30459705054,7894.17020276236,7733.63113713635,8469.02136354564,9328.11490154546,8280.23922284604,7019.13111944745,5567.40037012504,4755.16439109303,4187.83628423156,3393.42946980569,2827.18828771443,2169.9763938374,1845.34186898888,1483.47275400461
Grenada,8933.80974768356,8312.6380195464,8011.28506648704,7672.9408691182,7466.27468812679,7418.12821734868,7453.03876428155,8008.46548628795,7374.65626496103,6825.87797028185,6804.3157532332,5866.75008000392,5825.86865420871,5332.02742409402,5137.78022148256,5149.1759423269,3768.32153483123,3505.71590850095,3196.1894318546,2978.26708290893,2792.50167077294,2675.95581175171,2578.58728996132,2610.72650906274,2581.75930437721,2467.28127469014,2227.13038378263,2008.88542550688,1794.04734938901,1536.15402623281,1367.56489461125,1226.04781630472,1156.82544423337,1129.06962800637,1050.40031486082,996.428450157046,923.145440548428,792.97893042925,633.944109543586,558.194290071848,551.210973310263,444.722137420255,427.96666590325,346.214271272187,258.4227479912,203.600359953267
Guatemala,3903.48319311737,3666.57879979768,3432.01641900634,3278.62686107414,3166.57485482768,2805.96157276593,2617.12647771102,2774.3076694748,2472.38774537837,2240.99593272811,2064.03529795966,1860.98976422813,1743.17782201857,1692.97569502946,1561.59722286046,1471.137570801,1431.32788239169,1552.50437784608,1458.37814072035,1325.83029554996,1261.4782693814,1145.23118798336,1030.71107751298,967.62662347742,893.483799661594,744.655792069595,838.640545980032,800.934671407987,740.935769684477,905.028929758772,1227.80538426922,1066.81195040947,1046.38469292365,1035.04299305399,1049.67809445555,986.749292844675,887.556132054939,801.229243302774,742.546069794222,607.294854141822,521.055331564218,464.387490784711,388.085178872175,326.528191337326,317.220992051632,312.972776222373
Guinea,703.87339985881,723.062805605623,679.813027673512,626.971263723545,614.62916404949,622.333609147447,626.81613351519,667.875828863677,618.756046167794,426.341188353647,420.220015175824,531.244238342178,513.464385661557,447.59939172498,455.032150403173,485.209476065971,549.465959248603,577.354938090032,645.10006096885,677.469016706784,668.972691138149,614.859368290975,618.067868431197,658.49627977471,648.088503968448,647.291653173733,617.995676460156,629.406648744468,590.465754378405,573.542895337063,560.776965975911,532.350550271298,520.984575770418,507.41750680725,479.629488606934,443.546142717293,401.403554259293,378.377486666466,332.752844303003,325.427181504892,286.95920080226,256.40480104669,224.630530414867,211.032436702618,199.26790091128,181.836913633453
Guinea-Bissau,530.040453756163,570.400681042262,595.166535196256,576.994583043032,656.333105557627,519.552177659834,517.774365715664,553.806928676182,455.68722241844,395.984391699282,401.149881156566,370.934077291155,339.861976215208,297.476190882822,282.888090136581,275.721239997163,315.148193059662,298.067733752656,334.356599317821,443.931914079299,677.299406103334,652.777521806046,634.738893607296,619.904827824516,601.229618715329,577.75439291713,551.570855697609,467.942018409102,505.768249042561,477.319580098555,439.504219730323,496.52575375394,464.5520345281,472.691495367858,589.290505825285,551.754271885511,595.404022565024,553.877528917018,487.797334823203,577.126629569575,652.219959666754,577.150828224463,534.626954966127,441.751690572932,384.271694510894,394.582317366108
Guyana,4278.80643272326,4028.16493966129,3928.87880547696,3759.38104796187,3408.7265571408,2998.94380622442,2698.0479197447,2569.99023440194,2334.02405255068,1961.057185606,1771.64631440129,1692.79644660408,1595.83157961156,1558.2675268963,1528.17962665056,1531.22146529077,1496.83986765257,1551.90561321538,1627.914674289,1540.82528491025,1364.23640271104,1202.40690866296,1033.43608822118,830.803057053219,774.566023941995,877.290391399681,835.201262991109,897.744576742616,736.415321469333,1096.64873969198,962.844517598059,914.959360303135,991.109896486068,978.585141291346,1149.51613615326,1198.88757504705,1060.85244067098,1025.21277547505,922.501250789472,946.126073334196,1086.59420516839,936.357076023197,677.209160030385,642.908766904079,642.714987276647,613.980133714325
Haiti,793.681051758765,819.277815018187,804.034460494515,760.080516671094,736.692571134923,670.803179738385,659.936082944374,660.239201788664,624.810147487033,518.47982330709,448.462313646306,401.404850313007,314.897782855163,363.856743275279,403.576392581144,428.637005610052,486.494384549858,454.985393423849,399.742383281793,372.97062032767,344.706832450701,276.867944801755,239.865844190505,285.840385246193,413.5857032869,436.113555256233,393.347527658737,383.648146930494,389.434306324231,454.610409794188,417.413973349189,385.978320473552,353.176442008802,328.293370318704,322.780608598495,322.594541826343,257.458883773341,237.036155444569,235.125759124484,222.541040340088,175.798694055828,148.541350714781,124.795412296272,101.166038228874,100.381208772471,93.2828335424763
Honduras,2521.94204861877,2448.88050638079,2358.35617734541,2395.0706753957,2323.74644754739,2110.8220208871,1975.79466565747,1912.22457299513,1732.78705057502,1558.07502345801,1418.13779744259,1313.5667903437,1242.59609222405,1209.41892120532,1201.12441672872,1151.2466213703,1058.31039032025,1048.84303682584,960.711656002715,850.355007130819,844.991859135886,750.580063263266,786.481519581385,787.594287561168,726.165309940187,741.794676708755,1293.1438137141,1191.44318838145,1101.38139810466,1040.55686788731,1024.64647348066,963.06672766826,920.380533054723,895.442306767631,896.765084409025,841.946970897135,762.359647947667,674.356842656029,602.267297764612,501.779819107281,431.477158605866,409.252531081395,371.765511132619,336.687555571997,315.232489253352,306.302090762459
Hungary,12350.5752556485,14085.039860354,13570.4953049703,12785.3850885177,14024.8024499502,13006.5312958455,12951.2722071004,15649.7513335384,13831.1070647186,11390.7458955692,11151.8860031798,10249.3157729402,8386.38637728477,6643.83288158029,5266.41599752582,4617.46436391301,4786.32516765924,4732.27385919683,4575.42540647503,4503.02254949098,4472.69972934126,4152.35882588602,3860.23440895583,3725.73607642336,3341.35579304024,3563.88034869225,3115.22858143949,3063.37593924581,2849.86773169993,2582.13747673645,2231.83350246984,2193.69970835029,2251.71701719085,2470.52763369843,2419.01846332657,2356.97288573002,2042.46799109108,1775.35395968928,1526.19116546295,1373.90379134795,1191.53628566826,1049.51642455327,961.305071742144,779.038918710708,666.490725891011,614.535847104802
Iceland,50936.0212101745,52486.0294524877,47571.0290688075,43964.9577560906,45711.1498447985,41676.3142326777,40997.7674797579,56898.3701073304,69724.8402959168,56643.3443087071,56247.6952042043,46755.6122368352,39003.2807682263,32069.6050528526,28679.621707075,31812.3768641985,32083.8229003773,30730.476244929,27845.2445692285,27775.8446874529,26852.4365849505,24317.8313250798,23893.884904768,27468.059517332,27064.8230320177,25591.7564122373,22674.2586293134,24669.082779386,22544.0679826521,16474.6215606786,12461.7990707665,12100.8088398265,11822.8362457667,13867.4572167654,15276.0894209455,14943.4047400317,12730.4684233408,11304.058540049,10023.0424412307,7644.83434666563,6507.70540458551,7089.4767521696,5452.01153511783,4033.50444311097,3263.57380011264,2597.97183407434
India,1614.15533741417,1579.7652934053,1503.51885228455,1473.77685581501,1500.55068832037,1340.9061701036,1068.70061647168,1048.22824878627,991.34302697675,790.919169537393,709.63927270008,615.868600164063,517.309233815741,449.103604349285,436.889861369576,430.551852957823,424.749088727901,405.700716974468,410.632516121228,385.327273469008,372.602124838355,334.668093005734,297.85423891309,311.185404369575,316.125594705224,363.965099093556,341.940412935194,352.750303677748,325.778695556631,300.876770377654,280.763860889775,275.756411920887,284.845260501972,267.170271576048,267.799667513026,256.942787782159,213.911798438549,197.777056546308,174.916741108996,154.235445609257,156.644043310907,154.119222061975,139.770980949761,119.964798675721,112.854759124889,107.597515308445
Indonesia,3346.48703037017,3499.58873585754,3631.67269360346,3700.52353809579,3647.62662181003,3125.21993359851,2409.17844632101,2308.17516588264,1981.05393915303,1693.10431953363,1345.26198927323,1224.80711346159,1134.63255956726,958.392959651534,796.611984402305,830.584631324488,784.952487257964,540.437382341216,1238.96370280663,1324.69713828833,1195.3435956941,1062.37251759462,964.23955880455,863.090401707125,808.794930138201,734.766569681281,663.212710113196,591.132956636378,515.165794352366,553.931852861206,616.714968690523,631.903774399623,629.439396396437,712.427834946003,710.17119247772,572.649745478862,415.710150406192,426.088115069073,388.459591538879,323.767611650518,271.25116664587,235.579918055642,152.41363600049,105.715938149425,92.471136853458,90.4358302330529
"Iran, Islamic Republic of",5038.12735680008,5442.87476140335,6631.29685906305,7710.51329981162,7874.4847594459,6299.91875616038,5437.81881431185,5476.15844465795,4705.3882059197,3646.8444162044,3135.18740531084,2649.91354855041,2240.80769049748,2189.15186562205,1792.9064885438,1664.26126982562,1757.45313199002,1733.4758659235,1824.86474358073,2010.51047469562,1896.0052448423,1922.22310245114,2027.47532276969,1887.0607958316,1834.78567709637,1715.59565685494,1663.40861202888,1741.62378479723,1713.17662298489,1495.59616427855,1612.50998492906,3645.31568203295,3620.56114652978,3038.32275964942,2552.88920827917,2472.7655773347,2425.47728772412,2167.22458841451,2313.23738174396,2025.49239907172,1593.76105353909,1453.38160481042,876.266922501885,570.378347899774,468.964195169121,384.942165541281
Iraq,4509.02431137919,5465.10495062003,6072.69294532853,5641.1218698048,4940.84617077455,3794.78034259172,3658.62314931571,3526.69859029877,2635.54901917124,1968.06271985492,1342.37696411734,995.157713707209,645.180763483813,699.041158907746,728.888955879216,716.802010333341,648.10622838736,382.934631974289,309.738116041203,292.372460440989,171.963388234953,205.753148723611,265.160922282714,382.380643727057,333.030504499299,977.149788360583,965.904875571688,1044.1679271393,1000.83576290058,835.762489731889,775.178091583542,769.645224428213,760.955638411499,819.621118007593,801.875543364862,919.899906296991,865.413099892853,665.060619297095,542.389905694086,517.780700082562,420.206222389991,347.334003630918,304.663458698132,251.005962938254,258.28724060975,237.674093466412
Ireland,60513.6250155242,54815.478177627,51221.9420134855,48377.0641056328,51709.7620356822,47937.5083927707,51715.7936226725,61366.1409374052,61529.5123337632,54065.8515651429,50355.5344731159,47060.7870531789,40653.1487363133,32243.028153268,27966.9081216166,25993.2488195016,26071.1236212574,24068.603049091,22347.1758702344,20651.0845055227,18985.9756081328,15786.0811759063,14576.547813278,15625.9550157818,13959.5974716893,13852.0809098129,11029.3562382395,10610.0862120141,9520.19604830911,8059.73463851651,5980.34065312732,5673.9877176074,5892.60104631375,6139.52836512808,5964.74789789491,6344.64014522124,5412.86806857786,4390.79733428351,3424.78457690047,2925.90411355454,2984.66139685695,2526.89029584423,2434.44180361533,2088.96657784596,1710.32206110494,1493.10791620065
Israel,37129.4389096141,38890.0947313003,37519.192735008,33483.6601888519,34557.8453930616,31501.9896524228,28544.7089874359,30439.0828748828,25827.0281910632,22780.2904752929,21573.2002063576,20921.8801483716,19947.5405039065,19380.0042436792,21311.3076157229,22004.3983458202,19893.1058999117,20116.0313689937,20375.2427642915,20040.952590039,18808.313331485,16821.7187512516,15333.1019411185,15823.7280776046,14642.7947892062,13195.4818566103,11453.1514872121,11746.1446781906,9775.16908127234,8268.15884608168,6777.80649103593,7304.28944786839,7916.49093833635,7221.18419526819,6726.90509477387,6461.26559954306,5801.23838545818,4596.46016101999,4762.30295865897,4498.19256742524,4385.43472310239,4559.93256997861,3463.75981449,2784.6732478479,2189.81281779633,2132.99159053251
Italy,30462.3810858898,35956.8857017404,35644.1739157968,34698.7333305874,38142.2732657835,35662.5162879108,36743.4263355664,40304.2590167903,37250.4640383005,32969.8700240312,31583.6923918115,30821.6678359858,27060.94656626,21967.7982388469,20263.6693856096,19979.3082226444,21890.4429890087,22212.2757469728,21721.3238771043,22927.694889004,20497.5678635504,19181.7525641008,18589.3765549129,23059.5057776725,21779.284763998,20653.1743885769,16238.770551642,15592.4240843974,14094.2349537254,11205.7456804514,7919.50654400163,7678.51846367869,7781.73483922394,7520.43625582032,7599.43758212184,8443.25383242333,6985.68727156423,5609.18165800912,4603.02206870349,4033.08868573092,4106.60337767173,3619.25872589862,3202.25984660756,2668.11834115451,2305.82610834835,2111.74681490873
Jamaica,5105.79376486538,4993.19190430103,5148.01876594004,5357.44263180059,5246.58047996037,4822.62741026907,4440.47834913476,5045.12643239647,4732.5184413875,4432.63421862811,4198.77868320458,3819.2472916214,3558.81619180915,3688.73517041135,3511.6822946033,3463.36168002484,3422.91103018259,3417.25162514958,3318.25164994715,2932.61560065204,2628.73071894964,2013.35706262503,2033.57537031111,1592.55819490343,1793.56330243,2021.06120599445,1945.13276102262,1702.23207669344,1463.38440414708,1232.16808113876,1029.2925484755,1177.58096131896,1822.93002264172,1687.01317615372,1551.69477838094,1417.24032943157,1304.18229156899,1434.65498267603,1782.30999851465,1645.15191457133,1606.50824334088,1352.62266182057,1105.42629293149,1094.92242377657,913.442670777574,846.549567471612
Japan,34628.7094536166,38240.8619309857,40601.0041966136,48790.4817903914,48387.5777669799,44769.9260068313,41081.7258400912,39569.5244667993,35483.4016800186,35633.9372432184,37450.439366801,37982.5747766845,35136.9188548588,32595.1022117471,34162.0683434005,38877.877823027,36356.7137992595,32191.4706877662,35304.1971312656,38733.2950515857,43773.882063224,39540.5155098464,36120.0654216375,31643.2367848615,29161.0972493408,25685.0127470518,25053.6539185443,25122.0017243299,20775.4575704393,17212.8476736555,11673.7246341209,10976.8007507647,10394.9572249169,9599.05744143329,10404.8297464968,9487.29871859332,9127.30341992208,8841.30980562537,6347.48357391857,5206.96557712254,4682.62322896855,4357.7839675443,3977.00396602639,2967.58232342602,2272.28864383414,2039.52572044403
Jordan,4940.05301286994,4830.97362967091,4656.21980203566,4423.11734778584,4266.07702884612,4054.27065695229,3800.94544677824,3656.02996520055,2970.88531174035,2722.66524137222,2360.53031596066,2206.51182972806,2021.85055443466,1940.18963961685,1850.60886827659,1774.66709575968,1737.14860956554,1712.13792464449,1594.18188955454,1557.52960884476,1558.29573110757,1501.08442313561,1416.60631172192,1420.71251182327,1185.00607719922,1197.06002915414,1286.33136302866,1959.98462494787,2188.02791082621,2143.61250548584,1839.56234945931,1814.91953236733,1852.99439907444,1848.48734340557,1809.03112396702,1759.59867881603,1404.91808275544,1193.41995759187,926.253307787768,772.092081168464,614.769254651044,483.233000234374,430.740190359859,388.933908662796,363.972051811364,358.444978247842
Kazakhstan,10312.1366690943,12745.82343279,13838.6483435047,12365.0759619658,11636.0345045683,9076.74336926922,7162.76166348728,8384.13751067387,6654.92255489034,5191.53300897205,3696.90605289865,2821.38795994519,2036.66232559154,1641.24505793465,1482.50039614818,1222.99078224294,1120.24062789996,1452.6022431406,1433.23646249608,1339.43303580391,1290.69231535137,1362.49698387499,1509.57888754364,1611.1455974716,1655.56854324971,1797.6830852461,,,,,,,,,,,,,,,,,,,,
Kenya,1376.72326842587,1368.49162894375,1261.09321437078,1184.92312180155,1012.88021079102,991.851001638289,942.763258684128,938.616877698649,857.955675642839,711.740904311187,608.376687711405,536.371301897626,509.81068190102,461.650634106881,467.626586987802,465.617373680898,484.739725020906,544.082625229271,518.631739915862,488.709667435308,490.555554592805,391.817239452579,317.252524005348,471.465432377816,492.597222715486,540.150309422693,546.102814522058,577.446713891201,559.650338018685,526.956451124537,463.380840492869,485.557067319455,486.931780280025,544.042830380275,586.859934401862,646.525904295112,576.596775533064,522.039701104355,457.741374585918,367.561028500003,357.907110113358,338.678019341244,294.612241164797,258.990605111131,239.416350407992,223.816260245546
Kiribati,1442.86738821981,1684.37685243542,1724.14737915583,1763.69773654711,1692.58048778693,1493.27410778511,1297.32249479402,1413.37140472612,1357.67779210837,1151.61506951775,1214.52864012497,1130.6046044865,1059.72905216189,844.124307039182,759.826382988529,884.999671193026,833.545283885143,804.829028950786,838.355606069408,847.423081919655,720.228852628238,714.854525102391,621.241732125349,643.089345570889,642.782458516335,552.368197463443,587.1593329603,628.243962816958,500.688693266196,442.000915342217,468.319555427518,642.419003368585,594.717404839487,638.904621931347,656.580391723299,1039.8868190392,1035.32699832301,1100.87400793688,959.982125766352,1033.76099157679,1405.45754399144,1479.90087938177,828.898458519012,514.353556666798,411.971302207456,394.590565125922
Kosovo,3664.77013962258,4183.42537109282,3985.39448790919,3644.4124052871,3739.47636364877,3298.27777463841,3200.90834284697,3232.83726422663,2668.98219603375,2212.79206604476,2107.61380654434,2022.13513307313,1835.09195477778,1553.94728922332,1338.93376840463,870.839308873125,931.575585990339,1325.29421035532,1448.31943618384,1531.2881429721,2351.0733452504,1092.53330310431,1098.35810600215,1485.52403045754,2030.07734687043,2731.19293587009,,,,,,,,,,,,,,,,,,,,
Kuwait,29303.8966851741,43338.8782100301,48464.9187179731,50897.2296936189,47555.458310201,37724.1595230054,36778.516604697,54478.5513498536,45157.1236003824,42502.2222523939,35694.3817052274,27436.4160556674,22840.7194360861,18673.7228128156,17532.2673776533,19548.2783998295,16255.2150773505,14689.551965075,17999.1627446906,19227.040652159,16220.868391137,14693.2276813157,13372.238215485,10407.4701404322,5487.60745549571,8971.5079440177,11834.916266733,10331.130681062,11662.1909450431,9820.45559612079,12358.6152939579,13089.6193026366,13156.9343950432,14210.0850499268,17384.407267071,20725.0942127222,18815.0023801148,12425.8722521125,11973.3950349223,11761.5552370122,11430.7936806296,13157.9006362311,5831.88461930859,5131.25591822796,4803.75942305488,3829.4589807987
Kyrgyzstan,1106.37963771972,1277.99312808087,1276.61318072445,1169.41818310727,1115.94508465599,877.354385298252,871.708385606816,969.61367868404,727.216750244871,548.55122460008,480.942473722325,435.687871124727,380.435530484856,319.356148732309,305.546734201287,276.512200940381,255.35057215639,340.495506489609,373.272437588378,392.258494425144,324.880200603651,340.453969084242,420.475853112072,489.116525315093,559.418671227926,594.458722870286,,,,,,,,,,,,,,,,,,,,
Lao People's Democratic Republic,1850.21382519137,1771.96535869641,1635.20248621964,1451.75548148199,1266.01461305614,1077.16188545225,907.667430623033,874.240916910391,709.460182342997,569.466770325266,472.894376370596,419.881065919684,361.012541692254,319.553718647,310.612402566111,311.687749509162,265.853504008925,239.093705039621,331.071065131259,362.534671249364,351.616874697481,312.741807232727,276.726042096589,251.958294655796,235.240444823411,203.791702828713,189.568123362104,164.492579067059,166.937985454096,169.929398024412,163.346414575431,154.887957403808,143.416375913605,135.227112237331,121.682249027269,98.4234490351783,83.3623764299524,79.5238685852785,74.3421142052933,72.2670995798915,67.5669460786862,59.1419584408075,53.6409275277948,48.0764728445847,45.805223235178,42.6563247543018
Latvia,13704.1463231068,15744.4940795946,15027.9457250801,13783.4312621293,13771.9590704504,11368.0645361611,12361.1253513278,16599.9726811072,14232.0239042841,9752.74555624207,7596.6988636677,6368.63317877205,5136.94587241436,4120.61659683264,3560.47625909617,3347.2833219317,3145.94543034964,2971.59042361316,2680.45611521805,2428.37616765275,2173.16626912512,2116.61127988193,2024.59176611808,2284.93084776664,3385.69583517103,3631.56310885841,,,,,,,,,,,,,,,,,,,,
Lebanon,8571.37009018664,8675.58866806937,8931.46456630891,8955.69947658688,8727.84357563308,8858.31648608269,8483.85200840702,7112.45898028087,6088.38144193433,5434.60727755695,5390.17095230576,5473.49779676324,5349.68282138978,5311.74483866869,5079.15918503888,5155.06894558727,5388.30495480954,5430.42968756732,5042.60380200105,4439.13696825904,3793.09747148404,3147.79799068216,2726.44959399929,2032.05793079292,1582.4804165838,1091.44922381239,1065.54219352415,1302.91883317181,815.916795979376,1049.03903825589,850.12087176893,990.916847365579,1419.25214490297,1348.97041078797,1990.42375610142,2090.76394510453,1766.27789173317,1528.03882238992,1370.60298723604,734.439677568653,1690.67295684936,1842.70965923073,1466.23335199415,1153.8800882226,949.911969764434,865.997881368242
Lesotho,940.596524086011,1034.18952150919,1064.83316739243,1158.79939959093,1241.22350048756,1087.94693246638,859.859638479418,826.829227569199,816.853664042358,736.385894472337,710.517828531386,645.498142006679,510.412985562822,348.318323043305,377.450043729375,415.498419457656,435.710634329995,439.957750857572,477.178120172242,458.537856353595,489.907444204099,437.709448402408,426.062963429366,433.932448169752,373.983984831637,340.925238771234,287.561065117775,278.268970251425,242.82488799575,194.493818646597,168.668641699037,210.757488395011,252.690703727214,238.118856590814,265.931969808416,268.525713637932,209.412145502257,197.528175952327,147.076528863633,115.284785188065,119.70259167699,117.734685843091,105.595824127176,71.2385336846664,61.3728055085177,65.22780951584
Liberia,455.873934536237,457.858586520261,453.339457045359,413.827272219589,377.514907193741,271.349851818726,267.957748505952,250.491316936317,231.94827752143,207.397533210195,185.944890583053,165.481656813652,138.594504487837,183.021767540862,174.071369261397,182.519308650718,183.880033044528,163.481666950082,144.844818182971,91.9100500909773,82.1308492634332,82.9710055924578,101.312011021014,139.613927732034,213.451576430501,231.650136455913,466.276092199504,445.521422061844,414.139900027502,392.354705562229,400.91382707712,412.889010021559,430.021361095466,448.213334806576,448.645277921495,404.324285651633,406.38423933198,363.846185218567,341.903958272077,314.648187726131,312.469845688715,267.550022621232,224.914003152938,197.681422453979,187.370467046348,182.451350540385
Libya,5488.16828506271,7684.05629021062,12227.5632497545,15246.9277422914,6454.04827810438,12918.3424643078,11087.4056743991,15568.5485006089,10413.7922590197,9323.74199585799,7834.37800152354,5837.53130929074,4677.33028489717,3970.87647522158,6274.76530743569,7207.90774915468,6413.17757495364,5800.95841588959,6557.27601517292,6294.10958770032,5799.76897575567,6430.38450776772,7028.42333944657,7928.91524481882,7647.8514313904,7068.0733981666,6300.48785181941,6103.67919581496,5553.90629210776,6139.28181453004,7781.79585415143,7790.19891809664,8873.19755487248,9520.08885666866,10075.6497301723,11965.576527302,9230.17629299915,6954.99044035904,7326.31062820936,6489.43558997653,5206.15009824641,5576.64377465447,3322.10920351836,2533.83775316479,2210.25652911271,1881.91943900622
Liechtenstein,169491.80955394,178722.777179172,172562.403596909,165692.763154582,175517.160854297,156533.418523934,139780.560452044,158938.618910888,145101.631827674,127180.25165434,117279.239437508,111646.576029568,100056.974923406,88364.3066450501,82703.3874435148,83384.6063616274,90629.899946868,85623.5994027869,80646.6504179381,89305.9937365811,88001.400068738,71681.5259959139,62474.8035703708,61772.8517493421,56962.1829232498,55252.2666368945,44053.4356648444,46207.3630948658,42315.5360772156,31637.6366710549,21685.4789341152,20791.9342343017,21872.4709766018,22000.8055593848,21801.4173213881,23093.6604487871,22092.4390655627,19555.1026596639,13872.0105657908,12724.5446451645,11746.7930335227,9429.64230720791,8216.88448169507,6301.3383045539,5394.06631762193,4733.67826614796
Lithuania,14383.6680898641,16657.3529972299,15677.3567412304,14209.8179487882,14174.464821413,11889.928926943,11801.4458878846,14875.3509446848,12171.5337834386,9138.77912029113,7819.11793359256,6706.63272780195,5520.45223764057,4158.69475718494,3542.34820678091,3309.86098431648,3121.58943525164,3171.11622495737,2831.67569348033,2327.83771907265,1847.35213277197,1742.30956075684,1879.42143012466,2181.29340429788,2702.17775267561,2774.02274140566,,,,,,,,,,,,,,,,,,,,
Luxembourg,100160.83556209,117454.182233867,112949.106562544,105941.849911869,114573.672180373,104168.883644402,101526.953205492,113686.448475853,106003.889171448,90026.3661370711,80761.578216188,76014.432221651,65290.3812232499,52531.2589036704,47823.6887788912,49013.9554822446,51478.4708812033,47470.0429524457,46894.1431590497,52513.2607536897,52744.9376749729,45411.5863962992,41430.8490089086,40933.2128801098,36964.409310774,34553.0620656017,27434.6485081468,25989.5570418058,23148.9923615327,18721.4198957472,12878.9995646129,12525.8337145647,12785.2090902256,13012.898712343,14301.9173268457,17071.109020019,15699.0354953133,13491.0729831886,10897.513724251,9912.16647366472,9108.45807761116,9358.61607649903,7738.30976252968,5688.68076270285,4581.65715003361,4430.58612892502
Madagascar,401.836001463694,452.810401179509,462.460017520654,444.958500508326,456.32930713372,414.142787218022,417.255758045654,472.379091577111,379.067258718145,292.95647227778,275.476682066036,245.670452935395,317.421752938032,262.742227139118,278.986897326205,246.283054166828,243.815270082085,252.75956764837,247.437311770289,287.764904914341,234.887472078154,228.299838023251,266.593042203224,244.296693239538,224.676670230328,266.742539130908,222.920451505661,224.536984690547,242.87658041607,317.429712913254,286.323303059916,302.585513337483,299.799340498549,308.886726298712,323.216457827479,373.277898487009,328.817245799399,260.783013087923,237.229979419052,225.945811349137,243.413265166042,210.425923715919,191.132204719807,159.629179731,143.63434542367,136.560163902572
Malawi,372.914241418543,357.314889289776,317.863986247656,354.071517461565,470.114290602895,471.209870225969,432.067794369618,382.678057620122,328.405273024405,304.903668400501,286.785218885747,280.177305839966,265.429316122251,296.520624040454,269.895863489701,281.453779892416,294.873936256409,304.295992968949,306.240541359507,297.439309442051,251.827801831286,219.445625176206,372.492775847201,339.268000899579,380.8794317965,336.520420615202,327.386698214818,286.846061938392,273.597369539806,278.876056304319,281.412710377269,313.074942019584,330.906526732706,326.004965888611,353.450322322308,362.854965720656,307.375969620483,295.279330336156,258.868676238737,222.040547987035,209.339965256258,192.819267801931,160.664611883535,171.311163216616,154.062548146228,125.800864857363
Malaysia,9768.36841138141,11306.0391512557,10971.3965831974,10834.6671938588,10427.7457908803,9069.06755835557,7312.00368232482,8486.52555253571,7240.74645797428,6194.72119744327,5564.18547422684,4924.57546365263,4431.2394550148,4132.67852501416,3878.7714093459,4004.55719127475,3456.47741078744,3228.1465845679,4593.20292727557,4743.4385047619,4286.18110255847,3686.15531790955,3395.55226183503,3080.06261591112,2626.14869950049,2417.45926890696,2193.92498232961,2050.46152283453,1926.61453591058,1709.6852014315,1979.12741930978,2213.66238932523,2033.06028775195,1843.04609013065,1763.33722217688,1770.1809277871,1570.8373835755,1240.02846205782,1019.21946443573,877.026760038114,757.742878307033,789.644178849689,652.614742392209,440.079605544808,379.571253044529,354.228188865058
Maldives,9446.4524527981,8657.09408479853,7960.85665614174,7303.25083839893,7233.95776505556,6986.16716036796,6578.43374885794,6572.55518487988,5533.80644392897,4754.51408969292,3671.88197434854,4008.5757872178,3537.0084358665,3121.71591469152,3083.67752539047,3134.57931592348,3012.11074527329,2812.8844353998,2699.08106047243,2441.625620528,2210.62156754143,1856.23757567816,1722.76246482569,1562.15242086526,1377.37560735621,1247.27733983401,1132.82660451071,1039.59344978507,900.244808030255,935.70496404099,868.563793942782,816.732032503968,735.310212269912,730.539359556519,596.01816318977,583.453040676876,546.672934528706,356.227032156535,313.663067483681,346.327101770158,390.862561654039,643.941593123679,526.100523269143,443.316603544574,392.733751468045,363.298852810594
